orig_no;taxon_no;record_type;flags;taxon_rank;taxon_name;taxon_attr;common_name;difference;accepted_no;accepted_rank;accepted_name;parent_no;parent_name;ref_author;ref_pubyr;reference_no;is_extant;n_occs;firstapp_max_ma;firstapp_min_ma;lastapp_max_ma;lastapp_min_ma;early_interval;late_interval;taxon_size;extant_size;phylum;class;order;family;genus;type_taxon;n_orders;n_families;n_genera;n_species;taxon_environment;environment_basis;motility;life_habit;vision;diet;reproduction;ontogeny;ecospace_comments;composition;architecture;thickness;reinforcement
349282;349282;txn;;;Cynodictis lacustris neboulensis;de Bonis 1978;;;349282;subspecies;Cynodictis lacustris neboulensis;349281;Cynodictis lacustris;de Bonis;1978;61376;extinct;0;;;;;;;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Cynodictis;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
422680;422680;txn;;;Cynodictis intermedius;Filhol 1876;;subjective synonym of;349281;species;Cynodictis lacustris;41276;Cynodictis;Le Verger et al.;2020;72915;extinct;5;37.71;33.9;37.71;33.9;Priabonian;;2;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Cynodictis;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
351934;351934;txn;;;Angelarctocyon;Tomiya and Tseng 2016;;;351934;genus;Angelarctocyon;41266;Amphicyonidae;Tomiya and Tseng;2016;62151;extinct;3;39.7;37;39.7;37;Bartonian;Priabonian;2;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Angelarctocyon;;;;;1;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
48477;351935;txn;;;Angelarctocyon australis;(Gustafson 1986);;;48477;species;Angelarctocyon australis;351934;Angelarctocyon;Gustafson;1986;1758;extinct;3;39.7;37;39.7;37;Bartonian;Priabonian;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Angelarctocyon;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
41291;41291;txn;;;Protemnocyon;Hatcher 1901;;;41291;genus;Protemnocyon;41266;Amphicyonidae;Alroy;2002;6294;extinct;1;33.9;31.8;33.9;31.8;Rupelian;;2;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Protemnocyon;Protemnocyon inflatus;;;;1;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
50942;50942;txn;;;Protemnocyon inflatus;Hatcher 1902;;;50942;species;Protemnocyon inflatus;41291;Protemnocyon;Hatcher;1902;52434;extinct;1;33.9;31.8;33.9;31.8;Rupelian;;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Protemnocyon;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
476492;476492;txn;;;Aymardia;Trouessart 1904;;;476492;genus;Aymardia;41266;Amphicyonidae;Trouessart;1904;29727;extinct;0;;;;;;;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Aymardia;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
476490;476490;txn;;;Cyotherium;Aymard;;;476490;genus;Cyotherium;41266;Amphicyonidae;Cirot and de Bonis;1992;9832;extinct;0;;;;;;;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Cyotherium;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
65412;65412;txn;;;Temnocyoninae;Hunt 1998;;;65412;subfamily;Temnocyoninae;41266;Amphicyonidae;Hunt;1998;1977;;26;41.2;29.5;16.3;12.5;Bartonian;Serravallian;18;0;Chordata;Mammalia;Carnivora;Amphicyonidae;;;;;4;13;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
304091;304091;txn;;;Rudiocyon;Hunt 2011;;;304091;genus;Rudiocyon;65412;Temnocyoninae;Hunt;2011;52421;extinct;1;29.5;18.5;29.5;18.5;Rupelian;Burdigalian;2;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Rudiocyon;Rudiocyon amplidens;;;;1;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
304092;304092;txn;;;Rudiocyon amplidens;Hunt 2011;;;304092;species;Rudiocyon amplidens;304091;Rudiocyon;Hunt;2011;52421;extinct;1;29.5;18.5;29.5;18.5;Rupelian;Burdigalian;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Rudiocyon;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
304095;304095;txn;;;Delotrochanter;Hunt 2011;;;304095;genus;Delotrochanter;65412;Temnocyoninae;Hunt;2011;52421;extinct;5;24.7;23.1;23.1;18.5;Chattian;Burdigalian;4;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Delotrochanter;Delotrochanter oryktes;;;;3;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
304097;304097;txn;;;Delotrochanter oryktes;Hunt 2011;;;304097;species;Delotrochanter oryktes;304095;Delotrochanter;Hunt;2011;52421;extinct;3;23.1;18.5;23.1;18.5;Chattian;Burdigalian;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Delotrochanter;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
304096;304096;txn;;;Delotrochanter petersoni;Hunt 2011;;;304096;species;Delotrochanter petersoni;304095;Delotrochanter;Hunt;2011;52421;extinct;1;24.7;23.1;24.7;23.1;Chattian;;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Delotrochanter;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
304098;304098;txn;;;Delotrochanter major;Hunt 2011;;;304098;species;Delotrochanter major;304095;Delotrochanter;Hunt;2011;52421;extinct;1;23.1;18.5;23.1;18.5;Chattian;Burdigalian;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Delotrochanter;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
41298;41298;txn;;;Temnocyon;Cope 1878;;;41298;genus;Temnocyon;65412;Temnocyoninae;Cope;1878;56828;extinct;11;31.8;29.5;16.3;12.5;Rupelian;Serravallian;8;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Temnocyon;Temnocyon altigenis;;;;7;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
52160;52160;txn;;;Temnocyon altigenis;Cope 1878;;;52160;species;Temnocyon altigenis;41298;Temnocyon;Cope;1878;56828;extinct;4;31.8;29.5;29.5;18.5;Rupelian;Burdigalian;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Temnocyon;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
52164;52164;txn;;;Temnocyon percussor;Cook 1909;;;52164;species;Temnocyon percussor;41298;Temnocyon;Cook;1909;1262;extinct;2;23.1;18.5;23.1;18.5;Chattian;Burdigalian;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Temnocyon;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
304086;304086;txn;;;Temnocyon subferox;Hunt 2011;;;304086;species;Temnocyon subferox;41298;Temnocyon;Hunt;2011;52421;extinct;1;31.8;18.5;31.8;18.5;Rupelian;Burdigalian;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Temnocyon;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
52165;52165;txn;;;Temnocyon typicus;Loomis 1936;;;52165;species;Temnocyon typicus;41298;Temnocyon;Loomis;1936;2272;extinct;1;29.5;18.5;29.5;18.5;Rupelian;Burdigalian;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Temnocyon;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
304090;304090;txn;;;Temnocyon macrogenys;Hunt 2011;;;304090;species;Temnocyon macrogenys;41298;Temnocyon;Hunt;2011;52421;extinct;1;23.1;18.5;23.1;18.5;Chattian;Burdigalian;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Temnocyon;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
52162;52162;txn;;;Temnocyon ferox;Eyermann 1896;;;52162;species;Temnocyon ferox;41298;Temnocyon;Alroy;2002;6294;extinct;0;;;;;;;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Temnocyon;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
304087;304087;txn;;;Temnocyon fingeruti;Hunt 2011;;;304087;species;Temnocyon fingeruti;41298;Temnocyon;Hunt;2011;52421;extinct;1;29.5;18.5;29.5;18.5;Rupelian;Burdigalian;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Temnocyon;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
41288;41288;txn;;;Mammacyon;Loomis 1936;;;41288;genus;Mammacyon;65412;Temnocyoninae;Loomis;1936;2272;extinct;8;41.2;27.82;23.1;18.5;Bartonian;Burdigalian;3;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Mammacyon;;;;;2;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
304093;304093;txn;;;Mammacyon ferocior;Hunt 2011;;;304093;species;Mammacyon ferocior;41288;Mammacyon;Hunt;2011;52421;extinct;1;23.1;18.5;23.1;18.5;Chattian;Burdigalian;1;0;Chordata;Mammalia;Carnivora;Amphicyonidae;Mammacyon;;;;;;terrestrial;;actively mobile;ground dwelling;;carnivore;viviparous;;;phosphatic;;;
