"","MDD_species","MDD_original_combination","pbdb_accepted_name","string_distance","match_notes","MDD_family","pbdb_family","MDD_author","MDD_year","MDD_authority_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year","pbdb_accepted_author_parentheses","accepted_match","MDD_species_id","MDD_syn_ID","MDD_root_name","MDD_order","MDD_genus","MDD_validity","MDD_actual_rank","MDD_continent","pbdb_accepted_no","pbdb_taxon_no"
"1","Acinonyx_jubatus","Felis_jubata","Acinonyx_jubatus",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","von Schreber",1775,1,"Schreber",1775,TRUE,TRUE,1005979,100004098,"jubatus","Carnivora","Acinonyx","species","species","Africa|Asia",224064,224064
"2","Ailuropoda_melanoleuca","Ursus_melanoleucus","Ailuropoda_melanoleuca",0,"exact match (mdd accepted, pbdb accepted)","Ursidae","Ursidae","A. David",1869,1,"David",1869,TRUE,TRUE,1005930,100006408,"melanoleuca","Carnivora","Ailuropoda","species","species","Asia",104015,104015
"3","Ailurus_fulgens","Ailurus_fulgens","Ailurus_fulgens",0,"exact match (mdd accepted, pbdb accepted)","Ailuridae","Ailuridae","F. Cuvier in É. Geoffroy Saint-Hilaire & F. Cuvier",1825,0,"Cuvier",1825,FALSE,TRUE,1005802,100003478,"fulgens","Carnivora","Ailurus","species","species","Asia",157499,157499
"4","Arctocephalus_australis","Phoca_australis","Arctocephalus_australis",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","E. A. W. von Zimmermann",1783,1,"Zimmermann",1783,TRUE,TRUE,1005896,100006045,"australis","Carnivora","Arctocephalus","species","species","South America",348028,348028
"5","Arctocephalus_forsteri","Otaria_forsteri","Arctocephalus_forsteri",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","Lesson",1828,1,"Wood-Jones",1922,FALSE,FALSE,1005897,100006059,"forsteri","Carnivora","Arctocephalus","species","species","Oceania (Continent)",348031,348031
"6","Arctocephalus_forsteri","Otaria_forsteri","Arctocephalus_forsteri",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","Lesson",1828,1,"Wood-Jones",1922,FALSE,FALSE,1005897,100006059,"forsteri","Carnivora","Arctocephalus","species","species","Oceania (Continent)",71848,71848
"7","Arctocephalus_forsteri","Otaria_forsteri","Arctocephalus_forsteri",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","Lesson",1828,1,"Lesson",1828,TRUE,FALSE,1005897,100006059,"forsteri","Carnivora","Arctocephalus","species","species","Oceania (Continent)",348031,348031
"8","Arctocephalus_forsteri","Otaria_forsteri","Arctocephalus_forsteri",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","Lesson",1828,1,"Lesson",1828,TRUE,FALSE,1005897,100006059,"forsteri","Carnivora","Arctocephalus","species","species","Oceania (Continent)",71848,71848
"9","Arctocephalus_galapagoensis","Arctocephalus_galapagoensis","Arctocephalus_galapagoensis",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","E. Heller",1904,0,"Heller",1904,FALSE,TRUE,1005898,100006060,"galapagoensis","Carnivora","Arctocephalus","species","species","North America|South America",71850,71850
"10","Arctocephalus_gazella","Arctophoca_gazella","Arctocephalus_gazella",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","W. C. H. Peters",1875,1,"Peters",1875,TRUE,TRUE,1005899,100006061,"gazella","Carnivora","Arctocephalus","species","species","Africa|Antarctica|Oceania (Continent)|South America",71844,71844
"11","Arctocephalus_philippii","Otaria_philippii","Arctocephalus_philippii",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","W. C. H. Peters",1866,1,"Peters",1866,TRUE,TRUE,1005900,100006062,"philippii","Carnivora","Arctocephalus","species","species","South America",103880,103880
"12","Arctocephalus_philippii","Otaria_philippii","Arctocephalus_philippii",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","W. C. H. Peters",1866,1,"Peters",1866,TRUE,TRUE,1005900,100006062,"philippii","Carnivora","Arctocephalus","species","species","South America",134393,134393
"13","Arctocephalus_pusillus","Phoca_pusilla","Arctocephalus_pusillus",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","von Schreber",1775,1,"Schreber",1778,TRUE,TRUE,1005895,100006063,"pusillus","Carnivora","Arctocephalus","species","species","Africa|Antarctica|Oceania (Continent)",134392,134392
"14","Arctocephalus_townsendi","Arctocephalus_townsendi","Arctocephalus_townsendi",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","C. H. Merriam",1897,0,"Merriam",1897,TRUE,TRUE,1005901,100006073,"townsendi","Carnivora","Arctocephalus","species","species","North America",71846,71846
"15","Arctocephalus_tropicalis","Gypsophoca_tropicalis","Arctocephalus_tropicalis",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","J. E. Gray",1872,1,"Gray",1872,TRUE,TRUE,1005902,100006074,"tropicalis","Carnivora","Arctocephalus","species","species","Africa|Antarctica|Oceania (Continent)|South America",71845,71845
"16","Arctogalidia_trivirgata","Paradoxurus_trivirgatus","Arctogalidia_trivirgata",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","J. E. Gray",1832,1,"Gray",1832,TRUE,TRUE,1006098,100006633,"trivirgata","Carnivora","Arctogalidia","species","species","Asia",232036,232036
"17","Arctonyx_collaris","Arctonyx_collaris","Arctonyx_collaris",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","F. Cuvier in É. Geoffroy Saint-Hilaire & F. Cuvier",1825,0,"Cuvier",1825,FALSE,TRUE,1005854,100005239,"collaris","Carnivora","Arctonyx","species","species","Asia",157496,157496
"18","Atelocynus_microtis","Canis_microtis","Atelocynus_microtis",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","P. L. Sclater",1883,1,"Sclater",1883,TRUE,TRUE,1005938,100003482,"microtis","Carnivora","Atelocynus","species","species","South America",232939,232939
"19","Atilax_paludinosus","Herpestes_paludinosus","Atilax_paludinosus",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","G. Cuvier",1829,1,"Cuvier",1829,TRUE,TRUE,1006036,100004727,"paludinosus","Carnivora","Atilax","species","species","Africa",232106,232106
"20","Bassaricyon_alleni","Bassaricyon_alleni","Bassaricyon_alleni",0,"exact match (mdd accepted, pbdb accepted)","Procyonidae","Procyonidae","O. Thomas",1880,0,"Thomas",1880,FALSE,TRUE,1005881,100006232,"alleni","Carnivora","Bassaricyon","species","species","South America",232931,232931
"21","Bassaricyon_gabbii","Bassaricyon_gabbii","Bassaricyon_gabbii",0,"exact match (mdd accepted, pbdb accepted)","Procyonidae","Procyonidae","J. A. Allen",1876,0,"Allen",1876,FALSE,TRUE,1005882,100006235,"gabbii","Carnivora","Bassaricyon","species","species","North America",157498,157498
"22","Bassaricyon_medius","Bassaricyon_medius","Bassaricyon_medius",0,"exact match (mdd accepted, pbdb accepted)","Procyonidae","Procyonidae","O. Thomas",1909,0,"Thomas",1909,FALSE,TRUE,1005883,100006239,"medius","Carnivora","Bassaricyon","species","species","North America|South America",471378,471378
"23","Bassaricyon_neblina","Bassaricyon_neblina","Bassaricyon_neblina",0,"exact match (mdd accepted, pbdb accepted)","Procyonidae","Procyonidae","K. M. Helgen, C. M. Pinto, Kays, L. E. Helgen, M. T. N. Tsuchiya, A. Quinn, D. E. Wilson, & Maldonado",2013,0,"Helgen_et-al",2013,FALSE,TRUE,1005884,100006242,"neblina","Carnivora","Bassaricyon","species","species","South America",471377,471377
"24","Bassariscus_astutus","Bassaris_astuta","Bassariscus_astutus",0,"exact match (mdd accepted, pbdb accepted)","Procyonidae","Procyonidae","H. Lichtenstein",1830,1,"Lichtenstein",1830,TRUE,TRUE,1005885,100006245,"astutus","Carnivora","Bassariscus","species","species","North America",44450,44450
"25","Bassariscus_sumichrasti","Bassaris_sumichrasti","Bassariscus_sumichrasti",0,"exact match (mdd accepted, pbdb accepted)","Procyonidae","Procyonidae","de Saussure",1860,1,"Saussure",1860,TRUE,TRUE,1005886,100006261,"sumichrasti","Carnivora","Bassariscus","species","species","North America",230037,230037
"26","Bdeogale_crassicauda","Bdeogale_crassicauda","Bdeogale_crassicauda",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","W. C. H. Peters",1852,0,"Peters",1852,FALSE,TRUE,1006037,100004740,"crassicauda","Carnivora","Bdeogale","species","species","Africa",232142,232142
"27","Bdeogale_nigripes","Bdeogale_nigripes","Bdeogale_nigripes",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","Pucheran",1855,0,"Pucheran",1855,FALSE,TRUE,1006039,100004745,"nigripes","Carnivora","Bdeogale","species","species","Africa",471379,471379
"28","Callorhinus_ursinus","Phoca_ursina","Callorhinus_ursinus",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1005903,100006076,"ursinus","Carnivora","Callorhinus","species","species","Asia|North America",72265,72265
"29","Canis_aureus","Canis_aureus","Canis_aureus",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Linnaeus",1758,0,"Linnaeus",1758,TRUE,TRUE,1005939,100003485,"aureus","Carnivora","Canis","species","species","Asia|Europe",104156,104156
"30","Canis_familiaris","Canis_familiaris","Canis_familiaris",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Linnaeus",1758,0,"Linnaeus",1758,FALSE,TRUE,1005940,100003507,"familiaris","Carnivora","Canis","species","species",NA,104153,104153
"31","Canis_latrans","Canis_latrans","Canis_latrans",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Say in James",1823,0,"Say",1823,TRUE,TRUE,1005941,100003571,"latrans","Carnivora","Canis","species","species","North America",44854,44854
"32","Canis_lupaster","Canis_lupaster","Canis_lupaster",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Hemprich & Ehrenberg in Ehrenberg",1833,0,"Hemprich_Ehrenberg",1832,FALSE,TRUE,1005942,100003595,"lupaster","Carnivora","Canis","species","species","Africa",471380,471380
"33","Canis_lupus","Canis_lupus","Canis_lupus",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Linnaeus",1758,0,"Linnaeus",1758,FALSE,TRUE,1005943,100003617,"lupus","Carnivora","Canis","species","species","Asia|Europe|North America",44860,44860
"34","Canis_simensis","Canis_simensis","Canis_simensis",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Rüppell",1840,0,"Ruppell",1835,TRUE,TRUE,1005946,100003695,"simensis","Carnivora","Canis","species","species","Africa",433177,433177
"35","Caracal_caracal","Felis_caracal","Caracal_caracal",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","von Schreber",1776,1,"Schreber",1776,TRUE,TRUE,1005981,100004125,"caracal","Carnivora","Caracal","species","species","Africa|Asia",224076,224076
"36","Cerdocyon_thous","Canis_thous","Cerdocyon_thous",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Linnaeus",1766,1,"Linnaeus",1766,TRUE,TRUE,1005947,100003701,"thous","Carnivora","Cerdocyon","species","species","South America",232945,232945
"37","Chrotogale_owstoni","Chrotogale_owstoni","Chrotogale_owstoni",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","O. Thomas",1912,0,"Thomas",1912,FALSE,TRUE,1006092,100006650,"owstoni","Carnivora","Chrotogale","species","species","Asia",232050,232050
"38","Chrysocyon_brachyurus","Canis_brachyurus","Chrysocyon_brachyurus",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Illiger",1815,1,"Illiger",1815,TRUE,TRUE,1005948,100003728,"brachyurus","Carnivora","Chrysocyon","species","species","South America",232947,232947
"39","Civettictis_civetta","Viverra_civetta","Civettictis_civetta",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","von Schreber",1776,1,"Schreber",1776,TRUE,TRUE,1006105,100006651,"civetta","Carnivora","Civettictis","species","species","Africa",231966,231966
"40","Conepatus_chinga","Viverra_chinga","Conepatus_chinga",0,"exact match (mdd accepted, pbdb accepted)","Mephitidae","Mephitidae","G. I. Molina",1782,1,"Molina",1782,FALSE,TRUE,1005804,100005066,"chinga","Carnivora","Conepatus","species","species","South America",470055,470055
"41","Conepatus_leuconotus","Mephitis_leuconota","Conepatus_leuconotus",0,"exact match (mdd accepted, pbdb accepted)","Mephitidae","Mephitidae","H. Lichtenstein",1832,1,"Lichtenstein",1832,TRUE,TRUE,1005805,100005114,"leuconotus","Carnivora","Conepatus","species","species","North America",48138,48138
"42","Conepatus_semistriatus","Viverra_semistriata","Conepatus_semistriatus",0,"exact match (mdd accepted, pbdb accepted)","Mephitidae","Mephitidae","Boddaert",1785,1,"Boddaert",1785,TRUE,TRUE,1005806,100005135,"semistriatus","Carnivora","Conepatus","species","species","North America|South America",232921,232921
"43","Crocuta_crocuta","Canis_crocuta","Crocuta_crocuta",0,"exact match (mdd accepted, pbdb accepted)","Hyaenidae","Hyaenidae","Erxleben",1777,1,"Erxleben",1777,TRUE,TRUE,1006071,100005006,"crocuta","Carnivora","Crocuta","species","species","Africa",232133,232133
"44","Crossarchus_alexandri","Crossarchus_alexandri","Crossarchus_alexandri",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","O. Thomas & Wroughton",1907,0,"Thomas_Wroughton",1907,FALSE,TRUE,1006060,100004747,"alexandri","Carnivora","Crossarchus","species","species","Africa",471381,471381
"45","Crossarchus_ansorgei","Crossarchus_ansorgei","Crossarchus_ansorgei",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","O. Thomas",1910,0,"Thomas",1910,FALSE,TRUE,1006061,100004749,"ansorgei","Carnivora","Crossarchus","species","species","Africa",471382,471382
"46","Crossarchus_obscurus","Crossarchus_obscurus","Crossarchus_obscurus",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","F. Cuvier in É. Geoffroy Saint-Hilaire & F. Cuvier",1825,0,"Cuvier",1825,FALSE,TRUE,1006062,100004751,"obscurus","Carnivora","Crossarchus","species","species","Africa",206229,206229
"47","Crossarchus_platycephalus","Crossarchus_platycephalus","Crossarchus_platycephalus",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","C. A. Goldman",1984,0,"Goldman",1984,FALSE,TRUE,1006063,100004753,"platycephalus","Carnivora","Crossarchus","species","species","Africa",471383,471383
"48","Cryptoprocta_ferox","Cryptoprocta_ferox","Cryptoprocta_ferox",0,"exact match (mdd accepted, pbdb accepted)","Eupleridae","Eupleridae","E. T. Bennett in Telfair",1833,0,"Bennett",1833,FALSE,TRUE,1006028,100004067,"ferox","Carnivora","Cryptoprocta","species","species","Africa",232151,232151
"49","Cuon_alpinus","Canis_alpinus","Cuon_alpinus",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Pallas",1811,1,"Pallas",1811,TRUE,TRUE,1005949,100003734,"alpinus","Carnivora","Cuon","species","species","Asia",44824,44824
"50","Cynictis_penicillata","Herpestes_penicillatus","Cynictis_penicillata",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","G. Cuvier",1829,1,"Cuvier",1829,TRUE,TRUE,1006041,100004755,"penicillata","Carnivora","Cynictis","species","species","Africa",232161,232161
"51","Cynogale_bennettii","Cynogale_bennettii","Cynogale_bennettii",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","J. E. Gray",1837,0,"Gray",1864,FALSE,TRUE,1006093,100006662,"bennettii","Carnivora","Cynogale","species","species","Asia",232059,232059
"52","Cystophora_cristata","Phoca_cristata","Cystophora_cristata",0,"exact match (mdd accepted, pbdb accepted)","Phocidae","Phocidae","Erxleben",1777,1,"Erxleben",1779,TRUE,TRUE,1005911,100006121,"cristata","Carnivora","Cystophora","species","species","Europe|North America",104983,104983
"53","Dusicyon_avus","Canis_avus","Dusicyon_avus",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Burmeister",1866,1,"Burmeister",1866,FALSE,TRUE,1005951,100003752,"avus","Carnivora","Dusicyon","species","species","South America",260304,260304
"54","Eira_barbara","Mustela_barbara","Eira_barbara",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1005815,100005246,"barbara","Carnivora","Eira","species","species","North America|South America",104166,104166
"55","Enhydra_lutris","Mustela_lutris","Enhydra_lutris",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1005842,100005266,"lutris","Carnivora","Enhydra","species","species","Asia|North America",48855,48855
"56","Erignathus_barbatus","Phoca_barbata","Erignathus_barbatus",0,"exact match (mdd accepted, pbdb accepted)","Phocidae","Phocidae","Erxleben",1777,1,"Erxleben",1777,TRUE,TRUE,1005912,100006126,"barbatus","Carnivora","Erignathus","species","species","Asia|Europe|North America",98704,98704
"57","Eumetopias_jubatus","Phoca_jubata","Eumetopias_jubatus",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","von Schreber",1776,1,"Schreber",1776,TRUE,TRUE,1005904,100006084,"jubatus","Carnivora","Eumetopias","species","species","Asia|North America",104989,104989
"58","Eupleres_goudotii","Eupleres_goudotii","Eupleres_goudotii",0,"exact match (mdd accepted, pbdb accepted)","Eupleridae","Eupleridae","Doyère",1835,0,"Doyere",1835,FALSE,TRUE,1006030,100004071,"goudotii","Carnivora","Eupleres","species","species","Africa",232150,232150
"59","Felis_bieti","Felis_bieti","Felis_bieti",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","A. Milne-Edwards",1892,0,"Milne-Edwards",1892,FALSE,TRUE,1005984,100004157,"bieti","Carnivora","Felis","species","species","Asia",224044,224044
"60","Felis_catus","Felis_catus","Felis_catus",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Linnaeus",1758,0,"Linnaeus",1758,FALSE,TRUE,1005985,100004159,"catus","Carnivora","Felis","species","species",NA,104159,104159
"61","Felis_chaus","Felis_chaus","Felis_chaus",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","von Schreber",1777,0,"Schreber",1777,TRUE,TRUE,1005986,100004185,"chaus","Carnivora","Felis","species","species","Africa|Asia|Europe",224047,224047
"62","Felis_lybica","Felis_lybica","Felis_lybica",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","G. Forster",1780,0,"Forster",1780,FALSE,TRUE,1005987,100004202,"lybica","Carnivora","Felis","species","species","Africa|Asia|Europe",224043,224043
"63","Felis_margarita","Felis_margarita","Felis_margarita",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Loche",1858,0,"Loche",1858,FALSE,TRUE,1005988,100004259,"margarita","Carnivora","Felis","species","species","Africa|Asia",224045,224045
"64","Felis_nigripes","Felis_nigripes","Felis_nigripes",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Burchell",1824,0,"Burchell",1824,FALSE,TRUE,1005989,100004264,"nigripes","Carnivora","Felis","species","species","Africa",224046,224046
"65","Fossa_fossana","Viverra_fossana","Fossa_fossana",0,"exact match (mdd accepted, pbdb accepted)","Eupleridae","Eupleridae","P. L. S. Müller",1776,1,"Muller",1776,TRUE,TRUE,1006031,100004073,"fossana","Carnivora","Fossa","species","species","Africa",232011,232011
"66","Galictis_cuja","Mustela_cuja","Galictis_cuja",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","G. I. Molina",1782,1,"Molina",1782,TRUE,TRUE,1005832,100005274,"cuja","Carnivora","Galictis","species","species","South America",232909,232909
"67","Galictis_vittata","Viverra_vittata","Galictis_vittata",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","von Schreber",1776,1,"Schreber",1776,TRUE,TRUE,1005833,100005286,"vittata","Carnivora","Galictis","species","species","North America|South America",232911,232911
"68","Galidia_elegans","Galidia_elegans","Galidia_elegans",0,"exact match (mdd accepted, pbdb accepted)","Eupleridae","Eupleridae","I. Geoffroy Saint-Hilaire",1837,0,"Geoffroy",1837,FALSE,TRUE,1006032,100004079,"elegans","Carnivora","Galidia","species","species","Africa",232126,232126
"69","Galidictis_fasciata","Viverra_fasciata","Galidictis_fasciata",0,"exact match (mdd accepted, pbdb accepted)","Eupleridae","Eupleridae","J. F. Gmelin",1788,1,"Gmelin",1788,TRUE,TRUE,1006033,100004082,"fasciata","Carnivora","Galidictis","species","species","Africa",232243,232243
"70","Genetta_abyssinica","Viverra_abyssinica","Genetta_abyssinica",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","Rüppell",1836,1,"Ruppell",1836,FALSE,TRUE,1006075,100006666,"abyssinica","Carnivora","Genetta","species","species","Africa",438207,438207
"71","Genetta_angolensis","Genetta_angolensis","Genetta_angolensis",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","du Bocage",1882,0,"Bocage",1882,FALSE,TRUE,1006076,100006667,"angolensis","Carnivora","Genetta","species","species","Africa",438208,438208
"72","Genetta_bourloni","Genetta_bourloni","Genetta_bourloni",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","Gaubert",2003,0,"Gaubert",2003,FALSE,TRUE,1006077,100006669,"bourloni","Carnivora","Genetta","species","species","Africa",438209,438209
"73","Genetta_felina","Viverra_felina","Genetta_felina",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","Thunberg",1811,1,"Thunberg",1811,TRUE,TRUE,1006079,100006672,"felina","Carnivora","Genetta","species","species","Africa",232015,232015
"74","Genetta_genetta","Viverra_genetta","Genetta_genetta",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1006080,100006695,"genetta","Carnivora","Genetta","species","species","Africa|Asia|Europe",104164,104164
"75","Genetta_johnstoni","Genetta_johnstoni","Genetta_johnstoni",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","Pocock",1908,0,"Pocock",1907,FALSE,TRUE,1006081,100006722,"johnstoni","Carnivora","Genetta","species","species","Africa",438211,438211
"76","Genetta_pardina","Genetta_pardina","Genetta_pardina",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","I. Geoffroy Saint-Hilaire",1832,0,"Geoffroy",1832,FALSE,TRUE,1006083,100006724,"pardina","Carnivora","Genetta","species","species","Africa",232093,232093
"77","Genetta_piscivora","Osbornictis_piscivora","Genetta_piscivora",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","J. A. Allen",1919,1,"Allen",1919,TRUE,TRUE,1006084,100006729,"piscivora","Carnivora","Genetta","species","species","Africa",136640,136640
"78","Genetta_servalina","Genetta_servalina","Genetta_servalina",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","Pucheran",1855,0,"Pucheran",1855,FALSE,TRUE,1006086,100006732,"servalina","Carnivora","Genetta","species","species","Africa",236582,236582
"79","Genetta_tigrina","Viverra_tigrina","Genetta_tigrina",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","von Schreber",1776,1,"Schreber",1776,TRUE,TRUE,1006088,100006741,"tigrina","Carnivora","Genetta","species","species","Africa",232091,232091
"80","Genetta_victoriae","Genetta_victoriae","Genetta_victoriae",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","O. Thomas",1901,0,"Thomas",1901,FALSE,TRUE,1006089,100006743,"victoriae","Carnivora","Genetta","species","species","Africa",438212,438212
"81","Gulo_gulo","Mustela_gulo","Gulo_gulo",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1005816,100005294,"gulo","Carnivora","Gulo","species","species","Asia|Europe|North America",48854,48854
"82","Halichoerus_grypus","Phoca_grypus","Halichoerus_grypus",0,"exact match (mdd accepted, pbdb accepted)","Phocidae","Phocidae","O. Fabricius",1791,1,"Fabricius",1791,TRUE,TRUE,1005913,100006133,"grypus","Carnivora","Halichoerus","species","species","Europe|North America",104979,104979
"83","Helogale_hirtula","Helogale_hirtula","Helogale_hirtula",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","O. Thomas",1904,0,"Thomas",1904,FALSE,TRUE,1006065,100004772,"hirtula","Carnivora","Helogale","species","species","Africa",236849,236849
"84","Helogale_parvula","Herpestes_parvulus","Helogale_parvula",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","Sundevall",1847,1,"Sundevall",1847,TRUE,TRUE,1006066,100004777,"parvula","Carnivora","Helogale","species","species","Africa",231464,231464
"85","Hemigalus_derbyanus","Paradoxurus_derbyanus","Hemigalus_derbyanus",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","J. E. Gray",1837,1,"Gray",1837,TRUE,TRUE,1006095,100006744,"derbyanus","Carnivora","Hemigalus","species","species","Asia",232042,232042
"86","Herpestes_ichneumon","Viverra_ichneumon","Herpestes_ichneumon",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1006043,100004791,"ichneumon","Carnivora","Herpestes","species","species","Africa|Asia|Europe",104161,104161
"87","Herpestes_sanguineus","Herpestes_sanguineus","Herpestes_sanguineus",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","Rüppell",1836,0,"Ruppell",1835,TRUE,TRUE,1006046,100004828,"sanguineus","Carnivora","Herpestes","species","species","Africa",232253,232253
"88","Histriophoca_fasciata","Phoca_fasciata","Histriophoca_fasciata",0,"exact match (mdd accepted, pbdb accepted)","Phocidae","Phocidae","E. A. W. von Zimmermann",1783,1,"Zimmermannn",1783,TRUE,TRUE,1005914,100006138,"fasciata","Carnivora","Histriophoca","species","species","Asia|North America",150507,150507
"89","Hyaena_hyaena","Canis_hyaena","Hyaena_hyaena",0,"exact match (mdd accepted, pbdb accepted)","Hyaenidae","Hyaenidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1006072,100005028,"hyaena","Carnivora","Hyaena","species","species","Africa|Asia",104154,104154
"90","Hydrictis_maculicollis","Lutra_maculicollis","Hydrictis_maculicollis",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","H. Lichtenstein",1835,1,"Lichtenstein",1835,TRUE,TRUE,1005843,100005314,"maculicollis","Carnivora","Hydrictis","species","species","Africa",157464,157464
"91","Hydrurga_leptonyx","Phoca_leptonyx","Hydrurga_leptonyx",0,"exact match (mdd accepted, pbdb accepted)","Phocidae","Phocidae","de Blainville",1820,1,"De-Blainville",1820,TRUE,TRUE,1005915,100006140,"leptonyx","Carnivora","Hydrurga","species","species","Africa|Antarctica|Oceania (Continent)|South America",94191,94191
"92","Ichneumia_albicauda","Herpestes_albicaudus","Ichneumia_albicauda",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","G. Cuvier",1829,1,"Cuvier",1829,TRUE,TRUE,1006047,100004876,"albicauda","Carnivora","Ichneumia","species","species","Africa|Asia",232854,232854
"93","Ictonyx_striatus","Bradypus_striatus","Ictonyx_striatus",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","Perry",1810,1,"Perry",1810,TRUE,TRUE,1005835,100005324,"striatus","Carnivora","Ictonyx","species","species","Africa",232913,232913
"94","Leopardus_braccatus","Felis_braccata","Leopardus_braccatus",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Cope",1889,1,"Cope",1889,FALSE,TRUE,1005992,100004292,"braccatus","Carnivora","Leopardus","species","species","South America",251952,251952
