"","MDD_species","MDD_original_combination","pbdb_accepted_name","string_distance","match_notes","MDD_family","pbdb_family","MDD_author","MDD_year","MDD_authority_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year","pbdb_accepted_author_parentheses","accepted_match","MDD_species_id","MDD_syn_ID","MDD_root_name","MDD_order","MDD_genus","MDD_validity","MDD_actual_rank","MDD_continent","pbdb_accepted_no","pbdb_taxon_no"
"170","Neogale_vison","Mustela_vison","Neogale_vison",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","von Schreber",1777,1,"Schreber",1777,TRUE,TRUE,1005879,100005947,"vison","Carnivora","Neogale","species","species","North America",51277,51277
"171","Neomonachus_schauinslandi","Monachus_schauinslandi","Neomonachus_schauinslandi",0,"exact match (mdd accepted, pbdb accepted)","Phocidae","Phocidae","Matschie",1906,1,"Hermann",1779,TRUE,FALSE,1005921,100006167,"schauinslandi","Carnivora","Neomonachus","species","species","Oceania (Continent)",150502,150502
"172","Neomonachus_tropicalis","Phoca_tropicalis","Neomonachus_tropicalis",0,"exact match (mdd accepted, pbdb accepted)","Phocidae","Phocidae","J. E. Gray",1850,1,"Gray",1850,TRUE,TRUE,1005922,100006169,"tropicalis","Carnivora","Neomonachus","species","species","North America",137348,137348
"173","Neophoca_cinerea","Otaria_cinerea","Neophoca_cinerea",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","Péron",1816,1,"Peron",1816,TRUE,TRUE,1005905,100006089,"cinerea","Carnivora","Neophoca","species","species","Oceania (Continent)",98721,98721
"174","Nyctereutes_procyonoides","Canis_procyonoides","Nyctereutes_procyonoides",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","J. E. Gray",1834,1,"Gray",1834,TRUE,TRUE,1005961,100003848,"procyonoides","Carnivora","Nyctereutes","species","species","Asia",232951,232951
"175","Odobenus_rosmarus","Phoca_rosmarus","Odobenus_rosmarus",0,"exact match (mdd accepted, pbdb accepted)","Odobenidae","Odobenidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1005894,100006038,"rosmarus","Carnivora","Odobenus","species","species","Asia|Europe|North America",72267,72267
"176","Ommatophoca_rossii","Ommatophoca_rossii","Ommatophoca_rossii",0,"exact match (mdd accepted, pbdb accepted)","Phocidae","Phocidae","J. E. Gray",1844,0,"Gray",1844,TRUE,TRUE,1005923,100006170,"rossii","Carnivora","Ommatophoca","species","species","Antarctica|Oceania (Continent)|South America",80797,80797
"177","Otocolobus_manul","Felis_manul","Otocolobus_manul",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Pallas",1776,1,"Pallas",1776,TRUE,TRUE,1006010,100004479,"manul","Carnivora","Otocolobus","species","species","Asia",224048,224048
"178","Otocyon_megalotis","Canis_megalotis","Otocyon_megalotis",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","A. G. Desmarest",1822,1,"Desmarest",1822,TRUE,TRUE,1005963,100003858,"megalotis","Carnivora","Otocyon","species","species","Africa",232958,232958
"179","Paguma_larvata","Gulo_larvatus","Paguma_larvata",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","Griffith",1822,1,"Smith",1827,TRUE,FALSE,1006099,100006753,"larvata","Carnivora","Paguma","species","species","Asia",232933,232933
"180","Panthera_leo","Felis_leo","Panthera_leo",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1006020,100004484,"leo","Carnivora","Panthera","species","species","Africa|Asia",46521,46521
"181","Panthera_onca","Felis_onca","Panthera_onca",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1006021,100004513,"onca","Carnivora","Panthera","species","species","North America|South America",46524,46524
"182","Panthera_pardus","Felis_pardus","Panthera_pardus",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1006022,100004545,"pardus","Carnivora","Panthera","species","species","Africa|Asia|Europe",104158,104158
"183","Panthera_tigris","Felis_tigris","Panthera_tigris",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1006023,100004608,"tigris","Carnivora","Panthera","species","species","Asia",104157,104157
"184","Panthera_uncia","Felis_uncia","Panthera_uncia",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Boddaert",1772,1,"Schreber",1775,TRUE,FALSE,1006024,100004629,"uncia","Carnivora","Panthera","species","species","Asia",224096,224096
"185","Paracynictis_selousi","Cynictis_selousi","Paracynictis_selousi",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","de Winton",1896,1,"De-Winton",1896,TRUE,TRUE,1006048,100004911,"selousi","Carnivora","Paracynictis","species","species","Africa",374788,374788
"186","Paradoxurus_hermaphroditus","Viverra_hermaphrodita","Paradoxurus_hermaphroditus",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","Pallas in von Schreber",1777,1,"Pallas",1777,TRUE,TRUE,1006100,100006780,"hermaphroditus","Carnivora","Paradoxurus","species","species","Asia",231983,231983
"187","Paradoxurus_jerdoni","Paradoxurus_jerdoni","Paradoxurus_jerdoni",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","Blanford",1885,0,"Blanford",1885,FALSE,TRUE,1006101,100006805,"jerdoni","Carnivora","Paradoxurus","species","species","Asia",438213,438213
"188","Paradoxurus_zeylonensis","Viverra_zeylonensis","Paradoxurus_zeylonensis",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","Pallas in von Schreber",1778,1,"Pallas",1777,TRUE,TRUE,1006104,100006845,"zeylonensis","Carnivora","Paradoxurus","species","species","Asia",232935,232935
"189","Parahyaena_brunnea","Hyaena_brunnea","Parahyaena_brunnea",0,"exact match (mdd accepted, pbdb accepted)","Hyaenidae","Hyaenidae","Thunberg",1820,1,"Thunberg",1820,TRUE,TRUE,1006073,100005051,"brunnea","Carnivora","Parahyaena","species","species","Africa",232131,232131
"190","Pardofelis_marmorata","Felis_marmorata","Pardofelis_marmorata",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","W. C. L. Martin",1837,1,"Martin",1837,TRUE,TRUE,1006011,100004635,"marmorata","Carnivora","Pardofelis","species","species","Asia",224094,224094
"191","Pekania_pennanti","Mustela_pennanti","Pekania_pennanti",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","Erxleben",1777,1,"Erxleben",1777,TRUE,TRUE,1005825,100005967,"pennanti","Carnivora","Pekania","species","species","North America",48864,48864
"192","Phoca_largha","Phoca_largha","Phoca_largha",0,"exact match (mdd accepted, pbdb accepted)","Phocidae","Phocidae","Pallas",1811,0,"Pallas",1811,TRUE,TRUE,1005925,100006178,"largha","Carnivora","Phoca","species","species","Asia|North America",80721,80721
"193","Phoca_vitulina","Phoca_vitulina","Phoca_vitulina",0,"exact match (mdd accepted, pbdb accepted)","Phocidae","Phocidae","Linnaeus",1758,0,"Linnaeus",1758,TRUE,TRUE,1005926,100006186,"vitulina","Carnivora","Phoca","species","species","Asia|Europe|North America",72268,72268
"194","Phocarctos_hookeri","Arctocephalus_hookeri","Phocarctos_hookeri",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","J. E. Gray",1844,1,"Gray",1844,TRUE,TRUE,1005907,100006115,"hookeri","Carnivora","Phocarctos","species","species","Oceania (Continent)",98716,98716
"195","Poecilogale_albinucha","Zorilla_albinucha","Poecilogale_albinucha",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","J. E. Gray",1864,1,"Gray",1864,TRUE,TRUE,1005837,100005983,"albinucha","Carnivora","Poecilogale","species","species","Africa",235500,235500
"196","Poiana_richardsonii","Genetta_richardsonii","Poiana_richardsonii",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","T. R. H. Thomson",1842,1,"Thomson",1842,FALSE,TRUE,1006091,100006854,"richardsonii","Carnivora","Poiana","species","species","Africa",438216,438216
"197","Potos_flavus","Lemur_flavus","Potos_flavus",0,"exact match (mdd accepted, pbdb accepted)","Procyonidae","Procyonidae","von Schreber",1774,1,"Schreber",1774,TRUE,TRUE,1005890,100006329,"flavus","Carnivora","Potos","species","species","North America|South America",232927,232927
"198","Prionailurus_bengalensis","Felis_bengalensis","Prionailurus_bengalensis",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Kerr",1792,1,"Kerr",1792,TRUE,TRUE,1006012,100004641,"bengalensis","Carnivora","Prionailurus","species","species","Asia",233947,233947
"199","Prionailurus_javanensis","Felis_javanensis","Prionailurus_javanensis",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","A. G. Desmarest",1816,1,"Desmarest",1816,TRUE,TRUE,1006013,100004671,"javanensis","Carnivora","Prionailurus","species","species","Asia",374744,374744
"200","Prionailurus_planiceps","Felis_planiceps","Prionailurus_planiceps",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Vigors & Horsfield",1827,1,"Vigors_Horsfield",1827,TRUE,TRUE,1006014,100004679,"planiceps","Carnivora","Prionailurus","species","species","Asia",224058,224058
"201","Prionailurus_rubiginosus","Felis_rubiginosa","Prionailurus_rubiginosus",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","I. Geoffroy Saint-Hilaire",1831,1,"Geoffroy",1831,TRUE,TRUE,1006015,100004680,"rubiginosus","Carnivora","Prionailurus","species","species","Asia",224052,224052
"202","Prionailurus_viverrinus","Felis_viverrinus","Prionailurus_viverrinus",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","E. T. Bennett",1833,1,"Bennett",1833,TRUE,TRUE,1006016,100004683,"viverrinus","Carnivora","Prionailurus","species","species","Asia",224056,224056
"203","Prionodon_pardicolor","Prionodon_pardicolor","Prionodon_pardicolor",0,"exact match (mdd accepted, pbdb accepted)","Prionodontidae","Prionodontidae","B. H. Hodgson",1841,0,"Hodgson",1842,FALSE,TRUE,1006026,100006228,"pardicolor","Carnivora","Prionodon","species","species","Asia",232026,232026
"204","Procyon_cancrivorus","Viverra_cancrivora","Procyon_cancrivorus",0,"exact match (mdd accepted, pbdb accepted)","Procyonidae","Procyonidae","Brongniart",1792,1,"Cuvier",1798,TRUE,FALSE,1005891,100003702,"cancrivorus","Carnivora","Procyon","species","species","North America|South America",232925,232925
"205","Procyon_lotor","Ursus_lotor","Procyon_lotor",0,"exact match (mdd accepted, pbdb accepted)","Procyonidae","Procyonidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1005892,100006361,"lotor","Carnivora","Procyon","species","species","North America",52607,52607
"206","Proteles_cristatus","Viverra_cristata","Proteles_cristatus",0,"exact match (mdd accepted, pbdb accepted)","Hyaenidae","Hyaenidae","Sparrman",1783,1,"Sparrman",1783,TRUE,TRUE,1006074,100005056,"cristatus","Carnivora","Proteles","species","species","Africa",232154,232154
"207","Pteronura_brasiliensis","Lutra_brasiliensis","Pteronura_brasiliensis",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","Boddaert",1785,1,"Gmelin",1788,TRUE,FALSE,1005852,100046068,"brasiliensis","Carnivora","Pteronura","species","species","South America",231845,231845
"208","Puma_concolor","Felis_concolor","Puma_concolor",0,"exact match (mdd accepted, pbdb accepted)","Felidae","Felidae","Linnaeus",1771,1,"Linnaeus",1771,TRUE,TRUE,1006017,100004688,"concolor","Carnivora","Puma","species","species","North America|South America",46513,46513
"209","Pusa_hispida","Phoca_hispida","Pusa_hispida",0,"exact match (mdd accepted, pbdb accepted)","Phocidae","Phocidae","von Schreber",1775,1,"Schreber",1775,TRUE,TRUE,1005928,100006203,"hispida","Carnivora","Pusa","species","species","Asia|Europe|North America",80722,80722
"210","Rhynchogale_melleri","Rhinogale_melleri","Rhynchogale_melleri",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","J. E. Gray",1865,1,"Gray",1864,TRUE,TRUE,1006049,100004915,"melleri","Carnivora","Rhynchogale","species","species","Africa",232145,232145
"211","Salanoia_concolor","Galidia_unicolor","Salanoia_concolor",0,"exact match (mdd accepted, pbdb accepted)","Eupleridae","Eupleridae","I. Geoffroy Saint-Hilaire",1837,1,"Geoffroy",1837,TRUE,TRUE,1006035,100004093,"concolor","Carnivora","Salanoia","species","species","Africa",232250,232250
"212","Speothos_venaticus","Cynogale_venatica","Speothos_venaticus",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","P. W. Lund",1842,1,"Lund",1842,TRUE,TRUE,1005964,100003865,"venaticus","Carnivora","Speothos","species","species","North America|South America",232954,232954
"213","Spilogale_angustifrons","Spilogale_angustifrons","Spilogale_angustifrons",0,"exact match (mdd accepted, pbdb accepted)","Mephitidae","Mephitidae","A. H. Howell",1902,0,"Howell",1902,FALSE,TRUE,1005809,100005193,"angustifrons","Carnivora","Spilogale","species","species","North America",471813,471813
"214","Spilogale_gracilis","Spilogale_gracilis","Spilogale_gracilis",0,"exact match (mdd accepted, pbdb accepted)","Mephitidae","Mephitidae","C. H. Merriam",1890,0,"Merriam",1890,FALSE,TRUE,1005810,100005198,"gracilis","Carnivora","Spilogale","species","species","North America",51745,51745
"215","Spilogale_interrupta","Mephitis_interrupta","Spilogale_interrupta",0,"exact match (mdd accepted, pbdb accepted)","Mephitidae","Mephitidae","Rafinesque",1820,1,"Rafinesque",1820,TRUE,TRUE,1006600,100005209,"interrupta","Carnivora","Spilogale","species","species","North America",48136,48136
"216","Spilogale_leucoparia","Spilogale_leucoparia","Spilogale_leucoparia",0,"exact match (mdd accepted, pbdb accepted)","Mephitidae","Mephitidae","C. H. Merriam",1890,0,"Merriam",1890,FALSE,TRUE,1006601,100005212,"leucoparia","Carnivora","Spilogale","species","species","North America",471814,471814
"217","Spilogale_putorius","Viverra_putorius","Spilogale_putorius",0,"exact match (mdd accepted, pbdb accepted)","Mephitidae","Mephitidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1005811,100005216,"putorius","Carnivora","Spilogale","species","species","North America",52658,52658
"218","Spilogale_pygmaea","Spilogale_pygmaea","Spilogale_pygmaea",0,"exact match (mdd accepted, pbdb accepted)","Mephitidae","Mephitidae","O. Thomas",1898,0,"Thomas",1898,FALSE,TRUE,1005812,100005224,"pygmaea","Carnivora","Spilogale","species","species","North America",104870,104870
"219","Suricata_suricatta","Viverra_suricatta","Suricata_suricatta",0,"exact match (mdd accepted, pbdb accepted)","Herpestidae","Herpestidae","von Schreber",1776,1,"Schreber",1776,TRUE,TRUE,1006070,100004918,"suricatta","Carnivora","Suricata","species","species","Africa",232148,232148
"220","Taxidea_taxus","Ursus_taxus","Taxidea_taxus",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","von Schreber",1778,1,"Schreber",1778,TRUE,TRUE,1005880,100005995,"taxus","Carnivora","Taxidea","species","species","North America",52612,52612
"221","Tremarctos_ornatus","Ursus_ornatus","Tremarctos_ornatus",0,"exact match (mdd accepted, pbdb accepted)","Ursidae","Ursidae","I. Geoffroy Saint-Hilaire",1827,1,"Cuvier",1825,TRUE,FALSE,1005931,100029441,"ornatus","Carnivora","Tremarctos","species","species","South America",97840,97840
"222","Ursus_americanus","Ursus_americanus","Ursus_americanus",0,"exact match (mdd accepted, pbdb accepted)","Ursidae","Ursidae","Pallas",1780,0,"Pallas",1780,TRUE,TRUE,1005934,100006426,"americanus","Carnivora","Ursus","species","species","North America",52602,52602
"223","Ursus_arctos","Ursus_arctos","Ursus_arctos",0,"exact match (mdd accepted, pbdb accepted)","Ursidae","Ursidae","Linnaeus",1758,0,"Linnaeus",1758,FALSE,TRUE,1005935,100006448,"arctos","Carnivora","Ursus","species","species","Asia|Europe|North America",52604,52604
"224","Ursus_maritimus","Ursus_maritimus","Ursus_maritimus",0,"exact match (mdd accepted, pbdb accepted)","Ursidae","Ursidae","Phipps",1774,0,"Phipps",1774,TRUE,TRUE,1005936,100006599,"maritimus","Carnivora","Ursus","species","species","Asia|Europe|North America",52609,52609
"225","Ursus_thibetanus","Ursus_thibetanus","Ursus_thibetanus",0,"exact match (mdd accepted, pbdb accepted)","Ursidae","Ursidae","G. Cuvier",1823,0,"Cuvier",1823,TRUE,TRUE,1005937,100006608,"thibetanus","Carnivora","Ursus","species","species","Asia",104029,104029
"226","Viverra_civettina","Viverra_civettina","Viverra_civettina",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","E. Blyth",1862,0,"Blyth",1862,FALSE,TRUE,1006106,100006856,"civettina","Carnivora","Viverra","species","species","Asia",438214,438214
"227","Viverra_megaspila","Viverra_megaspila","Viverra_megaspila",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","E. Blyth",1862,0,"Blyth",1862,FALSE,TRUE,1006107,100006857,"megaspila","Carnivora","Viverra","species","species","Asia",232089,232089
"228","Viverra_tangalunga","Viverra_tangalunga","Viverra_tangalunga",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","J. E. Gray",1832,0,"Gray",1832,FALSE,TRUE,1006108,100006858,"tangalunga","Carnivora","Viverra","species","species","Asia",232088,232088
"229","Viverra_zibetha","Viverra_zibetha","Viverra_zibetha",0,"exact match (mdd accepted, pbdb accepted)","Viverridae","Viverridae","Linnaeus",1758,0,"Linnaeus",1758,FALSE,TRUE,1006109,100006860,"zibetha","Carnivora","Viverra","species","species","Asia",104163,104163
"230","Vormela_peregusna","Mustela_peregusna","Vormela_peregusna",0,"exact match (mdd accepted, pbdb accepted)","Mustelidae","Mustelidae","von Güldenstädt",1770,1,"Guldenstadt",1770,TRUE,TRUE,1005838,100006020,"peregusna","Carnivora","Vormela","species","species","Asia|Europe",367288,367288
"231","Vulpes_bengalensis","Canis_bengalensis","Vulpes_bengalensis",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","G. K. Shaw",1800,1,"Shaw",1800,FALSE,TRUE,1005967,100003897,"bengalensis","Carnivora","Vulpes","species","species","Asia",433149,433149
"232","Vulpes_cana","Vulpes_canus","Vulpes_cana",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Blanford",1877,0,"Blanford",1877,TRUE,TRUE,1005968,100003904,"cana","Carnivora","Vulpes","species","species","Africa|Asia",433150,433150
"233","Vulpes_chama","Canis_chama","Vulpes_chama",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","A. Smith",1833,1,"Smith",1833,TRUE,TRUE,1005969,100003906,"chama","Carnivora","Vulpes","species","species","Africa",235498,235498
"234","Vulpes_corsac","Canix_corsac","Vulpes_corsac",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Linnaeus",1768,1,"Linnaeus",1768,FALSE,TRUE,1005970,100003910,"corsac","Carnivora","Vulpes","species","species","Asia|Europe",376904,376904
"235","Vulpes_ferrilata","Vulpes_ferrilatus","Vulpes_ferrilata",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","B. H. Hodgson",1842,0,"Hodgson",1842,FALSE,TRUE,1005971,100003915,"ferrilata","Carnivora","Vulpes","species","species","Asia",433151,433151
"236","Vulpes_lagopus","Canis_lagopus","Vulpes_lagopus",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1005972,100003917,"lagopus","Carnivora","Vulpes","species","species","Asia|Europe|North America",44853,44853
"237","Vulpes_macrotis","Vulpes_macrotis","Vulpes_macrotis",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","C. H. Merriam",1888,0,"Merriam",1888,FALSE,TRUE,1005973,100003933,"macrotis","Carnivora","Vulpes","species","species","North America",52685,52685
"238","Vulpes_pallida","Canis_pallidus","Vulpes_pallida",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Cretzschmar",1827,1,"Cretzschmar",1826,FALSE,TRUE,1005974,100003942,"pallida","Carnivora","Vulpes","species","species","Africa",433152,433152
"239","Vulpes_pallida","Canis_pallidus","Vulpes_pallida",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Cretzschmar",1827,1,"Cretzschmar",1826,FALSE,TRUE,1005974,100033190,"pallidus","Carnivora","Vulpes","synonym","species","Africa",433152,433152
"240","Vulpes_rueppellii","Canis_ruppelii","Vulpes_rueppellii",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","H. R. Schinz",1825,1,"Schinz",1825,TRUE,TRUE,1005975,100003947,"rueppellii","Carnivora","Vulpes","species","species","Africa|Asia",232956,232956
"241","Vulpes_velox","Canis_velox","Vulpes_velox",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Say in James",1823,1,"Say",1823,TRUE,TRUE,1005976,100003954,"velox","Carnivora","Vulpes","species","species","North America",44888,44888
"242","Vulpes_vulpes","Canis_vulpes","Vulpes_vulpes",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","Linnaeus",1758,1,"Linnaeus",1758,TRUE,TRUE,1005977,100003957,"vulpes","Carnivora","Vulpes","species","species","Africa|Asia|Europe|North America",44890,44890
"243","Vulpes_zerda","Canis_zerda","Vulpes_zerda",0,"exact match (mdd accepted, pbdb accepted)","Canidae","Canidae","E. A. W. von Zimmermann",1780,1,"Zimmermannn",1780,TRUE,TRUE,1005978,100004058,"zerda","Carnivora","Vulpes","species","species","Africa|Asia",433154,433154
"244","Zalophus_californianus","Otaria_californiana","Zalophus_californianus",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","Lesson",1828,1,"Lesson",1828,TRUE,TRUE,1005908,100006116,"californianus","Carnivora","Zalophus","species","species","North America",104991,104991
"245","Zalophus_japonicus","Otaria_japonica","Zalophus_japonicus",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","W. C. H. Peters",1866,1,"Peters",1866,TRUE,TRUE,1005909,100006118,"japonicus","Carnivora","Zalophus","species","species","Asia",367356,367356
"246","Zalophus_wollebaeki","Zalophus_wollebaeki","Zalophus_wollebaeki",0,"exact match (mdd accepted, pbdb accepted)","Otariidae","Otariidae","Sivertsen",1953,0,"Silversten",1954,FALSE,TRUE,1005910,100006120,"wollebaeki","Carnivora","Zalophus","species","species","North America|South America",365341,365341
"247","Monachus_monachus","Phoca_monachus","Monachus_monachus",0,"exact match (mdd accepted, pbdb accepted)","Phocidae","Phocidae","Hermann",1779,1,"Hermann",1779,TRUE,TRUE,1005920,100006158,"monachus","Carnivora","Monachus","species","species","Africa|Asia|Europe",104981,104981
"248","Ailurus_styani","Ailurus_styani","Ailurus_styani",0,"exact match (mdd synonyms, pbdb accepted)","Ailuridae","Ailuridae","Mammal Diversity Database",2018,0,"Thomas",1902,TRUE,TRUE,1005803,100046101,"styani","Carnivora","Ailurus","synonym","species","Asia",471375,471375
"249","Arctictis_binturong","Arctictis_binturong","Arctictis_binturong",0,"exact match (mdd synonyms, pbdb accepted)","Viverridae","Viverridae","J. B. Fischer",1829,0,"Raffles",1822,TRUE,TRUE,1006097,100034934,"binturong","Carnivora","Arctictis","synonym","species","Asia",232054,232054
"250","Arctictis_binturong","Arctictis_niasensis","Arctictis_niasensis",0,"exact match (mdd synonyms, pbdb accepted)","Viverridae","Viverridae","Lyon",1916,0,"Lyon",1916,TRUE,TRUE,1006097,100006629,"niasensis","Carnivora","Arctictis","synonym","species","Asia",237529,237529
"251","Arctocephalus_australis","Arctocephalus_falklandicus","Arctocephalus_falklandicus",0,"exact match (mdd synonyms, pbdb accepted)","Otariidae","Otariidae","J. E. Gray",1844,0,"Shaw",1800,TRUE,TRUE,1005896,100055994,"falklandicus","Carnivora","Arctocephalus","synonym","species","South America",98719,98719
"252","Arctocephalus_australis","Arctocephalus_grayii","Arctocephalus_grayii",0,"exact match (mdd synonyms, pbdb accepted)","Otariidae","Otariidae","A. W. Scott",1873,0,"Scott",1873,FALSE,TRUE,1005896,100006054,"grayii","Carnivora","Arctocephalus","synonym","species","South America",492876,492876
"253","Arctocephalus_forsteri","Arctocephalus_forsteri","Arctocephalus_forsteri",0,"exact match (mdd synonyms, pbdb accepted)","Otariidae","Otariidae","J. E. Gray",1871,0,"Wood-Jones",1922,FALSE,FALSE,1005897,100034850,"forsteri","Carnivora","Arctocephalus","synonym","species","Oceania (Continent)",348031,348031
"254","Arctocephalus_forsteri","Arctocephalus_forsteri","Arctocephalus_forsteri",0,"exact match (mdd synonyms, pbdb accepted)","Otariidae","Otariidae","J. E. Gray",1871,0,"Wood-Jones",1922,FALSE,TRUE,1005897,100034850,"forsteri","Carnivora","Arctocephalus","synonym","species","Oceania (Continent)",71848,71848
"255","Neophoca_cinerea","Arctocephalus_forsteri","Arctocephalus_forsteri",0,"exact match (mdd synonyms, pbdb accepted)","Otariidae","Otariidae","Wood Jones",1922,1,"Wood-Jones",1922,FALSE,TRUE,1005905,100006094,"forsteri","Carnivora","Neophoca","synonym","species","Oceania (Continent)",348031,348031
"256","Neophoca_cinerea","Arctocephalus_forsteri","Arctocephalus_forsteri",0,"exact match (mdd synonyms, pbdb accepted)","Otariidae","Otariidae","Wood Jones",1922,1,"Wood-Jones",1922,FALSE,FALSE,1005905,100006094,"forsteri","Carnivora","Neophoca","synonym","species","Oceania (Continent)",71848,71848
"257","Arctocephalus_pusillus","Arctocephalus_nivosus","Arctocephalus_nivosus",0,"exact match (mdd synonyms, pbdb accepted)","Otariidae","Otariidae","J. E. Gray",1868,0,"Gray",1868,FALSE,TRUE,1005895,100006068,"nivosus","Carnivora","Arctocephalus","synonym","species","Africa|Antarctica|Oceania (Continent)",103875,103875
"258","Arctocephalus_pusillus","Arctocephalus_doriferus","Arctocephalus_doriferus",0,"exact match (mdd synonyms, pbdb accepted)","Otariidae","Otariidae","Wood Jones",1925,0,"Wood-Jones",1925,TRUE,TRUE,1005895,100006071,"doriferus","Carnivora","Arctocephalus","synonym","species","Africa|Antarctica|Oceania (Continent)",148879,148879
"259","Arctonyx_collaris","Arctonyx_rostratus","Arctonyx_rostratus",0,"exact match (mdd synonyms, pbdb accepted)","Mustelidae","Mustelidae","Matthew & Granger",1923,0,"Matthew_Granger",1923,FALSE,TRUE,1005854,100005242,"rostratus","Carnivora","Arctonyx","synonym","species","Asia",459686,459686
"260","Bassariscus_astutus","Bassariscus_albipes","Bassariscus_albipes",0,"exact match (mdd synonyms, pbdb accepted)","Procyonidae","Procyonidae","D. G. Elliot",1904,0,"Elliot",1903,FALSE,TRUE,1005885,100006250,"albipes","Carnivora","Bassariscus","synonym","species","North America",320320,320320
"261","Canis_familiaris","Canis_dingo","Canis_dingo",0,"exact match (mdd synonyms, pbdb accepted)","Canidae","Canidae","F. A. A. Meyer",1793,0,"Blumenbach",1780,FALSE,TRUE,1005940,100003548,"dingo","Carnivora","Canis","synonym","species",NA,233316,233316
"262","Canis_familiaris","Synagodus_mansuetus","Synagodus_mansuetus",0,"exact match (mdd synonyms, pbdb accepted)","Canidae","Canidae","Cope",1879,1,"Cope",1879,FALSE,TRUE,1005940,100028299,"mansuetus","Carnivora","Canis","synonym","species",NA,304264,304264
"263","Canis_familiaris","Dysodus_pravus","Dysodus_pravus",0,"exact match (mdd synonyms, pbdb accepted)","Canidae","Canidae","Cope",1879,1,"Cope",1879,FALSE,TRUE,1005940,100028300,"pravus","Carnivora","Canis","synonym","species",NA,304266,304266
"264","Canis_familiaris","Cubacyon_transversidens","Cubacyon_transversidens",0,"exact match (mdd synonyms, pbdb accepted)","Canidae","Canidae","Arredondo & Varona",1974,1,"Arredondo_Varona",1974,FALSE,TRUE,1005940,100032210,"transversidens","Carnivora","Canis","synonym","species",NA,287419,287419
