"","pbdb_taxon_name","pbdb_taxon_authority","pbdb_accepted_name","pbdb_accepted_rank","pbdb_accepted_authority","pbdb_accepted_author_name_format","pbdb_accepted_author_year","pbdb_accepted_authority_parentheses"
"3043","Tomarctus_paulus","Henshaw 1942","Microtomarctus_conferta","species","(Matthew 1918)","MATTHEW","1918","yes"
"3044","Cynarctus","Matthew 1902","Cynarctus","genus","Matthew 1902","MATTHEW","1902","no"
"3045","Cynarctus_galushai","Wang et al. 1999","Cynarctus_galushai","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3046","Cynarctus_saxatilis","Matthew 1902","Cynarctus_saxatilis","species","Matthew 1902","MATTHEW","1902","no"
"3047","Cynarctus_crucidens","Barbour and Cook 1914","Cynarctus_crucidens","species","Barbour and Cook 1914","BARBOUR_COOK","1914","no"
"3048","Cynarctus_fortidens","Hall and Dalquest 1962","Cynarctus_crucidens","species","Barbour and Cook 1914","BARBOUR_COOK","1914","no"
"3049","Cynarctus_marylandica","(Berry 1938)","Cynarctus_marylandica","species","(Berry 1938)","BERRY","1938","yes"
"3050","Cynarctus_wangi","Jasinski and Wallace 2015","Cynarctus_wangi","species","Jasinski and Wallace 2015","JASINSKI_WALLACE","2015","no"
"3051","Cynarctus_voorhiesi","Wang et al. 1999","Cynarctus_voorhiesi","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3052","Paracynarctus","Wang et al. 1999","Paracynarctus","genus","Wang et al. 1999","WANG_ET-AL","1999","no"
"3053","Paracynarctus_sinclairi","Wang et al. 1999","Paracynarctus_sinclairi","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3054","Paracynarctus_kelloggi","(Merriam 1911)","Paracynarctus_kelloggi","species","(Merriam 1911)","MERRIAM","1911","yes"
"3055","Cynodesmus_casei","(Wilson 1939)","Paracynarctus_kelloggi","species","(Merriam 1911)","MERRIAM","1911","yes"
"3056","Desmocyon","Wang et al. 1999","Desmocyon","genus","Wang et al. 1999","WANG_ET-AL","1999","no"
"3057","Desmocyon_matthewi","Wang et al. 1999","Desmocyon_matthewi","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3058","Cynodesmus_petersoni","Radinsky 1973","Desmocyon","genus","Wang et al. 1999","WANG_ET-AL","1999","no"
"3059","Desmocyon_thomsoni","(Matthew 1907)","Desmocyon_thomsoni","species","(Matthew 1907)","MATTHEW","1907","yes"
"3060","Nothocyon_regulus","(Cook and Macdonald 1962)","Desmocyon_thomsoni","species","(Matthew 1907)","MATTHEW","1907","yes"
"3061","Cormocyon","Wang and Tedford 1992","Cormocyon","genus","Wang and Tedford 1992","WANG_TEDFORD","1992","no"
"3062","Cormocyon_copei","Wang and Tedford 1992","Cormocyon_copei","species","Wang and Tedford 1992","WANG_TEDFORD","1992","no"
"3063","Cormocyon_haydeni","Wang et al. 1999","Cormocyon_haydeni","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3064","Phlaocyonini","Wang et al. 1999","Phlaocyonini","tribe","Wang et al. 1999","WANG_ET-AL","1999","no"
"3065","Cynarctoides","McGrew 1938","Cynarctoides","genus","McGrew 1938","MCGREW","1938","no"
"3066","Cynarctoides_roii","(Macdonald 1963)","Cynarctoides_roii","species","(Macdonald 1963)","MACDONALD","1963","yes"
"3067","Cynarctoides_acridens","(Barbour and Cook 1914)","Cynarctoides_acridens","species","(Barbour and Cook 1914)","BARBOUR_COOK","1914","yes"
"3068","Cynarctus_mustelinus","(Matthew 1932)","Cynarctoides_acridens","species","(Barbour and Cook 1914)","BARBOUR_COOK","1914","yes"
"3069","Cynarctoides_lemur","(Cope 1879)","Cynarctoides_lemur","species","(Cope 1879)","COPE","1879","yes"
"3070","Cynarctoides_whistleri","Wang and Tedford 2008","Cynarctoides_whistleri","species","Wang and Tedford 2008","WANG_TEDFORD","2008","no"
"3071","Cynarctoides_emryi","Wang et al. 1999","Cynarctoides_emryi","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3072","Cynarctoides_gawnae","Wang et al. 1999","Cynarctoides_gawnae","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3073","Cynarctoides_luskensis","Wang et al. 1999","Cynarctoides_luskensis","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3074","Cynarctoides_harlowi","(Loomis 1932)","Cynarctoides_harlowi","species","(Loomis 1932)","LOOMIS","1932","yes"
"3075","Phlaocyon","Matthew 1899","Phlaocyon","genus","Matthew 1899","MATTHEW","1899","no"
"3076","Phlaocyon_minor","(Matthew 1907)","Phlaocyon_minor","species","(Matthew 1907)","MATTHEW","1907","yes"
"3077","Phlaocyon_yatkolai","Wang et al. 1999","Phlaocyon_yatkolai","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3078","Phlaocyon_annectens","(Peterson 1907)","Phlaocyon_annectens","species","(Peterson 1907)","PETERSON","1907","yes"
"3079","Phlaocyon_willistoni","(Peterson 1923)","Phlaocyon_annectens","species","(Peterson 1907)","PETERSON","1907","yes"
"3080","Phlaocyon_marslandensis","McGrew 1941","Phlaocyon_marslandensis","species","McGrew 1941","MCGREW","1941","no"
"3081","Phlaocyon_achoros","(Frailey 1979)","Phlaocyon_achoros","species","(Frailey 1979)","FRAILEY","1979","yes"
"3082","Phlaocyon_multicuspus","(Romer and Sutton 1927)","Phlaocyon_multicuspus","species","(Romer and Sutton 1927)","ROMER_SUTTON","1927","yes"
"3083","Aletocyon","Romer and Sutton 1927","Phlaocyon","genus","Matthew 1899","MATTHEW","1899","no"
"3084","Phlaocyon_mariae","Wang et al. 1999","Phlaocyon_mariae","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3085","Phlaocyon_taylori","Hayes 2000","Phlaocyon_taylori","species","Hayes 2000","HAYES","2000","no"
"3086","Phlaocyon_leucosteus","Matthew 1899","Phlaocyon_leucosteus","species","Matthew 1899","MATTHEW","1899","no"
"3087","Phlaocyon_latidens","(Cope 1881)","Phlaocyon_latidens","species","(Cope 1881)","COPE","1881","yes"
"3088","Bassariscops","Peterson 1928","Phlaocyon","genus","Matthew 1899","MATTHEW","1899","no"
"3089","Borophagus","(Cope 1892)","Borophagus","genus","(Cope 1892)","COPE","1892","yes"
"3090","Borophagus_diversidens","(Cope 1892)","Borophagus_diversidens","species","(Cope 1892)","COPE","1892","yes"
"3091","Hyaenognathus_matthewi","(Freudenberg 1910)","Borophagus_diversidens","species","(Cope 1892)","COPE","1892","yes"
"3092","Hyaenognathus_pachyodon","(Merriam 1903)","Borophagus_diversidens","species","(Cope 1892)","COPE","1892","yes"
"3093","Felis_hillanus","(Cope 1893)","Borophagus_diversidens","species","(Cope 1892)","COPE","1892","yes"
"3094","Hyaenognathus_solus","(Stock 1932)","Borophagus_diversidens","species","(Cope 1892)","COPE","1892","yes"
"3095","Porthocyon_dubius","(Merriam 1903)","Borophagus_diversidens","species","(Cope 1892)","COPE","1892","yes"
"3096","Dinocyon_(Borophagus)_meandrinus","(Hatcher 1894)","Dinocyon_(Borophagus)_meandrinus","species","(Hatcher 1894)","HATCHER","1894","yes"
"3097","Cynogulo","","Borophagus","genus","(Cope 1892)","COPE","1892","yes"
"3098","Osteoborus","Stirton and VanderHoof 1933","Borophagus","genus","(Cope 1892)","COPE","1892","yes"
"3099","Osteoborus_crassipinaetus","Olsen 1956","Osteoborus_crassipinaetus","species","Olsen 1956","OLSEN","1956","no"
"3100","Borophagus_hilli","(Johnston 1939)","Borophagus_hilli","species","(Johnston 1939)","JOHNSTON","1939","yes"
"3101","Osteoborus_progressus","Hibbard 1944","Borophagus_hilli","species","(Johnston 1939)","JOHNSTON","1939","yes"
"3102","Osteoborus_crassapineatus","(Olsen 1956)","Borophagus_hilli","species","(Johnston 1939)","JOHNSTON","1939","yes"
"3103","Borophagus_orc","(Webb 1969)","Borophagus_orc","species","(Webb 1969)","WEBB","1969","yes"
"3104","Borophagus_dudleyi","(White 1941)","Borophagus_dudleyi","species","(White 1941)","WHITE","1941","yes"
"3105","Hyaenognathus","Merriam 1903","Borophagus","genus","(Cope 1892)","COPE","1892","yes"
"3106","Pliogulo","White 1941","Borophagus","genus","(Cope 1892)","COPE","1892","yes"
"3107","Borophagus_littoralis","(VanderHoof 1931)","Borophagus_littoralis","species","(VanderHoof 1931)","VANDERHOOF","1931","yes"
"3108","Osteoborus_diabloensis","(Richey 1938)","Borophagus_littoralis","species","(VanderHoof 1931)","VANDERHOOF","1931","yes"
"3109","Borophagus_pugnator","(Cook 1922)","Borophagus_pugnator","species","(Cook 1922)","COOK","1922","yes"
"3110","Osteoborus_galushai","Webb 1969","Borophagus_pugnator","species","(Cook 1922)","COOK","1922","yes"
"3111","Borophagus_parvus","Wang et al. 1999","Borophagus_parvus","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3112","Porthocyon","Merriam 1903","Borophagus","genus","(Cope 1892)","COPE","1892","yes"
"3113","Porthocyon_matthewi","Freudenberg 1910","Porthocyon_matthewi","species","Freudenberg 1910","FREUDENBERG","1910","no"
"3114","Borophagus_secundus","(VanderHoof 1931)","Borophagus_secundus","species","(VanderHoof 1931)","VANDERHOOF","1931","yes"
"3115","Hyaenognathus_cyonoides","(Martin 1928)","Borophagus_secundus","species","(VanderHoof 1931)","VANDERHOOF","1931","yes"
"3116","Hyaenognathus_direptor","(Matthew 1924)","Borophagus_secundus","species","(VanderHoof 1931)","VANDERHOOF","1931","yes"
"3117","Otarocyon","Wang et al. 1999","Otarocyon","genus","Wang et al. 1999","WANG_ET-AL","1999","no"
"3118","Otarocyon_macdonaldi","Wang et al. 1999","Otarocyon_macdonaldi","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3119","Otarocyon_cuspidatus","Green 1954","Otarocyon_cuspidatus","species","Green 1954","GREEN","1954","no"
"3120","Otarocyon_cooki","(Macdonald 1963)","Otarocyon_cooki","species","(Macdonald 1963)","MACDONALD","1963","yes"
"3121","Archaeocyon","Wang et al. 1999","Archaeocyon","genus","Wang et al. 1999","WANG_ET-AL","1999","no"
"3122","Archaeocyon_pavidus","(Stock 1933)","Archaeocyon_pavidus","species","(Stock 1933)","STOCK","1933","yes"
"3123","Archaeocyon_falkenbachi","Wang et al. 1999","Archaeocyon_falkenbachi","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3124","Archaeocyon_leptodus","(Schlaikjer 1935)","Archaeocyon_leptodus","species","(Schlaikjer 1935)","SCHLAIKJER","1935","yes"
"3125","Oxetocyon","Green 1954","Oxetocyon","genus","Green 1954","GREEN","1954","no"
"3126","Oxetocyon_cuspidatus","Green 1954","Oxetocyon_cuspidatus","species","Green 1954","GREEN","1954","no"
"3127","Thous","Hamilton Smith 1839","Thous","genus","Hamilton Smith 1839","HAMILTON-SMITH","1839","no"
"3128","Thous_fulvipes","(Martin 1837)","Thous_fulvipes","species","(Martin 1837)","MARTIN","1837","yes"
"3129","Caninae","Gill 1872","Caninae","subfamily","Gill 1872","GILL","1872","no"
"3130","Nyctereutes","(Temminck 1839)","Nyctereutes","genus","(Temminck 1839)","TEMMINCK","1839","yes"
"3131","Nyctereutes_barryi","Werdelin and Dehghani 2010","Nyctereutes_barryi","species","Werdelin and Dehghani 2010","WERDELIN_DEHGHANI","2010","no"
"3132","Nyctereutes_abdeslami","Geraads 1997","Nyctereutes_abdeslami","species","Geraads 1997","GERAADS","1997","no"
"3133","Nyctereutes_megamastoides","(Pomel 1842)","Nyctereutes_megamastoides","species","(Pomel 1842)","POMEL","1842","yes"
"3134","Canis_borbonicus","Gervais 1859","Nyctereutes_megamastoides","species","(Pomel 1842)","POMEL","1842","yes"
"3135","Canis_mitzopouli","Paraskevaidis 1953","Nyctereutes_megamastoides","species","(Pomel 1842)","POMEL","1842","yes"
"3136","Nyctereutes_lockwoodi","Geraads et al. 2010","Nyctereutes_lockwoodi","species","Geraads et al. 2010","GERAADS_ET-AL","2010","no"
"3137","Nyctereutes_tingi","Tedford and Qiu 1991","Nyctereutes_tingi","species","Tedford and Qiu 1991","TEDFORD_QIU","1991","no"
"3138","Nyctereutes_procyonoides","(Gray 1834)","Nyctereutes_procyonoides","species","(Gray 1834)","GRAY","1834","yes"
"3139","Nyctereutes_donnezani","DepÃ©rer 1890","Nyctereutes_donnezani","species","DepÃ©rer 1890","DEPA(C)RER","1890","no"
"3140","Nyctereutes_vulpinus","(Soria and Aguirre 1976)","Nyctereutes_vulpinus","species","(Soria and Aguirre 1976)","SORIA_AGUIRRE","1976","yes"
"3141","Nyctereutes_sinensis","Schlosser 1903","Nyctereutes_sinensis","species","Schlosser 1903","SCHLOSSER","1903","no"
"3142","Leptocyon","Matthew 1918","Leptocyon","genus","Matthew 1918","MATTHEW","1918","no"
"3143","Leptocyon_matthewi","Tedford et al. 2009","Leptocyon_matthewi","species","Tedford et al. 2009","TEDFORD_ET-AL","2009","no"
"3144","Leptocyon_delicatus","(Loomis 1932)","Leptocyon_delicatus","species","(Loomis 1932)","LOOMIS","1932","yes"
"3145","Leptocyon_leidyi","Tedford et al. 2009","Leptocyon_leidyi","species","Tedford et al. 2009","TEDFORD_ET-AL","2009","no"
"3146","Neocynodesmus","Macdonald 1963","Leptocyon","genus","Matthew 1918","MATTHEW","1918","no"
"3147","Leptocyon_vulpinus","(Matthew 1907)","Leptocyon_vulpinus","species","(Matthew 1907)","MATTHEW","1907","yes"
"3148","Leptocyon_douglassi","Tedford et al. 2009","Leptocyon_douglassi","species","Tedford et al. 2009","TEDFORD_ET-AL","2009","no"
"3149","Leptocyon_tejonensis","Tedford et al. 2009","Leptocyon_tejonensis","species","Tedford et al. 2009","TEDFORD_ET-AL","2009","no"
"3150","Leptocyon_vafer","(Leidy 1858)","Leptocyon_vafer","species","(Leidy 1858)","LEIDY","1858","yes"
"3151","Leptocyon_gregorii","(Matthew 1907)","Leptocyon_gregorii","species","(Matthew 1907)","MATTHEW","1907","yes"
"3152","Leptocyon_mollis","(Merriam 1906)","Leptocyon_mollis","species","(Merriam 1906)","MERRIAM","1906","yes"
"3153","Theriodictis","(Mercerat 1891)","Theriodictis","genus","(Mercerat 1891)","MERCERAT","1891","yes"
"3154","Dinocynops","Ameghino 1898","Theriodictis","genus","(Mercerat 1891)","MERCERAT","1891","yes"
"3155","Theriodictis_platensis","(Mercerat 1891)","Theriodictis_platensis","species","(Mercerat 1891)","MERCERAT","1891","yes"
"3156","Macrocyon_morenoi","(Lydekker 1894)","Theriodictis_platensis","species","(Mercerat 1891)","MERCERAT","1891","yes"
"3157","Palaeocyon_troglodytes","Revilliod 1926","Theriodictis_platensis","species","(Mercerat 1891)","MERCERAT","1891","yes"
"3158","Theriodictis_tarijensis","(Ameghino 1902)","Theriodictis_tarijensis","species","(Ameghino 1902)","AMEGHINO","1902","yes"
"3159","Theriodictis_floridanus","Tedford et al. 2009","Theriodictis_floridanus","species","Tedford et al. 2009","TEDFORD_ET-AL","2009","no"
"3160","Canini","Fischer de Waldheim 1817","Canini","tribe","Fischer de Waldheim 1817","FISCHER-DE-WALDHEIM","1817","no"
"3161","Canina","(Gray 1825)","Canina","subtribe","(Gray 1825)","GRAY","1825","yes"
"3162","Nurocyon","Sotnikova 2006","Nurocyon","genus","Sotnikova 2006","SOTNIKOVA","2006","no"
"3163","Nurocyon_chonokhariensis","Sotnikova 2006","Nurocyon_chonokhariensis","species","Sotnikova 2006","SOTNIKOVA","2006","no"
"3164","Eucyon","Tedford and Qiu 1996","Eucyon","genus","Tedford and Qiu 1996","TEDFORD_QIU","1996","no"
"3165","Eucyon_minor","(Teilhard de Chardin and Piveteau 1930)","Eucyon_minor","species","(Teilhard de Chardin and Piveteau 1930)","TEILHARD-DE-CHARDIN_PIVETEAU","1930","yes"
"3166","Eucyon_skinneri","Tedford et al. 2009","Eucyon_skinneri","species","Tedford et al. 2009","TEDFORD_ET-AL","2009","no"
"3167","Eucyon_wokari","GarcÃ­a 2008","Eucyon_wokari","species","GarcÃ­a 2008","GARCA-A","2008","no"
"3168","Eucyon_marinae","Spassov and Rook 2006","Eucyon_marinae","species","Spassov and Rook 2006","SPASSOV_ROOK","2006","no"
"3169","Eucyon_kuta","Werdelin et al. 2014","Eucyon_kuta","species","Werdelin et al. 2014","WERDELIN_ET-AL","2014","no"
"3170","Eucyon_intrepidus","Morales et al. 2005","Eucyon_intrepidus","species","Morales et al. 2005","MORALES_ET-AL","2005","no"
"3171","Eucyon_adoxus","(Martin 1971)","Eucyon_adoxus","species","(Martin 1971)","MARTIN","1971","yes"
"3172","Eucyon_davisi","(Merriam 1911)","Eucyon_davisi","species","(Merriam 1911)","MERRIAM","1911","yes"
"3173","Leptocyon_shermanensis","(Hibbard 1937)","Eucyon_davisi","species","(Merriam 1911)","MERRIAM","1911","yes"
"3174","Canis_condoni","Shotwell 1956","Eucyon_davisi","species","(Merriam 1911)","MERRIAM","1911","yes"
"3175","Eucyon_ferox","(Miller and Carranza-Castaneda 1998)","Eucyon_ferox","species","(Miller and Carranza-Castaneda 1998)","MILLER_CARRANZA-CASTANEDA","1998","yes"
"3176","Eucyon_zhoui","Tedford and Qiu 1996","Eucyon_zhoui","species","Tedford and Qiu 1996","TEDFORD_QIU","1996","no"
"3177","Eucyon_monticinensis","(Rook 1992)","Eucyon_monticinensis","species","(Rook 1992)","ROOK","1992","yes"
"3178","Eucyon_khoikhoi","Valenciano et al. 2022","Eucyon_khoikhoi","species","Valenciano et al. 2022","VALENCIANO_ET-AL","2022","no"
"3179","Eucyon_debonisi","Montoya et al. 2009","Eucyon_debonisi","species","Montoya et al. 2009","MONTOYA_ET-AL","2009","no"
"3180","Eucyon_odessanus","(Odintzov 1967)","Eucyon_odessanus","species","(Odintzov 1967)","ODINTZOV","1967","yes"
"3181","Sinicuon","Kretzoi 1941","Sinicuon","genus","Kretzoi 1941","KRETZOI","1941","no"
"3182","Sinicuon_dubius","(Teilhard de Chardin 1940)","Sinicuon_dubius","species","(Teilhard de Chardin 1940)","TEILHARD-DE-CHARDIN","1940","yes"
"3183","Sinicuon_peii","Kretzoi 1941","Sinicuon_dubius","species","(Teilhard de Chardin 1940)","TEILHARD-DE-CHARDIN","1940","yes"
"3184","Cerdocyonina","Tedford et al. 2009","Cerdocyonina","subtribe","Tedford et al. 2009","TEDFORD_ET-AL","2009","no"
"3185","Speothos","Lund 1839","Speothos","genus","Lund 1839","LUND","1839","no"
"3186","Speothos_pacivorus","Lund 1839","Speothos_pacivorus","species","Lund 1839","LUND","1839","no"
"3187","Abathmodon_fossilis","Lund 1843","Speothos_pacivorus","species","Lund 1839","LUND","1839","no"
"3188","Abathmodon","Lund 1843","Speothos","genus","Lund 1839","LUND","1839","no"
"3189","Speothos_venaticus","(Lund 1842)","Speothos_venaticus","species","(Lund 1842)","LUND","1842","yes"
"3190","Speothos_major","(Lund 1843)","Speothos_venaticus","species","(Lund 1842)","LUND","1842","yes"
"3191","Cerdocyon","(Hamilton-Smith 1839)","Cerdocyon","genus","(Hamilton-Smith 1839)","HAMILTON-SMITH","1839","yes"
"3192","Carcinocyon","Allen 1905","Cerdocyon","genus","(Hamilton-Smith 1839)","HAMILTON-SMITH","1839","yes"
"3193","Cerdocyon_texanus","Tedford et al. 2009","Cerdocyon_texanus","species","Tedford et al. 2009","TEDFORD_ET-AL","2009","no"
"3194","Cerdocyon_channingensis","Torres and FerrusquÄ± 1981","Cerdocyon_texanus","species","Tedford et al. 2009","TEDFORD_ET-AL","2009","no"
"3195","Cerdocyon_thous","(Linnaeus 1766)","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3196","Canis_entrerianus","Burmeister 1861","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3197","Canis_azarae","(Wied 1824)","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3198","Canis_robustior","Lund 1843","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3199","Cerdocyon_mimax","Thomas 1914","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3200","Cerdocyon_tucumanus","Thomas 1921","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3201","Cerdocyon_guaraxa","Hamilton Smith 1839","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3202","Cerdocyon_apollinaris","Allen 1918","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3203","Canis_rudis","GÃ¼nther 1879","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3204","Urocyon_aquilus","Bangs 1898","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3205","Canis_brachyteles","Blainville 1843","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3206","Canis_cancrivorus","(Brongniart 1792)","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3207","Canis_melanostomus","Wagner 1843","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3208","Canis_melampus","Wagner 1841","Cerdocyon_thous","species","(Linnaeus 1766)","LINNAEUS","1766","yes"
"3209","Atelocynus","(Cabrera 1940)","Atelocynus","genus","(Cabrera 1940)","CABRERA","1940","yes"
"3210","Atelocynus_microtis","(Sclater 1883)","Atelocynus_microtis","species","(Sclater 1883)","SCLATER","1883","yes"
