"","flags","taxon_rank","taxon_name","taxon_attr","difference","accepted_rank","accepted_name","parent_name","immpar_name","phylum","class","order","family","genus","pbdb_taxon_author_parentheses","pbdb_taxon_author_name","pbdb_taxon_author_year","pbdb_accepted_author_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year"
"1597","V","species","Zalophus californiana","(Lesson 1828)","recombined as","species","Zalophus californianus","Zalophus","","Chordata","Mammalia","Carnivora","Otariidae","Zalophus",TRUE,"LESSON","1828",TRUE,"LESSON","1828"
"1598","V","species","Eumetopias californianus","(Lesson 1828)","recombined as","species","Zalophus californianus","Zalophus","","Chordata","Mammalia","Carnivora","Otariidae","Zalophus",TRUE,"LESSON","1828",TRUE,"LESSON","1828"
"1599","V","species","Eumetopias (Zalophus) californianus","(Lesson 1828)","recombined as","species","Zalophus californianus","Zalophus","","Chordata","Mammalia","Carnivora","Otariidae","Zalophus",TRUE,"LESSON","1828",TRUE,"LESSON","1828"
"1600","V","species","Otaria gilliespii","(Macbain 1858)","subjective synonym of","species","Zalophus californianus","Zalophus","","Chordata","Mammalia","Carnivora","Otariidae","Zalophus",TRUE,"MACBAIN","1858",TRUE,"LESSON","1828"
"1601","","species","Arctocephalus gilliespii","(Macbain 1858)","subjective synonym of","species","Zalophus californianus","Zalophus","","Chordata","Mammalia","Carnivora","Otariidae","Zalophus",TRUE,"MACBAIN","1858",TRUE,"LESSON","1828"
"1602","V","species","Zalophus gilliespii","(Macbain 1858)","subjective synonym of","species","Zalophus californianus","Zalophus","","Chordata","Mammalia","Carnivora","Otariidae","Zalophus",TRUE,"MACBAIN","1858",TRUE,"LESSON","1828"
"1603","","species","Arctocephalus monteriensis","Gray 1866","subjective synonym of","species","Zalophus californianus","Zalophus","","Chordata","Mammalia","Carnivora","Otariidae","Zalophus",FALSE,"GRAY","1866",TRUE,"LESSON","1828"
"1604","","species","Pithanotaria starri","Kellogg 1925","","species","Pithanotaria starri","Pithanotaria","","Chordata","Mammalia","Carnivora","Otariidae","Pithanotaria",FALSE,"KELLOGG","1925",FALSE,"KELLOGG","1925"
"1605","","species","Callorhinus gilmorei","Berta and Deméré 1986","","species","Callorhinus gilmorei","Callorhinus","","Chordata","Mammalia","Carnivora","Otariidae","Callorhinus",FALSE,"BERTA_DEMERE","1986",FALSE,"BERTA_DEMERE","1986"
"1606","","species","Callorhinus ursinus","(Linnaeus 1758)","","species","Callorhinus ursinus","Callorhinus","","Chordata","Mammalia","Carnivora","Otariidae","Callorhinus",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1607","V","species","Phoca ursina","(Linnaeus 1758)","recombined as","species","Callorhinus ursinus","Callorhinus","","Chordata","Mammalia","Carnivora","Otariidae","Callorhinus",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1608","V","species","Arctocephalus ursina","(Linnaeus 1758)","recombined as","species","Callorhinus ursinus","Callorhinus","","Chordata","Mammalia","Carnivora","Otariidae","Callorhinus",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1609","V","species","Arctocephalus ursinus","(Linnaeus 1758)","recombined as","species","Callorhinus ursinus","Callorhinus","","Chordata","Mammalia","Carnivora","Otariidae","Callorhinus",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1610","V","species","Arctocephalus (Callorhinus) ursinus","(Linnaeus 1758)","recombined as","species","Callorhinus ursinus","Callorhinus","","Chordata","Mammalia","Carnivora","Otariidae","Callorhinus",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1611","","species","Arctocephalus californianus","Gray 1866","subjective synonym of","species","Callorhinus ursinus","Callorhinus","","Chordata","Mammalia","Carnivora","Otariidae","Callorhinus",FALSE,"GRAY","1866",TRUE,"LINNAEUS","1758"
"1612","","species","Thalassoleon inouei","Kohno 1992","","species","Thalassoleon inouei","Thalassoleon","","Chordata","Mammalia","Carnivora","Otariidae","Thalassoleon",FALSE,"KOHNO","1992",FALSE,"KOHNO","1992"
"1613","","species","Thalassoleon mexicanus","Repenning and Tedford 1977","","species","Thalassoleon mexicanus","Thalassoleon","","Chordata","Mammalia","Carnivora","Otariidae","Thalassoleon",FALSE,"REPENNING_TEDFORD","1977",FALSE,"REPENNING_TEDFORD","1977"
"1614","","species","Thalassoleon macnallyae","Repenning and Tedford 1977","","species","Thalassoleon macnallyae","Thalassoleon","","Chordata","Mammalia","Carnivora","Otariidae","Thalassoleon",FALSE,"REPENNING_TEDFORD","1977",FALSE,"REPENNING_TEDFORD","1977"
"1615","","species","Phocarctos hookeri","(Gray 1844)","","species","Phocarctos hookeri","Phocarctos","","Chordata","Mammalia","Carnivora","Otariidae","Phocarctos",TRUE,"GRAY","1844",TRUE,"GRAY","1844"
"1616","V","species","Arctocephalus hookeri","(Gray 1844)","recombined as","species","Phocarctos hookeri","Phocarctos","","Chordata","Mammalia","Carnivora","Otariidae","Phocarctos",TRUE,"GRAY","1844",TRUE,"GRAY","1844"
"1617","V","species","Eumetopias hookeri","(Gray 1844)","recombined as","species","Phocarctos hookeri","Phocarctos","","Chordata","Mammalia","Carnivora","Otariidae","Phocarctos",TRUE,"GRAY","1844",TRUE,"GRAY","1844"
"1618","V","species","Eumetopias (Phocarctos) hookeri","(Gray 1844)","recombined as","species","Phocarctos hookeri","Phocarctos","","Chordata","Mammalia","Carnivora","Otariidae","Phocarctos",TRUE,"GRAY","1844",TRUE,"GRAY","1844"
"1619","V","species","Neophoca hookeri","(Gray 1844)","recombined as","species","Phocarctos hookeri","Phocarctos","","Chordata","Mammalia","Carnivora","Otariidae","Phocarctos",TRUE,"GRAY","1844",TRUE,"GRAY","1844"
"1620","","species","Arctocephalus caninus","Berry 1928","subjective synonym of","species","Phocarctos hookeri","Phocarctos","","Chordata","Mammalia","Carnivora","Otariidae","Phocarctos",FALSE,"BERRY","1928",TRUE,"GRAY","1844"
"1621","","species","Eotaria crypta","Boessenecker and Churchill 2015","","species","Eotaria crypta","Eotaria","","Chordata","Mammalia","Carnivora","Otariidae","Eotaria",FALSE,"BOESSENECKER_CHURCHILL","2015",FALSE,"BOESSENECKER_CHURCHILL","2015"
"1622","","species","Eotaria citrica","Velez-Juarbe 2017","","species","Eotaria citrica","Eotaria","","Chordata","Mammalia","Carnivora","Otariidae","Eotaria",FALSE,"VELEZ-JUARBE","2017",FALSE,"VELEZ-JUARBE","2017"
"1623","V","species","Arctocephalus (Hydrarctos) lomasiensis","(Muizon 1978)","recombined as","species","Hydrarctos lomasiensis","Hydrarctos","","Chordata","Mammalia","Carnivora","Otariidae","Hydrarctos",TRUE,"MUIZON","1978",TRUE,"MUIZON","1978"
"1624","","species","Hydrarctos lomasiensis","(Muizon 1978)","","species","Hydrarctos lomasiensis","Hydrarctos","","Chordata","Mammalia","Carnivora","Otariidae","Hydrarctos",TRUE,"MUIZON","1978",TRUE,"MUIZON","1978"
"1625","V","species","Arctocephalus lomasiensis","(Muizon 1978)","recombined as","species","Hydrarctos lomasiensis","Hydrarctos","","Chordata","Mammalia","Carnivora","Otariidae","Hydrarctos",TRUE,"MUIZON","1978",TRUE,"MUIZON","1978"
"1626","","species","Monachus monachus","(Hermann 1779)","","species","Monachus monachus","Monachus","","Chordata","Mammalia","Carnivora","Phocidae","Monachus",TRUE,"HERMANN","1779",TRUE,"HERMANN","1779"
"1627","V","species","Phoca monachus","(Hermann 1779)","recombined as","species","Monachus monachus","Monachus","","Chordata","Mammalia","Carnivora","Phocidae","Monachus",TRUE,"HERMANN","1779",TRUE,"HERMANN","1779"
"1628","V","species","Pelagocyon monachus","(Hermann 1779)","recombined as","species","Monachus monachus","Monachus","","Chordata","Mammalia","Carnivora","Phocidae","Monachus",TRUE,"HERMANN","1779",TRUE,"HERMANN","1779"
"1629","V","species","Leptonyx monachus","(Hermann 1779)","recombined as","species","Monachus monachus","Monachus","","Chordata","Mammalia","Carnivora","Phocidae","Monachus",TRUE,"HERMANN","1779",TRUE,"HERMANN","1779"
"1630","V","species","Phoca albiventer","(Boddaert 1785)","subjective synonym of","species","Monachus monachus","Monachus","","Chordata","Mammalia","Carnivora","Phocidae","Monachus",TRUE,"BODDAERT","1785",TRUE,"HERMANN","1779"
"1631","","species","Monachus albiventer","(Boddaert 1785)","subjective synonym of","species","Monachus monachus","Monachus","","Chordata","Mammalia","Carnivora","Phocidae","Monachus",TRUE,"BODDAERT","1785",TRUE,"HERMANN","1779"
"1632","V","species","Monachus (Monachus) albiventer","(Boddaert 1785)","subjective synonym of","species","Monachus monachus","Monachus","","Chordata","Mammalia","Carnivora","Phocidae","Monachus",TRUE,"BODDAERT","1785",TRUE,"HERMANN","1779"
"1633","","species","Hadrokirus martini","Amson and Muizon 2013","","species","Hadrokirus martini","Hadrokirus","","Chordata","Mammalia","Carnivora","Phocidae","Hadrokirus",FALSE,"AMSON_MUIZON","2013",FALSE,"AMSON_MUIZON","2013"
"1634","","species","Hadrokirus novotini","Hafed et al. 2023","","species","Hadrokirus novotini","Hadrokirus","","Chordata","Mammalia","Carnivora","Phocidae","Hadrokirus",FALSE,"HAFED_ET-AL","2023",FALSE,"HAFED_ET-AL","2023"
"1635","","species","Mirounga angustirostris","(Gill 1866)","","species","Mirounga angustirostris","Mirounga","","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",TRUE,"GILL","1866",TRUE,"GILL","1866"
"1636","V","species","Macrorhinus angustirostris","(Gill 1866)","recombined as","species","Mirounga angustirostris","Mirounga","","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",TRUE,"GILL","1866",TRUE,"GILL","1866"
"1637","V","species","Phoca elephantina","(Molina 1782)","recombined as","species","Macrorhinus elephantinus","Mirounga","Macrorhinus","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",TRUE,"MOLINA","1782",TRUE,"MOLINA","1782"
"1638","V","species","Morunga elephantina","(Molina 1782)","recombined as","species","Macrorhinus elephantinus","Mirounga","Macrorhinus","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",TRUE,"MOLINA","1782",TRUE,"MOLINA","1782"
"1639","","species","Macrorhinus elephantinus","(Molina 1782)","","species","Macrorhinus elephantinus","Mirounga","Macrorhinus","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",TRUE,"MOLINA","1782",TRUE,"MOLINA","1782"
"1640","V","species","Phoca leonina","(Linnaeus 1758)","recombined as","species","Mirounga leonina","Mirounga","","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1641","","species","Mirounga leonina","(Linnaeus 1758)","","species","Mirounga leonina","Mirounga","","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1642","V","species","Otaria leonina","(Linnaeus 1758)","recombined as","species","Mirounga leonina","Mirounga","","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1643","V","species","Macrorhinus leonina","(Linnaeus 1758)","recombined as","species","Mirounga leonina","Mirounga","","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1644","V","species","Macrorhinus leoninus","(Linnaeus 1758)","recombined as","species","Mirounga leonina","Mirounga","","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1645","","species","Hydrurga leptonyx","(de Blainville 1820)","","species","Hydrurga leptonyx","Hydrurga","","Chordata","Mammalia","Carnivora","Phocidae","Hydrurga",TRUE,"DE-BLAINVILLE","1820",TRUE,"DE-BLAINVILLE","1820"
"1646","V","species","Phoca leptonyx","(de Blainville 1820)","recombined as","species","Hydrurga leptonyx","Hydrurga","","Chordata","Mammalia","Carnivora","Phocidae","Hydrurga",TRUE,"DE-BLAINVILLE","1820",TRUE,"DE-BLAINVILLE","1820"
"1647","V","species","Stenorhynchus leptonyx","(de Blainville 1820)","recombined as","species","Hydrurga leptonyx","Hydrurga","","Chordata","Mammalia","Carnivora","Phocidae","Hydrurga",TRUE,"DE-BLAINVILLE","1820",TRUE,"DE-BLAINVILLE","1820"
"1648","V","species","Ogmorhinus leptonyx","(de Blainville 1820)","recombined as","species","Hydrurga leptonyx","Hydrurga","","Chordata","Mammalia","Carnivora","Phocidae","Hydrurga",TRUE,"DE-BLAINVILLE","1820",TRUE,"DE-BLAINVILLE","1820"
"1649","V","species","Ogmorhinus (Ogmorhinus) leptonyx","(de Blainville 1820)","recombined as","species","Hydrurga leptonyx","Hydrurga","","Chordata","Mammalia","Carnivora","Phocidae","Hydrurga",TRUE,"DE-BLAINVILLE","1820",TRUE,"DE-BLAINVILLE","1820"
"1650","","species","Magnotherium johnsii","Rahmat et al. 2021","","species","Magnotherium johnsii","Magnotherium","","Chordata","Mammalia","Carnivora","Phocidae","Magnotherium",FALSE,"RAHMAT_ET-AL","2021",FALSE,"RAHMAT_ET-AL","2021"
"1651","V","species","Phoca gaudini","(Guiscardi 1870)","recombined as","species","Noriphoca gaudini","Noriphoca","","Chordata","Mammalia","Carnivora","Phocidae","Noriphoca",TRUE,"GUISCARDI","1870",TRUE,"GUISCARDI","1870"
"1652","V","species","Monotherium gaudini","(Guiscardi 1870)","recombined as","species","Noriphoca gaudini","Noriphoca","","Chordata","Mammalia","Carnivora","Phocidae","Noriphoca",TRUE,"GUISCARDI","1870",TRUE,"GUISCARDI","1870"
"1653","V","species","Monachus (Pristiphoca) gaudini","(Guiscardi 1870)","recombined as","species","Noriphoca gaudini","Noriphoca","","Chordata","Mammalia","Carnivora","Phocidae","Noriphoca",TRUE,"GUISCARDI","1870",TRUE,"GUISCARDI","1870"
"1654","","species","Noriphoca gaudini","(Guiscardi 1870)","","species","Noriphoca gaudini","Noriphoca","","Chordata","Mammalia","Carnivora","Phocidae","Noriphoca",TRUE,"GUISCARDI","1870",TRUE,"GUISCARDI","1870"
"1655","","species","Eomonachus belegaerensis","Rule et al. 2020","","species","Eomonachus belegaerensis","Eomonachus","","Chordata","Mammalia","Carnivora","Phocidae","Eomonachus",FALSE,"RULE_ET-AL","2020",FALSE,"RULE_ET-AL","2020"
"1656","V","species","Otaria weddellii","(Lesson 1826)","recombined as","species","Leptonychotes weddellii","Leptonychotes","","Chordata","Mammalia","Carnivora","Phocidae","Leptonychotes",TRUE,"LESSON","1826",TRUE,"LESSON","1826"
"1657","V","species","Leptonychotes weddelli","(Lesson 1826)","recombined as","species","Leptonychotes weddellii","Leptonychotes","","Chordata","Mammalia","Carnivora","Phocidae","Leptonychotes",TRUE,"LESSON","1826",TRUE,"LESSON","1826"
"1658","V","species","Leptonyx weddellii","(Lesson 1826)","recombined as","species","Leptonychotes weddellii","Leptonychotes","","Chordata","Mammalia","Carnivora","Phocidae","Leptonychotes",TRUE,"LESSON","1826",TRUE,"LESSON","1826"
"1659","V","species","Ogmorhinus (Leptonychotes) weddelli","(Lesson 1826)","recombined as","species","Leptonychotes weddellii","Leptonychotes","","Chordata","Mammalia","Carnivora","Phocidae","Leptonychotes",TRUE,"LESSON","1826",TRUE,"LESSON","1826"
"1660","","species","Leptonychotes weddellii","(Lesson 1826)","","species","Leptonychotes weddellii","Leptonychotes","","Chordata","Mammalia","Carnivora","Phocidae","Leptonychotes",TRUE,"LESSON","1826",TRUE,"LESSON","1826"
"1661","V","species","Stenorhynchus weddellii","(Lesson 1826)","recombined as","species","Leptonychotes weddellii","Leptonychotes","","Chordata","Mammalia","Carnivora","Phocidae","Leptonychotes",TRUE,"LESSON","1826",TRUE,"LESSON","1826"
"1662","V","species","Monachus schauinslandi","(Hermann 1779)","recombined as","species","Neomonachus schauinslandi","Neomonachus","","Chordata","Mammalia","Carnivora","Phocidae","Neomonachus",TRUE,"HERMANN","1779",TRUE,"HERMANN","1779"
"1663","V","species","Phoca schauinslandi","(Hermann 1779)","recombined as","species","Neomonachus schauinslandi","Neomonachus","","Chordata","Mammalia","Carnivora","Phocidae","Neomonachus",TRUE,"HERMANN","1779",TRUE,"HERMANN","1779"
"1664","","species","Neomonachus schauinslandi","(Hermann 1779)","","species","Neomonachus schauinslandi","Neomonachus","","Chordata","Mammalia","Carnivora","Phocidae","Neomonachus",TRUE,"HERMANN","1779",TRUE,"HERMANN","1779"
"1665","V","species","Monachus (Monachus) schauinslandi","(Hermann 1779)","recombined as","species","Neomonachus schauinslandi","Neomonachus","","Chordata","Mammalia","Carnivora","Phocidae","Neomonachus",TRUE,"HERMANN","1779",TRUE,"HERMANN","1779"
"1666","V","species","Monachus tropicalis","(Gray 1850)","recombined as","species","Neomonachus tropicalis","Neomonachus","","Chordata","Mammalia","Carnivora","Phocidae","Neomonachus",TRUE,"GRAY","1850",TRUE,"GRAY","1850"
"1667","V","species","Phoca tropicalis","(Gray 1850)","recombined as","species","Neomonachus tropicalis","Neomonachus","","Chordata","Mammalia","Carnivora","Phocidae","Neomonachus",TRUE,"GRAY","1850",TRUE,"GRAY","1850"
"1668","V","species","Monachus (Monachus) tropicalis","(Gray 1850)","recombined as","species","Neomonachus tropicalis","Neomonachus","","Chordata","Mammalia","Carnivora","Phocidae","Neomonachus",TRUE,"GRAY","1850",TRUE,"GRAY","1850"
"1669","","species","Neomonachus tropicalis","(Gray 1850)","","species","Neomonachus tropicalis","Neomonachus","","Chordata","Mammalia","Carnivora","Phocidae","Neomonachus",TRUE,"GRAY","1850",TRUE,"GRAY","1850"
"1670","","species","Cystophora antillarum","Gray 1849","subjective synonym of","species","Neomonachus tropicalis","Neomonachus","","Chordata","Mammalia","Carnivora","Phocidae","Neomonachus",FALSE,"GRAY","1849",TRUE,"GRAY","1850"
"1671","","species","Piscophoca pacifica","Muizon 1981","","species","Piscophoca pacifica","Piscophoca","","Chordata","Mammalia","Carnivora","Phocidae","Piscophoca",FALSE,"MUIZON","1981",FALSE,"MUIZON","1981"
"1672","V","species","Phoca wymani","(Leidy 1854)","recombined as","species","Monotherium wymani","Monotherium","","Chordata","Mammalia","Carnivora","Phocidae","Monotherium",TRUE,"LEIDY","1854",TRUE,"LEIDY","1854"
"1673","","species","Monotherium wymani","(Leidy 1854)","","species","Monotherium wymani","Monotherium","","Chordata","Mammalia","Carnivora","Phocidae","Monotherium",TRUE,"LEIDY","1854",TRUE,"LEIDY","1854"
"1674","","species","Ommatophoca rossii","(Gray 1844)","","species","Ommatophoca rossii","Ommatophoca","","Chordata","Mammalia","Carnivora","Phocidae","Ommatophoca",TRUE,"GRAY","1844",TRUE,"GRAY","1844"
"1675","V","species","Ommatophoca rossi","(Gray 1844)","obsolete variant of","species","Ommatophoca rossii","Ommatophoca","","Chordata","Mammalia","Carnivora","Phocidae","Ommatophoca",TRUE,"GRAY","1844",TRUE,"GRAY","1844"
"1676","V","species","Stenorhynchus rossii","(Gray 1844)","recombined as","species","Ommatophoca rossii","Ommatophoca","","Chordata","Mammalia","Carnivora","Phocidae","Ommatophoca",TRUE,"GRAY","1844",TRUE,"GRAY","1844"
"1677","","species","Magophoca brevirostris","Dewaele and de Muizon 2024","","species","Magophoca brevirostris","Magophoca","","Chordata","Mammalia","Carnivora","Phocidae","Magophoca",FALSE,"DEWAELE_DE-MUIZON","2024",FALSE,"DEWAELE_DE-MUIZON","2024"
"1678","","species","Australophoca changorum","Valenzuela-Toro et al. 2016","","species","Australophoca changorum","Australophoca","","Chordata","Mammalia","Carnivora","Phocidae","Australophoca",FALSE,"VALENZUELA-TORO_ET-AL","2016",FALSE,"VALENZUELA-TORO_ET-AL","2016"
"1679","V","species","Prionodelphis capensis","(Hendey and Repenning 1972)","recombined as","species","Homiphoca capensis","Homiphoca","","Chordata","Mammalia","Carnivora","Phocidae","Homiphoca",TRUE,"HENDEY_REPENNING","1972",TRUE,"HENDEY_REPENNING","1972"
"1680","","species","Homiphoca capensis","(Hendey and Repenning 1972)","","species","Homiphoca capensis","Homiphoca","","Chordata","Mammalia","Carnivora","Phocidae","Homiphoca",TRUE,"HENDEY_REPENNING","1972",TRUE,"HENDEY_REPENNING","1972"
"1681","","species","Homiphoca murfreesi","Hafed et al. 2023","","species","Homiphoca murfreesi","Homiphoca","","Chordata","Mammalia","Carnivora","Phocidae","Homiphoca",FALSE,"HAFED_ET-AL","2023",FALSE,"HAFED_ET-AL","2023"
"1682","","species","Afrophoca libyca","Koretsky and Domning 2014","","species","Afrophoca libyca","Afrophoca","","Chordata","Mammalia","Carnivora","Phocidae","Afrophoca",FALSE,"KORETSKY_DOMNING","2014",FALSE,"KORETSKY_DOMNING","2014"
"1683","","species","Pliophoca etrusca","Tavani 1941","","species","Pliophoca etrusca","Pliophoca","","Chordata","Mammalia","Carnivora","Phocidae","Pliophoca",FALSE,"TAVANI","1941",FALSE,"TAVANI","1941"
"1684","","species","Acrophoca longirostris","Muizon 1981","","species","Acrophoca longirostris","Acrophoca","","Chordata","Mammalia","Carnivora","Phocidae","Acrophoca",FALSE,"MUIZON","1981",FALSE,"MUIZON","1981"
"1685","V","species","Lobodon carcinophagus","(Hombron and Jacquinot 1843)","recombined as","species","Lobodon carcinophaga","Lobodon","","Chordata","Mammalia","Carnivora","Phocidae","Lobodon",TRUE,"HOMBRON_JACQUINOT","1843",TRUE,"HOMBRON_JACQUINOT","1843"
"1686","V","species","Phoca carcinophaga","(Hombron and Jacquinot 1843)","recombined as","species","Lobodon carcinophaga","Lobodon","","Chordata","Mammalia","Carnivora","Phocidae","Lobodon",TRUE,"HOMBRON_JACQUINOT","1843",TRUE,"HOMBRON_JACQUINOT","1843"
"1687","","species","Lobodon carcinophaga","(Hombron and Jacquinot 1843)","","species","Lobodon carcinophaga","Lobodon","","Chordata","Mammalia","Carnivora","Phocidae","Lobodon",TRUE,"HOMBRON_JACQUINOT","1843",TRUE,"HOMBRON_JACQUINOT","1843"
"1688","V","species","Ogmorhinus carcinophaga","(Hombron and Jacquinot 1843)","recombined as","species","Lobodon carcinophaga","Lobodon","","Chordata","Mammalia","Carnivora","Phocidae","Lobodon",TRUE,"HOMBRON_JACQUINOT","1843",TRUE,"HOMBRON_JACQUINOT","1843"
"1689","V","species","Ogmorhinus (Lobodon) carcinophaga","(Hombron and Jacquinot 1843)","recombined as","species","Lobodon carcinophaga","Lobodon","","Chordata","Mammalia","Carnivora","Phocidae","Lobodon",TRUE,"HOMBRON_JACQUINOT","1843",TRUE,"HOMBRON_JACQUINOT","1843"
"1690","V","species","Ogmorhinus (Lobodon) carcinophagus","(Hombron and Jacquinot 1843)","recombined as","species","Lobodon carcinophaga","Lobodon","","Chordata","Mammalia","Carnivora","Phocidae","Lobodon",TRUE,"HOMBRON_JACQUINOT","1843",TRUE,"HOMBRON_JACQUINOT","1843"
"1691","V","species","Stenorhynchus carcinophaga","(Hombron and Jacquinot 1843)","recombined as","species","Lobodon carcinophaga","Lobodon","","Chordata","Mammalia","Carnivora","Phocidae","Lobodon",TRUE,"HOMBRON_JACQUINOT","1843",TRUE,"HOMBRON_JACQUINOT","1843"
"1692","","species","Stenorhynchus serridens","Owen 1843","subjective synonym of","species","Lobodon carcinophaga","Lobodon","","Chordata","Mammalia","Carnivora","Phocidae","Lobodon",FALSE,"OWEN","1843",TRUE,"HOMBRON_JACQUINOT","1843"
"1693","","species","Leptorhynchus crassidens","(Cautley and Falconer 1840)","","species","Leptorhynchus crassidens","Lobodon","Leptorhynchus","Chordata","Mammalia","Carnivora","Phocidae","Lobodon",TRUE,"CAUTLEY_FALCONER","1840",TRUE,"CAUTLEY_FALCONER","1840"
"1694","","species","Sarcodectes magnus","Rule et al. 2020","","species","Sarcodectes magnus","Sarcodectes","","Chordata","Mammalia","Carnivora","Phocidae","Sarcodectes",FALSE,"RULE_ET-AL","2020",FALSE,"RULE_ET-AL","2020"
"1695","","species","Properiptychus argentinus","(Ameghino 1893)","","species","Properiptychus argentinus","Properiptychus","","Chordata","Mammalia","Carnivora","Phocidae","Properiptychus",TRUE,"AMEGHINO","1893",TRUE,"AMEGHINO","1893"
"1696","V","species","Periptychus argentinus","(Ameghino 1893)","recombined as","species","Properiptychus argentinus","Properiptychus","","Chordata","Mammalia","Carnivora","Phocidae","Properiptychus",TRUE,"AMEGHINO","1893",TRUE,"AMEGHINO","1893"
"1697","","species","Devinophoca claytoni","Koretsky and Holec 2002","","species","Devinophoca claytoni","Devinophoca","","Chordata","Mammalia","Carnivora","Phocidae","Devinophoca",FALSE,"KORETSKY_HOLEC","2002",FALSE,"KORETSKY_HOLEC","2002"
"1698","","species","Devinophoca emryi","Koretsky and Rahmat 2015","","species","Devinophoca emryi","Devinophoca","","Chordata","Mammalia","Carnivora","Phocidae","Devinophoca",FALSE,"KORETSKY_RAHMAT","2015",FALSE,"KORETSKY_RAHMAT","2015"
"1699","","species","Necromites nestoris","Bogachev 1940","","species","Necromites nestoris","Necromites","","Chordata","Mammalia","Carnivora","Phocidae","Necromites",FALSE,"BOGACHEV","1940",FALSE,"BOGACHEV","1940"
"1700","","species","Planopusa semenovi","Koretsky and Rahmat 2021","","species","Planopusa semenovi","Planopusa","","Chordata","Mammalia","Carnivora","Phocidae","Planopusa",FALSE,"KORETSKY_RAHMAT","2021",FALSE,"KORETSKY_RAHMAT","2021"
"1701","V","species","Phoca procaspica","(Gadzhiev 1961)","recombined as","species","Praepusa procaspica","Praepusa","","Chordata","Mammalia","Carnivora","Phocidae","Praepusa",TRUE,"GADZHIEV","1961",TRUE,"GADZHIEV","1961"
"1702","","species","Praepusa procaspica","(Gadzhiev 1961)","","species","Praepusa procaspica","Praepusa","","Chordata","Mammalia","Carnivora","Phocidae","Praepusa",TRUE,"GADZHIEV","1961",TRUE,"GADZHIEV","1961"
"1703","","species","Praepusa pannonica","(Kretzoi 1941)","","species","Praepusa pannonica","Praepusa","","Chordata","Mammalia","Carnivora","Phocidae","Praepusa",TRUE,"KRETZOI","1941",TRUE,"KRETZOI","1941"
"1704","V","species","Phoca (Pusa) pannonica","(Kretzoi 1941)","recombined as","species","Praepusa pannonica","Praepusa","","Chordata","Mammalia","Carnivora","Phocidae","Praepusa",TRUE,"KRETZOI","1941",TRUE,"KRETZOI","1941"
"1705","","species","Praepusa tarchankutica","Antoniuk and Koretsky 1984","","species","Praepusa tarchankutica","Praepusa","","Chordata","Mammalia","Carnivora","Phocidae","Praepusa",FALSE,"ANTONIUK_KORETSKY","1984",FALSE,"ANTONIUK_KORETSKY","1984"
"1706","V","species","Phoca vitulinoides","(Van Beneden 1876)","recombined as","species","Nanophoca vitulinoides","Nanophoca","","Chordata","Mammalia","Carnivora","Phocidae","Nanophoca",TRUE,"VAN-BENEDEN","1876",TRUE,"VAN-BENEDEN","1876"
"1707","V","species","Phoca (Phoca) vitulinoides","(Van Beneden 1876)","recombined as","species","Nanophoca vitulinoides","Nanophoca","","Chordata","Mammalia","Carnivora","Phocidae","Nanophoca",TRUE,"VAN-BENEDEN","1876",TRUE,"VAN-BENEDEN","1876"
"1708","","species","Nanophoca vitulinoides","(Van Beneden 1876)","","species","Nanophoca vitulinoides","Nanophoca","","Chordata","Mammalia","Carnivora","Phocidae","Nanophoca",TRUE,"VAN-BENEDEN","1876",TRUE,"VAN-BENEDEN","1876"
"1709","","species","Histriophoca alekseevi","Koretsky 2001","","species","Histriophoca alekseevi","Histriophoca","","Chordata","Mammalia","Carnivora","Phocidae","Histriophoca",FALSE,"KORETSKY","2001",FALSE,"KORETSKY","2001"
"1710","","species","Histriophoca fasciata","(Zimmermann 1783)","","species","Histriophoca fasciata","Histriophoca","","Chordata","Mammalia","Carnivora","Phocidae","Histriophoca",TRUE,"ZIMMERMANN","1783",TRUE,"ZIMMERMANN","1783"
