"","flags","taxon_rank","taxon_name","taxon_attr","difference","accepted_rank","accepted_name","parent_name","immpar_name","phylum","class","order","family","genus","pbdb_taxon_author_parentheses","pbdb_taxon_author_name","pbdb_taxon_author_year","pbdb_accepted_author_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year"
"1","","species","Synagodus mansuetus","Cope 1879","","species","Synagodus mansuetus","Synagodus","","Chordata","Mammalia","Carnivora","Canidae","Synagodus",FALSE,"COPE","1879",FALSE,"COPE","1879"
"2","","species","Simenia simensis","Rüppell 1835","","species","Simenia simensis","Simenia","","Chordata","Mammalia","Carnivora","Canidae","Simenia",FALSE,"RUPPELL","1835",FALSE,"RUPPELL","1835"
"3","V","species","Canis fulvipes","(Martin 1837)","recombined as","species","Thous fulvipes","Thous","","Chordata","Mammalia","Carnivora","Canidae","Thous",TRUE,"MARTIN","1837",TRUE,"MARTIN","1837"
"4","V","species","Vulpes fulvipes","(Martin 1837)","recombined as","species","Thous fulvipes","Thous","","Chordata","Mammalia","Carnivora","Canidae","Thous",TRUE,"MARTIN","1837",TRUE,"MARTIN","1837"
"5","","species","Thous fulvipes","(Martin 1837)","","species","Thous fulvipes","Thous","","Chordata","Mammalia","Carnivora","Canidae","Thous",TRUE,"MARTIN","1837",TRUE,"MARTIN","1837"
"6","","species","Lycaon magnus","Ewer and Singer 1956","","species","Lycaon magnus","Lycaon","","Chordata","Mammalia","Carnivora","Canidae","Lycaon",FALSE,"EWER_SINGER","1956",FALSE,"EWER_SINGER","1956"
"7","V","species","Hyaena picta","(Temminck 1820)","recombined as","species","Lycaon pictus","Lycaon","","Chordata","Mammalia","Carnivora","Canidae","Lycaon",TRUE,"TEMMINCK","1820",TRUE,"TEMMINCK","1820"
"8","","species","Lycaon pictus","(Temminck 1820)","","species","Lycaon pictus","Lycaon","","Chordata","Mammalia","Carnivora","Canidae","Lycaon",TRUE,"TEMMINCK","1820",TRUE,"TEMMINCK","1820"
"9","","species","Lycaon sekowei","Hartstone-Rose et al. 2010","","species","Lycaon sekowei","Lycaon","","Chordata","Mammalia","Carnivora","Canidae","Lycaon",FALSE,"HARTSTONE-ROSE_ET-AL","2010",FALSE,"HARTSTONE-ROSE_ET-AL","2010"
"10","","species","Lupulella mohibi","Geraads 2011","","species","Lupulella mohibi","Lupulella","","Chordata","Mammalia","Carnivora","Canidae","Lupulella",FALSE,"GERAADS","2011",FALSE,"GERAADS","2011"
"11","V","species","Canis mesomelas","(Schreber 1775)","recombined as","species","Lupulella mesomelas","Lupulella","","Chordata","Mammalia","Carnivora","Canidae","Lupulella",TRUE,"SCHREBER","1775",TRUE,"SCHREBER","1775"
"12","V","species","Thos mesomelas","(Schreber 1775)","recombined as","species","Lupulella mesomelas","Lupulella","","Chordata","Mammalia","Carnivora","Canidae","Lupulella",TRUE,"SCHREBER","1775",TRUE,"SCHREBER","1775"
"13","","species","Lupulella mesomelas","(Schreber 1775)","","species","Lupulella mesomelas","Lupulella","","Chordata","Mammalia","Carnivora","Canidae","Lupulella",TRUE,"SCHREBER","1775",TRUE,"SCHREBER","1775"
"14","V","species","Vulpes mesomelas","(Schreber 1775)","recombined as","species","Lupulella mesomelas","Lupulella","","Chordata","Mammalia","Carnivora","Canidae","Lupulella",TRUE,"SCHREBER","1775",TRUE,"SCHREBER","1775"
"15","","species","Lupulella paralius","Geraads 2011","","species","Lupulella paralius","Lupulella","","Chordata","Mammalia","Carnivora","Canidae","Lupulella",FALSE,"GERAADS","2011",FALSE,"GERAADS","2011"
"16","","species","Chailicyon crassidens","Chow 1975","","species","Chailicyon crassidens","Chailicyon","","Chordata","Mammalia","Carnivora","Canidae","Chailicyon",FALSE,"CHOW","1975",FALSE,"CHOW","1975"
"17","V","species","Canis adustus","(Sundevall 1847)","recombined as","species","Schaeffia adusta","Schaeffia","","Chordata","Mammalia","Carnivora","Canidae","Schaeffia",TRUE,"SUNDEVALL","1847",TRUE,"SUNDEVALL","1847"
"18","V","species","Lupulella adusta","(Sundevall 1847)","recombined as","species","Schaeffia adusta","Schaeffia","","Chordata","Mammalia","Carnivora","Canidae","Schaeffia",TRUE,"SUNDEVALL","1847",TRUE,"SUNDEVALL","1847"
"19","","species","Schaeffia adusta","(Sundevall 1847)","","species","Schaeffia adusta","Schaeffia","","Chordata","Mammalia","Carnivora","Canidae","Schaeffia",TRUE,"SUNDEVALL","1847",TRUE,"SUNDEVALL","1847"
"20","","species","Archaeocyon falkenbachi","Wang et al. 1999","","species","Archaeocyon falkenbachi","Archaeocyon","","Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"21","","species","Archaeocyon pavidus","(Stock 1933)","","species","Archaeocyon pavidus","Archaeocyon","","Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",TRUE,"STOCK","1933",TRUE,"STOCK","1933"
"22","V","species","Cormocyon pavidus","(Stock 1933)","recombined as","species","Archaeocyon pavidus","Archaeocyon","","Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",TRUE,"STOCK","1933",TRUE,"STOCK","1933"
"23","V","species","Hesperocyon pavidus","(Stock 1933)","recombined as","species","Archaeocyon pavidus","Archaeocyon","","Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",TRUE,"STOCK","1933",TRUE,"STOCK","1933"
"24","V","species","Nothocyon pavidus","(Stock 1933)","recombined as","species","Archaeocyon pavidus","Archaeocyon","","Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",TRUE,"STOCK","1933",TRUE,"STOCK","1933"
"25","V","species","Pseudocynodictis pavidus","(Stock 1933)","recombined as","species","Archaeocyon pavidus","Archaeocyon","","Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",TRUE,"STOCK","1933",TRUE,"STOCK","1933"
"26","","species","Archaeocyon leptodus","(Schlaikjer 1935)","","species","Archaeocyon leptodus","Archaeocyon","","Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",TRUE,"SCHLAIKJER","1935",TRUE,"SCHLAIKJER","1935"
"27","V","species","Hesperocyon leptodus","(Schlaikjer 1935)","recombined as","species","Archaeocyon leptodus","Archaeocyon","","Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",TRUE,"SCHLAIKJER","1935",TRUE,"SCHLAIKJER","1935"
"28","V","species","Nothocyon leptodus","(Schlaikjer 1935)","recombined as","species","Archaeocyon leptodus","Archaeocyon","","Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",TRUE,"SCHLAIKJER","1935",TRUE,"SCHLAIKJER","1935"
"29","","species","Oxetocyon cuspidatus","Green 1954","","species","Oxetocyon cuspidatus","Oxetocyon","","Chordata","Mammalia","Carnivora","Canidae","Oxetocyon",FALSE,"GREEN","1954",FALSE,"GREEN","1954"
"30","V","species","Cormocyon oregonensis","(Merriam 1906)","recombined as","species","Rhizocyon oregonensis","Rhizocyon","","Chordata","Mammalia","Carnivora","Canidae","Rhizocyon",TRUE,"MERRIAM","1906",TRUE,"MERRIAM","1906"
"31","V","species","Cynodictis oregonensis","(Merriam 1906)","recombined as","species","Rhizocyon oregonensis","Rhizocyon","","Chordata","Mammalia","Carnivora","Canidae","Rhizocyon",TRUE,"MERRIAM","1906",TRUE,"MERRIAM","1906"
"32","V","species","Nothocyon oregonensis","(Merriam 1906)","recombined as","species","Rhizocyon oregonensis","Rhizocyon","","Chordata","Mammalia","Carnivora","Canidae","Rhizocyon",TRUE,"MERRIAM","1906",TRUE,"MERRIAM","1906"
"33","","species","Rhizocyon oregonensis","(Merriam 1906)","","species","Rhizocyon oregonensis","Rhizocyon","","Chordata","Mammalia","Carnivora","Canidae","Rhizocyon",TRUE,"MERRIAM","1906",TRUE,"MERRIAM","1906"
"34","V","species","Cynodesmus cooki","(Macdonald 1963)","recombined as","species","Otarocyon cooki","Otarocyon","","Chordata","Mammalia","Carnivora","Canidae","Otarocyon",TRUE,"MACDONALD","1963",TRUE,"MACDONALD","1963"
"35","","species","Otarocyon cooki","(Macdonald 1963)","","species","Otarocyon cooki","Otarocyon","","Chordata","Mammalia","Carnivora","Canidae","Otarocyon",TRUE,"MACDONALD","1963",TRUE,"MACDONALD","1963"
"36","","species","Otarocyon macdonaldi","Wang et al. 1999","","species","Otarocyon macdonaldi","Otarocyon","","Chordata","Mammalia","Carnivora","Canidae","Otarocyon",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"37","","species","Otarocyon cuspidatus","Green 1954","","species","Otarocyon cuspidatus","Otarocyon","","Chordata","Mammalia","Carnivora","Canidae","Otarocyon",FALSE,"GREEN","1954",FALSE,"GREEN","1954"
"38","","species","Cynarctoides luskensis","Wang et al. 1999","","species","Cynarctoides luskensis","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"39","","species","Cynarctoides gawnae","Wang et al. 1999","","species","Cynarctoides gawnae","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"40","","species","Cynarctoides acridens","(Barbour and Cook 1914)","","species","Cynarctoides acridens","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"BARBOUR_COOK","1914",TRUE,"BARBOUR_COOK","1914"
"41","V","species","Cynarctus acridens","(Barbour and Cook 1914)","recombined as","species","Cynarctoides acridens","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"BARBOUR_COOK","1914",TRUE,"BARBOUR_COOK","1914"
"42","V","species","Notharctus acridens","(Barbour and Cook 1914)","recombined as","species","Cynarctoides acridens","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"BARBOUR_COOK","1914",TRUE,"BARBOUR_COOK","1914"
"43","V","species","Cynarctoides mustelinus","(Matthew 1932)","subjective synonym of","species","Cynarctoides acridens","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"MATTHEW","1932",TRUE,"BARBOUR_COOK","1914"
"44","","species","Cynarctus mustelinus","(Matthew 1932)","subjective synonym of","species","Cynarctoides acridens","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"MATTHEW","1932",TRUE,"BARBOUR_COOK","1914"
"45","","species","Cynarctoides whistleri","Wang and Tedford 2008","","species","Cynarctoides whistleri","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",FALSE,"WANG_TEDFORD","2008",FALSE,"WANG_TEDFORD","2008"
"46","","species","Cynarctoides emryi","Wang et al. 1999","","species","Cynarctoides emryi","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"47","V","species","Cormocyon roii","(Macdonald 1963)","recombined as","species","Cynarctoides roii","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"MACDONALD","1963",TRUE,"MACDONALD","1963"
"48","","species","Cynarctoides roii","(Macdonald 1963)","","species","Cynarctoides roii","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"MACDONALD","1963",TRUE,"MACDONALD","1963"
"49","V","species","Nothocyon roii","(Macdonald 1963)","recombined as","species","Cynarctoides roii","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"MACDONALD","1963",TRUE,"MACDONALD","1963"
"50","","species","Cynarctoides harlowi","(Loomis 1932)","","species","Cynarctoides harlowi","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"LOOMIS","1932",TRUE,"LOOMIS","1932"
"51","V","species","Nothocyon harlowi","(Loomis 1932)","recombined as","species","Cynarctoides harlowi","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"LOOMIS","1932",TRUE,"LOOMIS","1932"
"52","V","species","Pachycynodon harlowi","(Loomis 1932)","recombined as","species","Cynarctoides harlowi","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"LOOMIS","1932",TRUE,"LOOMIS","1932"
"53","V","species","Canis lemur","(Cope 1879)","recombined as","species","Cynarctoides lemur","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"COPE","1879",TRUE,"COPE","1879"
"54","V","species","Cormocyon lemur","(Cope 1879)","recombined as","species","Cynarctoides lemur","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"COPE","1879",TRUE,"COPE","1879"
"55","","species","Cynarctoides lemur","(Cope 1879)","","species","Cynarctoides lemur","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"COPE","1879",TRUE,"COPE","1879"
"56","V","species","Cynodictis lemur","(Cope 1879)","recombined as","species","Cynarctoides lemur","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"COPE","1879",TRUE,"COPE","1879"
"57","V","species","Galecynus lemur","(Cope 1879)","recombined as","species","Cynarctoides lemur","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"COPE","1879",TRUE,"COPE","1879"
"58","V","species","Nothocyon lemur","(Cope 1879)","recombined as","species","Cynarctoides lemur","Cynarctoides","","Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",TRUE,"COPE","1879",TRUE,"COPE","1879"
"59","","species","Phlaocyon mariae","Wang et al. 1999","","species","Phlaocyon mariae","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"60","","species","Phlaocyon leucosteus","Matthew 1899","","species","Phlaocyon leucosteus","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",FALSE,"MATTHEW","1899",FALSE,"MATTHEW","1899"
"61","V","species","Nothocyon annectens","(Peterson 1907)","recombined as","species","Phlaocyon annectens","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"PETERSON","1907",TRUE,"PETERSON","1907"
"62","","species","Phlaocyon annectens","(Peterson 1907)","","species","Phlaocyon annectens","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"PETERSON","1907",TRUE,"PETERSON","1907"
"63","V","species","Bassariscops willistoni","(Peterson 1923)","subjective synonym of","species","Phlaocyon annectens","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"PETERSON","1923",TRUE,"PETERSON","1907"
"64","","species","Phlaocyon willistoni","(Peterson 1923)","subjective synonym of","species","Phlaocyon annectens","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"PETERSON","1923",TRUE,"PETERSON","1907"
"65","","species","Phlaocyon marslandensis","McGrew 1941","","species","Phlaocyon marslandensis","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",FALSE,"MCGREW","1941",FALSE,"MCGREW","1941"
"66","V","species","Bassariscops achoros","(Frailey 1979)","recombined as","species","Phlaocyon achoros","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"FRAILEY","1979",TRUE,"FRAILEY","1979"
"67","","species","Phlaocyon achoros","(Frailey 1979)","","species","Phlaocyon achoros","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"FRAILEY","1979",TRUE,"FRAILEY","1979"
"68","V","species","Aletocyon multicuspus","(Romer and Sutton 1927)","recombined as","species","Phlaocyon multicuspus","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"ROMER_SUTTON","1927",TRUE,"ROMER_SUTTON","1927"
"69","","species","Phlaocyon multicuspus","(Romer and Sutton 1927)","","species","Phlaocyon multicuspus","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"ROMER_SUTTON","1927",TRUE,"ROMER_SUTTON","1927"
"70","","species","Phlaocyon yatkolai","Wang et al. 1999","","species","Phlaocyon yatkolai","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"71","V","species","Cormocyon latidens","(Cope 1881)","recombined as","species","Phlaocyon latidens","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"COPE","1881",TRUE,"COPE","1881"
"72","V","species","Cynodictis latidens","(Cope 1881)","recombined as","species","Phlaocyon latidens","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"COPE","1881",TRUE,"COPE","1881"
"73","V","species","Galecynus latidens","(Cope 1881)","recombined as","species","Phlaocyon latidens","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"COPE","1881",TRUE,"COPE","1881"
"74","V","species","Nothocyon latidens","(Cope 1881)","recombined as","species","Phlaocyon latidens","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"COPE","1881",TRUE,"COPE","1881"
"75","","species","Phlaocyon latidens","(Cope 1881)","","species","Phlaocyon latidens","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"COPE","1881",TRUE,"COPE","1881"
"76","","species","Phlaocyon taylori","Hayes 2000","","species","Phlaocyon taylori","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",FALSE,"HAYES","2000",FALSE,"HAYES","2000"
"77","V","species","Cormocyon minor","(Matthew 1907)","recombined as","species","Phlaocyon minor","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"MATTHEW","1907",TRUE,"MATTHEW","1907"
"78","V","species","Cynodesmus minor","(Matthew 1907)","recombined as","species","Phlaocyon minor","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"MATTHEW","1907",TRUE,"MATTHEW","1907"
"79","V","species","Nothocyon minor","(Matthew 1907)","recombined as","species","Phlaocyon minor","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"MATTHEW","1907",TRUE,"MATTHEW","1907"
"80","","species","Phlaocyon minor","(Matthew 1907)","","species","Phlaocyon minor","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"MATTHEW","1907",TRUE,"MATTHEW","1907"
"81","V","species","Tomarctus minor","(Matthew 1907)","recombined as","species","Phlaocyon minor","Phlaocyon","","Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",TRUE,"MATTHEW","1907",TRUE,"MATTHEW","1907"
"82","V","species","Cynodesmus thomsoni","(Matthew 1907)","recombined as","species","Desmocyon thomsoni","Desmocyon","","Chordata","Mammalia","Carnivora","Canidae","Desmocyon",TRUE,"MATTHEW","1907",TRUE,"MATTHEW","1907"
"83","","species","Desmocyon thomsoni","(Matthew 1907)","","species","Desmocyon thomsoni","Desmocyon","","Chordata","Mammalia","Carnivora","Canidae","Desmocyon",TRUE,"MATTHEW","1907",TRUE,"MATTHEW","1907"
"84","V","species","Tomarctus thomsoni","(Matthew 1907)","recombined as","species","Desmocyon thomsoni","Desmocyon","","Chordata","Mammalia","Carnivora","Canidae","Desmocyon",TRUE,"MATTHEW","1907",TRUE,"MATTHEW","1907"
"85","V","species","Cormocyon regulus","(Cook and Macdonald 1962)","subjective synonym of","species","Desmocyon thomsoni","Desmocyon","","Chordata","Mammalia","Carnivora","Canidae","Desmocyon",TRUE,"COOK_MACDONALD","1962",TRUE,"MATTHEW","1907"
"86","","species","Nothocyon regulus","(Cook and Macdonald 1962)","subjective synonym of","species","Desmocyon thomsoni","Desmocyon","","Chordata","Mammalia","Carnivora","Canidae","Desmocyon",TRUE,"COOK_MACDONALD","1962",TRUE,"MATTHEW","1907"
"87","","species","Desmocyon matthewi","Wang et al. 1999","","species","Desmocyon matthewi","Desmocyon","","Chordata","Mammalia","Carnivora","Canidae","Desmocyon",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"88","","species","Cynarctus voorhiesi","Wang et al. 1999","","species","Cynarctus voorhiesi","Cynarctus","","Chordata","Mammalia","Carnivora","Canidae","Cynarctus",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"89","","species","Cynarctus wangi","Jasinski and Wallace 2015","","species","Cynarctus wangi","Cynarctus","","Chordata","Mammalia","Carnivora","Canidae","Cynarctus",FALSE,"JASINSKI_WALLACE","2015",FALSE,"JASINSKI_WALLACE","2015"
"90","","species","Cynarctus saxatilis","Matthew 1902","","species","Cynarctus saxatilis","Cynarctus","","Chordata","Mammalia","Carnivora","Canidae","Cynarctus",FALSE,"MATTHEW","1902",FALSE,"MATTHEW","1902"
"91","","species","Cynarctus marylandica","(Berry 1938)","","species","Cynarctus marylandica","Cynarctus","","Chordata","Mammalia","Carnivora","Canidae","Cynarctus",TRUE,"BERRY","1938",TRUE,"BERRY","1938"
"92","V","species","Tomarctus marylandica","(Berry 1938)","recombined as","species","Cynarctus marylandica","Cynarctus","","Chordata","Mammalia","Carnivora","Canidae","Cynarctus",TRUE,"BERRY","1938",TRUE,"BERRY","1938"
"93","","species","Cynarctus crucidens","Barbour and Cook 1914","","species","Cynarctus crucidens","Cynarctus","","Chordata","Mammalia","Carnivora","Canidae","Cynarctus",FALSE,"BARBOUR_COOK","1914",FALSE,"BARBOUR_COOK","1914"
"94","","species","Cynarctus fortidens","Hall and Dalquest 1962","subjective synonym of","species","Cynarctus crucidens","Cynarctus","","Chordata","Mammalia","Carnivora","Canidae","Cynarctus",FALSE,"HALL_DALQUEST","1962",FALSE,"BARBOUR_COOK","1914"
"95","","species","Cynarctus galushai","Wang et al. 1999","","species","Cynarctus galushai","Cynarctus","","Chordata","Mammalia","Carnivora","Canidae","Cynarctus",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"96","V","species","Canis rurestris","(Condon 1896)","recombined as","species","Tephrocyon rurestris","Tephrocyon","","Chordata","Mammalia","Carnivora","Canidae","Tephrocyon",TRUE,"CONDON","1896",TRUE,"CONDON","1896"
"97","","species","Tephrocyon rurestris","(Condon 1896)","","species","Tephrocyon rurestris","Tephrocyon","","Chordata","Mammalia","Carnivora","Canidae","Tephrocyon",TRUE,"CONDON","1896",TRUE,"CONDON","1896"
"98","V","species","Tomarctus rurestris","(Condon 1896)","recombined as","species","Tephrocyon rurestris","Tephrocyon","","Chordata","Mammalia","Carnivora","Canidae","Tephrocyon",TRUE,"CONDON","1896",TRUE,"CONDON","1896"
"99","V","species","Cynodesmus canavus","(Simpson 1932)","recombined as","species","Metatomarctus canavus","Metatomarctus","","Chordata","Mammalia","Carnivora","Canidae","Metatomarctus",TRUE,"SIMPSON","1932",TRUE,"SIMPSON","1932"
"100","","species","Metatomarctus canavus","(Simpson 1932)","","species","Metatomarctus canavus","Metatomarctus","","Chordata","Mammalia","Carnivora","Canidae","Metatomarctus",TRUE,"SIMPSON","1932",TRUE,"SIMPSON","1932"
"101","V","species","Tomarctus canavus","(Simpson 1932)","recombined as","species","Metatomarctus canavus","Metatomarctus","","Chordata","Mammalia","Carnivora","Canidae","Metatomarctus",TRUE,"SIMPSON","1932",TRUE,"SIMPSON","1932"
"102","","species","Nothocyon insularis","White 1942","subjective synonym of","species","Metatomarctus canavus","Metatomarctus","","Chordata","Mammalia","Carnivora","Canidae","Metatomarctus",FALSE,"WHITE","1942",TRUE,"SIMPSON","1932"
"103","","species","Tomarctus thomasi","White 1941","subjective synonym of","species","Metatomarctus canavus","Metatomarctus","","Chordata","Mammalia","Carnivora","Canidae","Metatomarctus",FALSE,"WHITE","1941",TRUE,"SIMPSON","1932"
"104","","species","Protomarctus optatus","(Matthew 1924)","","species","Protomarctus optatus","Protomarctus","","Chordata","Mammalia","Carnivora","Canidae","Protomarctus",TRUE,"MATTHEW","1924",TRUE,"MATTHEW","1924"
"105","V","species","Tomarctus optatus","(Matthew 1924)","recombined as","species","Protomarctus optatus","Protomarctus","","Chordata","Mammalia","Carnivora","Canidae","Protomarctus",TRUE,"MATTHEW","1924",TRUE,"MATTHEW","1924"
"106","","species","Paracynarctus sinclairi","Wang et al. 1999","","species","Paracynarctus sinclairi","Paracynarctus","","Chordata","Mammalia","Carnivora","Canidae","Paracynarctus",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"107","V","species","Cynarctus kelloggi","(Merriam 1911)","recombined as","species","Paracynarctus kelloggi","Paracynarctus","","Chordata","Mammalia","Carnivora","Canidae","Paracynarctus",TRUE,"MERRIAM","1911",TRUE,"MERRIAM","1911"
"108","V","species","Cynodesmus kelloggi","(Merriam 1911)","recombined as","species","Paracynarctus kelloggi","Paracynarctus","","Chordata","Mammalia","Carnivora","Canidae","Paracynarctus",TRUE,"MERRIAM","1911",TRUE,"MERRIAM","1911"
"109","","species","Paracynarctus kelloggi","(Merriam 1911)","","species","Paracynarctus kelloggi","Paracynarctus","","Chordata","Mammalia","Carnivora","Canidae","Paracynarctus",TRUE,"MERRIAM","1911",TRUE,"MERRIAM","1911"
"110","V","species","Tephrocyon kelloggi","(Merriam 1911)","recombined as","species","Paracynarctus kelloggi","Paracynarctus","","Chordata","Mammalia","Carnivora","Canidae","Paracynarctus",TRUE,"MERRIAM","1911",TRUE,"MERRIAM","1911"
"111","V","species","Tomarctus kelloggi","(Merriam 1911)","recombined as","species","Paracynarctus kelloggi","Paracynarctus","","Chordata","Mammalia","Carnivora","Canidae","Paracynarctus",TRUE,"MERRIAM","1911",TRUE,"MERRIAM","1911"
"112","","species","Cynodesmus casei","(Wilson 1939)","subjective synonym of","species","Paracynarctus kelloggi","Paracynarctus","","Chordata","Mammalia","Carnivora","Canidae","Paracynarctus",TRUE,"WILSON","1939",TRUE,"MERRIAM","1911"
"113","V","species","Tomarctus casei","(Wilson 1939)","subjective synonym of","species","Paracynarctus kelloggi","Paracynarctus","","Chordata","Mammalia","Carnivora","Canidae","Paracynarctus",TRUE,"WILSON","1939",TRUE,"MERRIAM","1911"
"114","","species","Psalidocyon marianae","Wang et al. 1999","","species","Psalidocyon marianae","Psalidocyon","","Chordata","Mammalia","Carnivora","Canidae","Psalidocyon",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"115","","species","Microtomarctus conferta","(Matthew 1918)","","species","Microtomarctus conferta","Microtomarctus","","Chordata","Mammalia","Carnivora","Canidae","Microtomarctus",TRUE,"MATTHEW","1918",TRUE,"MATTHEW","1918"
"116","V","species","Tephrocyon confertus","(Matthew 1918)","recombined as","species","Microtomarctus conferta","Microtomarctus","","Chordata","Mammalia","Carnivora","Canidae","Microtomarctus",TRUE,"MATTHEW","1918",TRUE,"MATTHEW","1918"
"117","V","species","Tomarctus confertus","(Matthew 1918)","recombined as","species","Microtomarctus conferta","Microtomarctus","","Chordata","Mammalia","Carnivora","Canidae","Microtomarctus",TRUE,"MATTHEW","1918",TRUE,"MATTHEW","1918"
"118","","species","Tomarctus paulus","Henshaw 1942","subjective synonym of","species","Microtomarctus conferta","Microtomarctus","","Chordata","Mammalia","Carnivora","Canidae","Microtomarctus",FALSE,"HENSHAW","1942",TRUE,"MATTHEW","1918"
"119","V","species","Aelurodon brachygnathus","(Douglass 1903)","recombined as","species","Euoplocyon brachygnathus","Euoplocyon","","Chordata","Mammalia","Carnivora","Canidae","Euoplocyon",TRUE,"DOUGLASS","1903",TRUE,"DOUGLASS","1903"
