"","faurby_accepted_genus_species","faurby_accepted_rank"
"785","Prolimnocyon_elisabethae","species"
"786","Prolimnocyon","genus"
"787","Prolimnocyon_haematus","species"
"788","Prolimnocyon_iudei","species"
"789","Propterodon","genus"
"790","Propterodon_morrisi","species"
"791","Propterodon_pishigouensis","species"
"792","Propterodon_tongi","species"
"793","Protoproviverra_palaeonictides","species"
"794","Prototomus_deimos","species"
"795","Prototomus","genus"
"796","Prototomus_girardoti","species"
"797","Prototomus_martis","species"
"798","Prototomus_minimus","species"
"799","Prototomus_phobos","species"
"800","Prototomus_robustus","species"
"801","Prototomus_secundarius","species"
"802","Prototomus_viverrinus","species"
"803","Proviverra","genus"
"804","Proviverra_typica","species"
"805","Proviverroides_piercei","species"
"806","Proviverroides","genus"
"807","Pterodon_africanus","species"
"808","Pterodon_dasyuroides","species"
"809","Pterodon","genus"
"810","Pterodon_hyaenoides","species"
"811","Pterodon_phiomensis","species"
"812","Pterodon_syrtos","species"
"813","Pyrocyon_dioctetus","species"
"814","Quasiapterodon_minutus","species"
"815","Quercytherium_simplicidens","species"
"816","Quercytherium_tenebrosum","species"
"817","Sinopa","genus"
"818","Sinopa_jilinia","species"
"819","Sinopa_major","species"
"820","Sinopa_minor","species"
"821","Sinopa_pungens","species"
"822","Sinopa_rapax","species"
"823","Sivapterodon_lahirii","species"
"824","Teratodon_enigmae","species"
"825","Teratodon","genus"
"826","Teratodon_spekei","species"
"827","Thereutherium_thylacodes","species"
"828","Thinocyon_comptus","species"
"829","Thinocyon","genus"
"830","Thinocyon_medius","species"
"831","Thinocyon_sichowensis","species"
"832","Thinocyon_velox","species"
"833","Tinerhodon_disputatus","species"
"834","Tritemnodon_agilis","species"
"835","Tritemnodon","genus"
"836","Tritemnodon_strenuus","species"
"837","Yarshea_cruenta","species"
"838","Adcrocuta_eximia","species"
"839","Adcrocuta","genus"
"840","Allohyaena_kadici","species"
"841","Belbus_beaumonti","species"
"842","Belbus_djurabensis","species"
"843","Chasmaporthetes_australis","species"
"844","Chasmaporthetes_bonisi","species"
"845","Chasmaporthetes_borissiaki","species"
"846","Chasmaporthetes_exitelus","species"
"847","Chasmaporthetes","genus"
"848","Chasmaporthetes_lunensis","species"
"849","Chasmaporthetes_melei","species"
"850","Chasmaporthetes_nitidula","species"
"851","Chasmaporthetes_ossifragus","species"
"852","Crocuta_crocuta","species"
"853","Crocuta","genus"
"854","Crocuta_eturono","species"
"855","Hyaena_abronia","species"
"856","Hyaena","genus"
"857","Hyaena_hyaena","species"
"858","Hyaenictis_almerai","species"
"859","Hyaenictis","genus"
"860","Hyaenictis_graeca","species"
"861","Hyaenictis_hendeyi","species"
"862","Hyaenictis_preforfex","species"
"863","Hyaenictis_wehaietu","species"
"864","Hyaenictitherium","genus"
"865","Hyaenictitherium_hyaenoides","species"
"866","Hyaenictitherium_minimum","species"
"867","Hyaenictitherium_namaquensis","species"
"868","Hyaenictitherium_parvum","species"
"869","Hyaenictitherium_pilgrimi","species"
"870","Hyaenictitherium_wongii","species"
"871","Ictitherium_ebu","species"
"872","Ictitherium","genus"
"873","Ictitherium_iberium","species"
"874","Ictitherium_intuberculatum","species"
"875","Ictitherium_kurteni","species"
"876","Ictitherium_pannonicum","species"
"877","Ictitherium_tauricum","species"
"878","Ictitherium_viverrinum","species"
"879","Lycyaena","genus"
"880","Lycyaena_choeretis","species"
"881","Lycyaena_dubia","species"
"882","Lycyaena_macrostoma","species"
"883","Lycyaenops_rhomboideae","species"
"884","Lycyaenops_silberbergi","species"
"885","Metahyaena_confector","species"
"886","Miohyaenotherium_bessarabicum","species"
"887","Pachycrocuta_brevirostris","species"
"888","Pachycrocuta","genus"
"889","Palinhyena_reperta","species"
"890","Parahyaena_brunnea","species"
"891","Parahyaena_howelli","species"
"892","Pliocrocuta_perrieri","species"
"893","Pliocrocuta","genus"
"894","Plioviverrops_faventinus","species"
"895","Plioviverrops_gaudryi","species"
"896","Plioviverrops","genus"
"897","Plioviverrops_gervaisi","species"
"898","Plioviverrops_guerini","species"
"899","Plioviverrops_orbignyi","species"
"900","Proteles_amplidentus","species"
"901","Proteles","genus"
"902","Protictitherium_aegaeum","species"
"903","Protictitherium_cingulatum","species"
"904","Protictitherium_crassum","species"
"905","Protictitherium_csakvarense","species"
"906","Protictitherium_gaillardi","species"
"907","Protictitherium","genus"
"908","Protictitherium_intermedium","species"
"909","Protictitherium_llopisi","species"
"910","Protictitherium_punixum","species"
"911","Protictitherium_sumegense","species"
"912","Protictitherium_thessalonikensis","species"
"913","Thalassictis_certa","species"
"914","Thalassictis","genus"
"915","Thalassictis_montadai","species"
"916","Thalassictis_proava","species"
"917","Thalassictis_robusta","species"
"918","Thalassictis_sarmatica","species"
"919","Thalassictis_spelaea","species"
"920","Tongxinictis_primordialis","species"
"921","Tungurictis_spocki","species"
"922","Werdelinus_africanus","species"
"923","Brachyopsigale_dubius","species"
"924","Brachyprotoma_obtusata","species"
"925","Buisnictis_breviramus","species"
"926","Buisnictis_burrowsi","species"
"927","Buisnictis","genus"
"928","Buisnictis_meadensis","species"
"929","Buisnictis_metabatos","species"
"930","Conepatus_chinga","species"
"931","Conepatus","genus"
"932","Conepatus_leuconotus","species"
"933","Conepatus_sanmiguelensis","species"
"934","Conepatus_semistriatus","species"
"935","Martinogale_alveodens","species"
"936","Martinogale_chisoensis","species"
"937","Martinogale_faulli","species"
"938","Martinogale","genus"
"939","Martinogale_nambiana","species"
"940","Mephitis_mephitis","species"
"941","Mephitis","genus"
"942","Mesomephitis_medius","species"
"943","Miomephitis_pilgrimi","species"
"944","Nannomephitis_crassidens","species"
"945","Osmotherium_spelaeum","species"
"946","Plesiomeles_cajali","species"
"947","Pliogale_furlongi","species"
"948","Pliogale","genus"
"949","Pliogale_manka","species"
"950","Promephitis_alexeevi","species"
"951","Promephitis_brevirostris","species"
"952","Promephitis","genus"
"953","Promephitis_hootoni","species"
"954","Promephitis_lartetii","species"
"955","Promephitis_maeotica","species"
"956","Promephitis_maxima","species"
"957","Promephitis_parvus","species"
"958","Promephitis_pristinidens","species"
"959","Promephitis_qinensis","species"
"960","Promephitis _majori","species"
"961","Promephitis _malustenensis","species"
"962","Spilogale","genus"
"963","Spilogale_microdens","species"
"964","Spilogale_putorius","species"
"965","Spilogale_rexroadi","species"
"966","Dawsonicyon_isami","species"
"967","Dormaalocyon_latouri","species"
"968","Eogale_parydros","species"
"969","Gracilocyon_rosei","species"
"970","Gracilocyon_rundlei","species"
"971","Gracilocyon_solei","species"
"972","Gracilocyon_winkleri","species"
"973","Messelogale_kessleri","species"
"974","Miacis_deutschi","species"
"975","Miacis_exiguus","species"
"976","Miacis","genus"
"977","Miacis_gracilis","species"
"978","Miacis_hookwayi","species"
"979","Miacis_igniculus","species"
"980","Miacis_invictus","species"
"981","Miacis_latidens","species"
"982","Miacis_medius","species"
"983","Miacis_parvivorus","species"
"984","Miacis_petilus","species"
"985","Miacis_sylvestris","species"
"986","Miacis_uintensis","species"
"987","Miacis_washakius","species"
"988","Miocyon","genus"
"989","Miocyon_magnus","species"
"990","Miocyon_major","species"
"991","Miocyon_scotti","species"
"992","Miocyon_uintensis","species"
"993","Miocyon_vallisrubrae","species"
"994","Oodectes","genus"
"995","Oodectes_herpestoides","species"
"996","Oodectes_jepseni","species"
"997","Palaearctonyx_meadi","species"
"998","Paramiacis_exilis","species"
"999","Paramiacis_teilharti","species"
"1000","Paroodectes_feisti","species"
"1001","Procynodictis","genus"
"1002","Procynodictis_progressus","species"
"1003","Procynodictis_vulpiceps","species"
"1004","Prodaphaenus_scotti","species"
"1005","Prohesperocyon_wilsoni","species"
"1006","Quercygale_angustidens","species"
"1007","Quercygale_hastingsiae","species"
"1008","Quercygale_helvetica","species"
"1009","Quercygale_smithi","species"
"1010","Simamphicyon_helveticus","species"
"1011","Tapocyon_robustus","species"
"1012","Tapocyon","genus"
"1013","Uintacyon_acutus","species"
"1014","Uintacyon_asodes","species"
"1015","Uintacyon_bathygnathus","species"
"1016","Uintacyon_edax","species"
"1017","Uintacyon","genus"
"1018","Uintacyon_gingerichi","species"
"1019","Uintacyon_hookeri","species"
"1020","Uintacyon_jugulans","species"
"1021","Uintacyon_massetericus","species"
"1022","Uintacyon_pugnax","species"
"1023","Uintacyon_rudis","species"
"1024","Uintacyon_vorax","species"
"1025","Vassacyon_bowni","species"
"1026","Vassacyon","genus"
"1027","Vassacyon_prieuri","species"
"1028","Vassacyon_promicrodon","species"
"1029","Vassacyon_taxidiotis","species"
"1030","Vulpavus_australis","species"
"1031","Vulpavus_canavus","species"
"1032","Vulpavus_farsonensis","species"
"1033","Vulpavus","genus"
"1034","Vulpavus_hargeri","species"
"1035","Vulpavus_ovatus","species"
"1036","Vulpavus_palustris","species"
"1037","Vulpavus_profectus","species"
"1038","Xinyuictis_lushiensis","species"
"1039","Xinyuictis_tenius","species"
"1040","Xinyuictis_thailandicus","species"
"1041","Zodiocyon_zetesios","species"
"1042","Algarolutra_majori","species"
"1043","Anatolictis_laevicaninus","species"
"1044","Aonyx_capensis","species"
"1045","Aonyx","genus"
"1046","Aonyx_cinerea","species"
"1047","Aonyx_indicus","species"
"1048","Arctomeles_dimolodontus","species"
"1049","Arctomeles_ferus","species"
"1050","Arctomeles_gennevauxi","species"
"1051","Arctomeles","genus"
"1052","Arctomeles_pliocaenicus","species"
"1053","Arctomeles_sotnikovae","species"
"1054","Arctomeles_suillus","species"
"1055","Arctonyx_collaris","species"
"1056","Arctonyx","genus"
"1057","Baranogale_adroveri","species"
"1058","Baranogale_balkanica","species"
"1059","Baranogale","genus"
"1060","Baranogale_helbingi","species"
"1061","Brachypsalis","genus"
"1062","Brachypsalis_hyaenoides","species"
"1063","Brachypsalis_matutinus","species"
"1064","Brachypsalis_modicus","species"
"1065","Brachypsalis_pachycephalus","species"
"1066","Cernictis","genus"
"1067","Cernictis_hesperus","species"
"1068","Cernictis_repenningi","species"
"1069","Chamitaxus_avitus","species"
"1070","Craterogale_simus","species"
"1071","Cyrnaonyx_antiqua","species"
"1072","Dinogale_siouxensis","species"
"1073","Djourabus_dabba","species"
"1074","Eirictis_robusta","species"
"1075","Ekorus_ekakoran","species"
"1076","Enhydra_lutris","species"
"1077","Enhydra","genus"
"1078","Enhydra_reevei","species"
"1079","Enhydrictis_ardea","species"
"1080","Enhydrictis_galictoides","species"
"1081","Enhydrictis","genus"
"1082","Enhydriodon_afman","species"
"1083","Enhydriodon_dikikae","species"
"1084","Enhydriodon_falconeri","species"
"1085","Enhydriodon","genus"
"1086","Enhydriodon_sivalensis","species"
"1087","Enhydritherium","genus"
"1088","Enhydritherium_terraenovae","species"
"1089","Eomellivora_fricki","species"
"1090","Eomellivora","genus"
"1091","Eomellivora_hungarica","species"
"1092","Eomellivora_piveteaui","species"
"1093","Eomellivora_tugenensis","species"
"1094","Eomellivora_ursogulo","species"
"1095","Eomellivora_wimani","species"
"1096","Erokomellivora_lothagamensis","species"
"1097","Ferinestrix_rapax","species"
"1098","Ferinestrix_vorax","species"
"1099","Grivamephitis_meini","species"
"1100","Grivamephitis_pusilla","species"
"1101","Gulo_gulo","species"
"1102","Gulo","genus"
"1103","Hoplictis_anatolicus","species"
"1104","Hoplictis_florancei","species"
"1105","Hoplictis","genus"
"1106","Hoplictis_grangerensis","species"
"1107","Hoplictis_noueli","species"
"1108","Howellictis_valentini","species"
"1109","Hydrictis_maculicollis","species"
"1110","Iberictis_azanzae","species"
"1111","Iberictis_buloti","species"
"1112","Ictonyx_libycus","species"
"1113","Ictonyx_striatus","species"
"1114","Ischyrictis_bezaniensis","species"
"1115","Ischyrictis","genus"
"1116","Ischyrictis_helbingi","species"
"1117","Ischyrictis_petteri","species"
"1118","Ischyrictis_zibethoides","species"
"1119","Kinometaxia_guangpui","species"
"1120","Laphictis_mustelinus","species"
"1121","Laphictis_vorax","species"
"1122","Lartetictis_dubia","species"
"1123","Leptarctus_ancipidens","species"
"1124","Leptarctus_bozemanensis","species"
"1125","Leptarctus_desuii","species"
"1126","Leptarctus","genus"
"1127","Leptarctus_kansasensis","species"
"1128","Leptarctus_martini","species"
"1129","Leptarctus_mummorum","species"
"1130","Leptarctus_neimenguensis","species"
"1131","Leptarctus_oregonensis","species"
"1132","Leptarctus_primus","species"
"1133","Leptarctus_progressus","species"
"1134","Leptarctus_supremus","species"
"1135","Leptarctus_timmi","species"
"1136","Leptarctus_webbi","species"
"1137","Leptarctus_woodburnei","species"
"1138","Leptarctus_wortmani","species"
"1139","Limnonyx","genus"
"1140","Limnonyx_pontica","species"
"1141","Limnonyx_sinerizi","species"
"1142","Lontra_canadensis","species"
"1143","Lontra","genus"
"1144","Lontra_weiri","species"
"1145","Lutra_affinis","species"
"1146","Lutra_aonychoides","species"
"1147","Lutra_castiglionis","species"
"1148","Lutra_euxena","species"
"1149","Lutra_fatimazohrae","species"
"1150","Lutra","genus"
"1151","Lutra_libyca","species"
"1152","Lutra_licenti","species"
"1153","Lutra_lutra","species"
"1154","Lutra_palaeindica","species"
"1155","Lutra_simplicidens","species"
"1156","Lutra_sumatrana","species"
"1157","Lutraeximia_trinacriae","species"
"1158","Lutraeximia_umbra","species"
"1159","Lutravus_halli","species"
"1160","Lutrogale_cretensis","species"
"1161","Lutrogale_palaeoleptonyx","species"
"1162","Lutrogale_perspicillata","species"
"1163","Marcetia_santigae","species"
"1164","Martes_americana","species"
"1165","Martes_andersoni","species"
"1166","Martes_basilii","species"
"1167","Martes_burdigaliensis","species"
"1168","Martes_cadeoti","species"
"1169","Martes_collongensis","species"
"1170","Martes_delphinensis","species"
"1171","Martes_diluviana","species"
"1172","Martes_filholi","species"
"1173","Martes_flavigula","species"
"1174","Martes_foina","species"
"1175","Martes","genus"
"1176","Martes_glareae","species"
"1177","Martes_jaegeri","species"
"1178","Martes_khelifensis","species"
"1179","Martes_laevidens","species"
"1180","Martes_lefkonensis","species"
"1181","Martes_martes","species"
"1182","Martes_mellibulla","species"
"1183","Martes_munki","species"
"1184","Martes_occulta","species"
"1185","Martes_oregonensis","species"
"1186","Martes_paleosinensis","species"
"1187","Martes_pennanti","species"
"1188","Martes_sainjoni","species"
"1189","Martes_sansaniensis","species"
"1190","Martes_stirtoni","species"
"1191","Martes_wenzensis","species"
"1192","Martes_woodwardi","species"
"1193","Martes_zibellina","species"
"1194","Megalenhydris_barbaricina","species"
"1195","Megalictis_ferox","species"
"1196","Megalictis_frazieri","species"
"1197","Megalictis","genus"
"1198","Megalictis_petersoni","species"
"1199","Megalictis_simplicidens","species"
"1200","Meles_chiai","species"
"1201","Meles_dimitrius","species"
"1202","Meles","genus"
"1203","Meles_hollitzeri","species"
"1204","Meles_iberica","species"
"1205","Meles_leucurus","species"
"1206","Meles_meles","species"
"1207","Meles_teilhardi","species"
"1208","Meles_thorali","species"
"1209","Mellalictis_mellalensis","species"
"1210","Mellivora_capensis","species"
"1211","Mellivora","genus"
"1212","Melodon_majori","species"
"1213","Melodon","genus"
"1214","Melogale","genus"
"1215","Melogale_orientalis","species"
"1216","Miomustela","genus"
"1217","Miomustela_madisonae","species"
"1218","Mionictis_angustidens","species"
"1219","Mionictis_artenensis","species"
"1220","Mionictis_dubia","species"
"1221","Mionictis_elegans","species"
"1222","Mionictis","genus"
"1223","Mionictis_incertus","species"
"1224","Mionictis_letifer","species"
"1225","Mionictis_pristinus","species"
"1226","Mustela_altaica","species"
"1227","Mustela_erminea","species"
"1228","Mustela_eversmanii","species"
"1229","Mustela_frenata","species"
"1230","Mustela","genus"
"1231","Mustela_jacksoni","species"
"1232","Mustela_kathiah","species"
"1233","Mustela_leporinum","species"
"1234","Mustela_majori","species"
"1235","Mustela_meltoni","species"
"1236","Mustela_nigripes","species"
"1237","Mustela_nivalis","species"
"1238","Mustela_nudipes","species"
"1239","Mustela_palaeattica","species"
"1240","Mustela_palaeosinensis","species"
"1241","Mustela_pliocaenica","species"
"1242","Mustela_putorius","species"
"1243","Mustela_rexroadensis","species"
"1244","Mustela_sibirica","species"
"1245","Mustela_stromeri","species"
"1246","Namibictis_senuti","species"
"1247","Neovison_vison","species"
"1248","Oligobunis_crassivultus","species"
"1249","Oligobunis_floridanus","species"
"1250","Oligobunis","genus"
"1251","Palaeomeles_pachecoi","species"
"1252","Paludolutra_campanii","species"
"1253","Paludolutra_lluecai","species"
"1254","Pannonictis","genus"
"1255","Pannonictis_nestii","species"
"1256","Pannonictis_pachygnatha","species"
"1257","Pannonictis_pliocaenica","species"
"1258","Paralutra_garganensis","species"
"1259","Paralutra","genus"
"1260","Paralutra_jaegeri","species"
"1261","Paralutra_transdanubica","species"
"1262","Parataxidea_crassa","species"
"1263","Parataxidea","genus"
"1264","Parataxidea_maraghana","species"
"1265","Parataxidea_sinensis","species"
"1266","Plesiogulo_botori","species"
"1267","Plesiogulo_brachygnathus","species"
"1268","Plesiogulo_crassa","species"
"1269","Plesiogulo","genus"
"1270","Plesiogulo_lindsayi","species"
"1271","Plesiogulo_marshalli","species"
"1272","Plesiogulo_monspessulanus","species"
"1273","Plesiogulo_praecocidens","species"
"1274","Plionictis_buwaldi","species"
"1275","Plionictis_gazini","species"
"1276","Plionictis","genus"
"1277","Plionictis_kinseyi","species"
"1278","Plionictis_oaxacaensis","species"
"1279","Plionictis_ogygia","species"
"1280","Plionictis_oregonensis","species"
"1281","Plionictis_parviloba","species"
"1282","Pliotaxidea_garberi","species"
"1283","Pliotaxidea","genus"
"1284","Pliotaxidea_nevadensis","species"
"1285","Poecilogale","genus"
"1286","Polgardia_pannonica","species"
"1287","Prepoecilogale_bolti","species"
"1288","Promartes_darbyi","species"
"1289","Promartes_gemmarosae","species"
"1290","Promartes","genus"
"1291","Promartes_lepidus","species"
"1292","Promeles","genus"
"1293","Promeles_macedonicus","species"
"1294","Promeles_palaeattica","species"
"1295","Proputorius","genus"
"1296","Proputorius_lufengensis","species"
"1297","Proputorius_minimus","species"
"1298","Proputorius_pusillus","species"
"1299","Proputorius_sansaniensis","species"
"1300","Proputorius_yaogouensis","species"
"1301","Pteronura_brasiliensis","species"
"1302","Sabadellictis","genus"
"1303","Sabadellictis_crusafonti","species"
"1304","Sardolutra_ichnusae","species"
"1305","Satherium_piscinarium","species"
"1306","Satherium","genus"
"1307","Schultzogale_inexpecta ","species"
"1308","Siamogale_thailandica","species"
"1309","Sivanasua","genus"
"1310","Sivanasua_moravica","species"
"1311","Sivanasua_viverroides","species"
"1312","Sivaonyx_africanus","species"
"1313","Sivaonyx_bathygnathus","species"
"1314","Sivaonyx_beyi","species"
"1315","Sivaonyx_ekecaman","species"
"1316","Sivaonyx_gandakasensis","species"
"1317","Sivaonyx","genus"
"1318","Sivaonyx_hessicus","species"
"1319","Sivaonyx_kamuhangirei","species"
"1320","Sivaonyx_senutae","species"
"1321","Sivaonyx_soriae","species"
"1322","Sminthosinis","genus"
"1323","Sminthosinis_bowleri","species"
"1324","Sthenictis_bellus","species"
"1325","Sthenictis_campestris","species"
"1326","Sthenictis_dolichops","species"
"1327","Sthenictis","genus"
"1328","Sthenictis_junturensis","species"
"1329","Sthenictis_lacota","species"
"1330","Sthenictis_neimengguensis","species"
"1331","Sthenictis_robustus","species"
"1332","Taxidea","genus"
"1333","Taxidea_mexicana","species"
"1334","Taxidea_taxus","species"
"1335","Taxodon","genus"
"1336","Taxodon_hessicum","species"
"1337","Taxodon_sansaniensis","species"
"1338","Tisisthenes_parvus","species"
"1339","Torolutra_angololensis","species"
"1340","Torolutra_ougandensis","species"
"1341","Torolutra","genus"
"1342","Trigonictis_cookii","species"
"1343","Trigonictis","genus"
"1344","Trigonictis_macrodon","species"
"1345","Trocharion_albanense","species"
"1346","Trocharion","genus"
"1347","Trochotherium","genus"
"1348","Trochotherium_cyamoides","species"
"1349","Tyrrhenolutra_helbingi","species"
"1350","Vishnuonyx_chinjiensis","species"
"1351","Vormela","genus"
"1352","Vormela_peregusna","species"
"1353","Vormela_petenyii","species"
"1354","Zodiolestes_daimonelixensis","species"
"1355","Zodiolestes_freundi","species"
"1356","Zodiolestes","genus"
"1357","Arikarictis_chapini","species"
"1358","Bathygale_lemanensis","species"
"1359","Brevimalictis_chikasha","species"
"1360","Circamustela","genus"
"1361","Circamustela_dechaseauxi","species"
"1362","Franconictis_vireti","species"
"1363","Gaillardina_transitoria","species"
"1364","Legionarictis_fortidens","species"
"1365","Luogale_rusingensis","species"
"1366","Matanomictis_maniyarensis","species"
"1367","Mustelavus","genus"
"1368","Mustelavus_priscus","species"
"1369","Mustelictis _olivieri","species"
"1370","Mustelictis _piveteaui","species"
"1371","Negodiaetictis_rugatrulleum","species"
"1372","Paragale_huerzeleri","species"
"1373","Paramartes_pococki","species"
"1374","Plesiogale_angustifrons","species"
"1375","Plesiogale_postfelina","species"
"1376","Rhodanictis_depereti","species"
"1377","Rhodanictis","genus"
"1378","Sinictis_dolicognathus","species"
"1379","Trochictis_artenensis","species"
"1380","Trochictis_carbonaria","species"
"1381","Trochictis","genus"
"1382","Trochictis_narcisoi","species"
"1383","Dinaelurus_crassus","species"
"1384","Dinailurictis _bonali","species"
"1385","Dinictis_felina","species"
"1386","Dinictis","genus"
"1387","Eofelis","genus"
"1388","Eofelis _edwardsii","species"
"1389","Eofelis _giganteus","species"
"1390","Hoplophoneus_bidentatus","species"
"1391","Hoplophoneus_cerebralis","species"
"1392","Hoplophoneus","genus"
"1393","Hoplophoneus_mentalis","species"
"1394","Hoplophoneus_occidentalis","species"
"1395","Hoplophoneus_primaevus","species"
"1396","Hoplophoneus_sicarius","species"
"1397","Hoplophoneus_villebramarensis","species"
"1398","Maofelis_cantonensis","species"
"1399","Nanosmilus_kurteni","species"
"1400","Nimravus_brachyops","species"
"1401","Nimravus","genus"
"1402","Nimravus_intermedius","species"
"1403","Pogonodon_davisi","species"
"1404","Pogonodon","genus"
"1405","Pogonodon_platycopis","species"
"1406","Quercylurus_major","species"
"1407","Aivukus_cedrosensis","species"
"1408","Archaeodobenus_akamatsui","species"
"1409","Brachyallodesmus_packardi","species"
"1410","Dusignathus","genus"
"1411","Dusignathus_santacruzensis","species"
"1412","Dusignathus_seftoni","species"
"1413","Gomphotaria_pugnax","species"
"1414","Imagotaria_downsi","species"
"1415","Imagotaria","genus"
"1416","Kamtschatarctos_sinelnikovae","species"
"1417","Neotherium","genus"
"1418","Neotherium_mirum","species"
"1419","Odobenus","genus"
"1420","Odobenus_mandanoensis","species"
"1421","Odobenus_rosmarus","species"
"1422","Ontocetus_emmonsi","species"
"1423","Ontocetus","genus"
"1424","Pelagiarctos","genus"
"1425","Pelagiarctos_thomasi","species"
"1426","Pliopedia_pacifica","species"
"1427","Pontolis","genus"
"1428","Pontolis_magnus","species"
"1429","Proneotherium_repenningi","species"
"1430","Protodobenus_japonicus","species"
"1431","Prototaria_planicephala","species"
"1432","Prototaria_primigena","species"
"1433","Pseudotaria_muramotoi","species"
"1434","Valenictus_chulavistensis","species"
"1435","Valenictus","genus"
"1436","Valenictus_imperialensis","species"
"1437","Arctocephalus_forsteri","species"
"1438","Arctocephalus_gazella","species"
"1439","Arctocephalus","genus"
"1440","Arctocephalus_pusillus","species"
"1441","Arctocephalus_townsendi","species"
"1442","Callorhinus","genus"
"1443","Callorhinus_gilmorei","species"
"1444","Callorhinus_ursinus","species"
"1445","Eotaria_crypta","species"
"1446","Eumetopias","genus"
"1447","Eumetopias_jubatus","species"
"1448","Eumetopias_kishidai","species"
"1449","Eumetopias_ojiyaensis","species"
"1450","Hydrarctos_lomasiensis","species"
"1451","Neophoca_cinerea","species"
"1452","Neophoca_palatina","species"
"1453","Oriensarctos_watasei","species"
"1454","Otaria_byronia","species"
"1455","Otaria","genus"
"1456","Phocarctos_hookeri","species"
"1457","Pithanotaria_starri","species"
"1458","Pithanotaria","genus"
"1459","Proterozetes_ulysses","species"
"1460","Thalassoleon_inouei","species"
"1461","Thalassoleon_macnallyae","species"
"1462","Thalassoleon_mexicanus","species"
"1463","Zalophus_californianus","species"
"1464","Zalophus","genus"
"1465","Zalophus_japonicus","species"
"1466","Lycophocyon_hutchisoni","species"
"1467","Palaeogale_dorothiae","species"
"1468","Palaeogale","genus"
"1469","Palaeogale_hyaenoides","species"
"1470","Palaeogale_minuta_Eurasia","species"
"1471","Palaeogale_minuta_NorthAmerica","species"
"1472","Palaeogale_praehyaenoides","species"
"1473","Palaeogale_sanguinarius","species"
"1474","Palaeogale_sectoria_Eurasia","species"
"1475","Palaeogale_sectoria_NorthAmerica","species"
"1476","Ambloctonus_hyaenoides","species"
"1477","Ambloctonus_major","species"
"1478","Ambloctonus_priscus","species"
"1479","Ambloctonus_sinosus","species"
"1480","Apataelurus_kayi","species"
"1481","Dipsalidictis_aequidens","species"
"1482","Dipsalidictis","genus"
"1483","Dipsalidictis_krausei","species"
"1484","Dipsalidictis_platypus","species"
"1485","Dipsalidictis_transiens","species"
"1486","Dipsalodon_churchillorum","species"
"1487","Dipsalodon","genus"
"1488","Dipsalodon_matthewi","species"
"1489","Machaeroides_eothen","species"
"1490","Machaeroides_simpsoni","species"
"1491","Malfelis_badwaterensis","species"
"1492","Oxyaena_forcipata","species"
"1493","Oxyaena","genus"
"1494","Oxyaena_gulo","species"
"1495","Oxyaena_intermedia","species"
"1496","Oxyaena_lupina","species"
"1497","Oxyaena_pardalis","species"
"1498","Oxyaena_simpsoni","species"
"1499","Oxyaena_woutersi","species"
"1500","Palaeonictis","genus"
"1501","Palaeonictis_gigantea","species"
"1502","Palaeonictis_occidentalis","species"
"1503","Palaeonictis_peloria","species"
"1504","Palaeonictis_wingi","species"
"1505","Patriofelis_ferox","species"
"1506","Patriofelis","genus"
"1507","Patriofelis_ulta","species"
"1508","Protopsalis_tigrinus","species"
"1509","Sarkastodon_mongoliensis","species"
"1510","Tytthaena_lichna","species"
"1511","Tytthaena_parrisi","species"
"1512","Dinocrocuta_algeriensis","species"
"1513","Dinocrocuta","genus"
"1514","Dinocrocuta_gigantea","species"
"1515","Dinocrocuta_robusta","species"
"1516","Dinocrocuta_salonicae","species"
"1517","Dinocrocuta_senyureki","species"
"1518","Percrocuta_abessalomi","species"
"1519","Percrocuta_carnifex","species"
"1520","Percrocuta","genus"
"1521","Percrocuta_leakeyi","species"
"1522","Percrocuta_miocenica","species"
"1523","Percrocuta_tobieni","species"
"1524","Percrocuta_tungurensis","species"
"1525","Acrophoca","genus"
"1526","Acrophoca_longirostris","species"
"1527","Afrophoca_libyca","species"
"1528","Australophoca_changorum","species"
"1529","Batavipusa_neerlandica","species"
"1530","Cryptophoca_maeotica","species"
"1531","Cystophora_cristata","species"
"1532","Devinophoca_claytoni","species"
"1533","Devinophoca_emryi","species"
"1534","Erignathus_barbatus","species"
"1535","Gryphoca_nordica","species"
"1536","Gryphoca_similis","species"
"1537","Hadrokirus_martini","species"
"1538","Halichoerus_grypus","species"
"1539","Histriophoca_fasciata","species"
"1540","Homiphoca_capensis","species"
"1541","Hydrurga_leptonyx","species"
"1542","Hydrurga","genus"
"1543","Kawas_benegasorum","species"
"1544","Leptonychotes_weddellii","species"
"1545","Leptophoca_amphiatlantica","species"
"1546","Leptophoca","genus"
"1547","Leptophoca_lenis","species"
"1548","Lobodon_carcinophaga","species"
"1549","Messiphoca_mauretanica","species"
"1550","Miophoca_vetusta","species"
"1551","Mirounga_angustirostris","species"
"1552","Mirounga_leonina","species"
"1553","Mirounga","genus"
"1554","Monachopsis_pontica","species"
"1555","Monachus_monachus","species"
"1556","Monotherium_gaudini","species"
"1557","Monotherium","genus"
"1558","Monotherium_wymani","species"
"1559","Neomonachus_schauinslandi","species"
"1560","Neomonachus_tropicalis","species"
"1561","Ommatophoca_rossii","species"
"1562","Pachyphoca_chapskii","species"
"1563","Pachyphoca_ukrainica","species"
"1564","Pagophilus_groenlandicus","species"
