"pbdb_flags","pbdb_taxon_no","pbdb_taxon_rank","pbdb_taxon_name","pbdb_taxon_attr","pbdb_difference","pbdb_accepted_no","pbdb_accepted_rank","pbdb_accepted_name","pbdb_parent_name","pbdb_immpar_name","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_taxon_author_parentheses","pbdb_taxon_author_name","pbdb_taxon_author_year","pbdb_accepted_author_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year","pbdb_alternative_synonym","pbdb_genus_difference"
NA,433152,"species","Vulpes_pallida","Cretzschmar 1826",NA,433152,"species","Vulpes_pallida","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Cretzschmar","1826",FALSE,"Cretzschmar","1826","Vulpes_pallida",FALSE
NA,475271,"species","Vulpes_skinneri","Hartstone-Rose et al. 2013",NA,475271,"species","Vulpes_skinneri","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Hartstone-Rose_et-al","2013",FALSE,"Hartstone-Rose_et-al","2013","Vulpes_skinneri",FALSE
NA,433160,"species","Vulpes_riffautae","de Bonis et al. 2007",NA,433160,"species","Vulpes_riffautae","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"De-Bonis_et-al","2007",FALSE,"De-Bonis_et-al","2007","Vulpes_riffautae",FALSE
NA,475235,"species","Vulpes_rooki","Bartolini Lucenti 2021",NA,475235,"species","Vulpes_rooki","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Bartolini-Lucenti","2021",FALSE,"Bartolini-Lucenti","2021","Vulpes_rooki",FALSE
NA,476432,"species","Vulpes_griffithi","Blyth 1854",NA,476432,"species","Vulpes_griffithi","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Blyth","1854",FALSE,"Blyth","1854","Vulpes_griffithi",FALSE
NA,433150,"species","Vulpes_cana","(Blanford 1877)",NA,433150,"species","Vulpes_cana","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Blanford","1877",TRUE,"Blanford","1877","Vulpes_cana",FALSE
"V",235498,"species","Canis_chama","(Smith 1833)","recombined as",235498,"species","Vulpes_chama","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Smith","1833",TRUE,"Smith","1833","Vulpes_chama",FALSE
NA,235499,"species","Vulpes_chama","(Smith 1833)",NA,235498,"species","Vulpes_chama","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Smith","1833",TRUE,"Smith","1833","Vulpes_chama",FALSE
"V",44890,"species","Canis_vulpes","(Linnaeus 1758)","recombined as",44890,"species","Vulpes_vulpes","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Vulpes_vulpes",FALSE
NA,52691,"species","Vulpes_vulpes","(Linnaeus 1758)",NA,44890,"species","Vulpes_vulpes","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Vulpes_vulpes",FALSE
NA,104155,"species","Canis_alopex","(Linnaeus 1758)","subjective synonym of",44890,"species","Vulpes_vulpes","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Vulpes_vulpes",FALSE
"V",233612,"species","Vulpes_alopex","(Linnaeus 1758)","subjective synonym of",44890,"species","Vulpes_vulpes","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Vulpes_vulpes",FALSE
NA,52683,"species","Vulpes_fulva","Desmarest 1829","subjective synonym of",44890,"species","Vulpes_vulpes","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Desmarest","1829",TRUE,"Linnaeus","1758","Vulpes_vulpes",FALSE
NA,52686,"species","Vulpes_palmaria","Hay 1917","subjective synonym of",44890,"species","Vulpes_vulpes","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Hay","1917",TRUE,"Linnaeus","1758","Vulpes_vulpes",FALSE
"V",305892,"species","Vulpes_cascadensis","(Merriam 1900)","replaced by",44890,"species","Vulpes_vulpes","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Merriam","1900",TRUE,"Linnaeus","1758","Vulpes_vulpes",FALSE
NA,460197,"subspecies","Vulpes_vulpes_cascadensis","(Merriam 1900)","replaced by",44890,"species","Vulpes_vulpes","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Merriam","1900",TRUE,"Linnaeus","1758","Vulpes_vulpes",FALSE
NA,239408,"subspecies","Canis_vulpes_montana","Pearson 1835","subjective synonym of",44890,"species","Vulpes_vulpes","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Pearson","1835",TRUE,"Linnaeus","1758","Vulpes_vulpes",FALSE
NA,476429,"species","Vulpes_montana","Pearson 1836",NA,476429,"species","Vulpes_montana","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Pearson","1836",FALSE,"Pearson","1836","Vulpes_montana",FALSE
NA,453302,"species","Vulpes_pensylvanicus","Boddaert 1784",NA,453302,"species","Vulpes_pensylvanicus","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Boddaert","1784",FALSE,"Boddaert","1784","Vulpes_pensylvanicus",FALSE
NA,365928,"species","Vulpes_vulgaris","Oken 1816",NA,365928,"species","Vulpes_vulgaris","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Oken","1816",FALSE,"Oken","1816","Vulpes_vulgaris",FALSE
NA,474913,"species","Vulpes_odessana","Odintzov 1967",NA,474913,"species","Vulpes_odessana","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Odintzov","1967",FALSE,"Odintzov","1967","Vulpes_odessana",FALSE
"V",232956,"species","Canis_rueppellii","(Schinz 1825)","recombined as",232956,"species","Vulpes_rueppellii","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Schinz","1825",TRUE,"Schinz","1825","Vulpes_rueppellii",FALSE
NA,232957,"species","Vulpes_rueppellii","(Schinz 1825)",NA,232956,"species","Vulpes_rueppellii","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Schinz","1825",TRUE,"Schinz","1825","Vulpes_rueppellii",FALSE
NA,376903,"species","Vulpes_praecorsac","Kormos 1932",NA,376903,"species","Vulpes_praecorsac","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Kormos","1932",FALSE,"Kormos","1932","Vulpes_praecorsac",FALSE
NA,474917,"species","Alopex_praeglacialis","Kormos 1932",NA,474917,"species","Alopex_praeglacialis","Vulpes","Alopex","Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Kormos","1932",FALSE,"Kormos","1932","Vulpes_praeglacialis",TRUE
NA,376904,"species","Vulpes_corsac","Linnaeus 1768",NA,376904,"species","Vulpes_corsac","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Linnaeus","1768",FALSE,"Linnaeus","1768","Vulpes_corsac",FALSE
NA,433154,"species","Vulpes_zerda","(Zimmermannn 1780)",NA,433154,"species","Vulpes_zerda","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Zimmermannn","1780",TRUE,"Zimmermannn","1780","Vulpes_zerda",FALSE
NA,433155,"species","Vulpes_galaticus","Ginsburg 1998",NA,433155,"species","Vulpes_galaticus","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Ginsburg","1998",FALSE,"Ginsburg","1998","Vulpes_galaticus",FALSE
NA,433158,"species","Vulpes_praeglacialis","(Kormos 1932)",NA,433158,"species","Vulpes_praeglacialis","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Kormos","1932",TRUE,"Kormos","1932","Vulpes_praeglacialis",FALSE
NA,474918,"species","Vulpes_marinosi","Sickenberg 1971","subjective synonym of",433158,"species","Vulpes_praeglacialis","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Sickenberg","1971",TRUE,"Kormos","1932","Vulpes_praeglacialis",FALSE
"V",44888,"species","Canis_velox","(Say 1823)","recombined as",44888,"species","Vulpes_velox","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Say","1823",TRUE,"Say","1823","Vulpes_velox",FALSE
NA,52690,"species","Vulpes_velox","(Say 1823)",NA,44888,"species","Vulpes_velox","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Say","1823",TRUE,"Say","1823","Vulpes_velox",FALSE
NA,300791,"species","Vulpes_kernensis","Tedford et al. 2009",NA,300791,"species","Vulpes_kernensis","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Tedford_et-al","2009",FALSE,"Tedford_et-al","2009","Vulpes_kernensis",FALSE
NA,52688,"species","Vulpes_stenognathus","Savage 1941",NA,52688,"species","Vulpes_stenognathus","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Savage","1941",FALSE,"Savage","1941","Vulpes_stenognathus",FALSE
NA,433149,"species","Vulpes_bengalensis","Shaw 1800",NA,433149,"species","Vulpes_bengalensis","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Shaw","1800",FALSE,"Shaw","1800","Vulpes_bengalensis",FALSE
"V",43911,"species","Alopex_lagopus","(Linnaeus 1758)","recombined as",44853,"species","Vulpes_lagopus","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Vulpes_lagopus",FALSE
"V",44853,"species","Canis_lagopus","(Linnaeus 1758)","recombined as",44853,"species","Vulpes_lagopus","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Vulpes_lagopus",FALSE
NA,235344,"species","Vulpes_lagopus","(Linnaeus 1758)",NA,44853,"species","Vulpes_lagopus","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Vulpes_lagopus",FALSE
"V",476442,"species","Leucocyon_lagopus","(Linnaeus 1758)","recombined as",44853,"species","Vulpes_lagopus","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Vulpes_lagopus",FALSE
NA,433151,"species","Vulpes_ferrilata","Hodgson 1842",NA,433151,"species","Vulpes_ferrilata","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Hodgson","1842",FALSE,"Hodgson","1842","Vulpes_ferrilata",FALSE
"V",476430,"species","Vulpes_ferrilatus","Hodgson 1842","obsolete variant of",433151,"species","Vulpes_ferrilata","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Hodgson","1842",FALSE,"Hodgson","1842","Vulpes_ferrilata",FALSE
"V",232949,"species","Canis_zerda","(Zimmermannn 1780)","recombined as",232949,"species","Fennecus_zerda","Vulpes","Fennecus","Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Zimmermannn","1780",TRUE,"Zimmermannn","1780","Vulpes_zerda",TRUE
NA,232950,"species","Fennecus_zerda","(Zimmermannn 1780)",NA,232949,"species","Fennecus_zerda","Vulpes","Fennecus","Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Zimmermannn","1780",TRUE,"Zimmermannn","1780","Vulpes_zerda",TRUE
"V",476439,"species","Megalotis_caama","(Smith 1839)","recombined as",476439,"species","Fennecus_caama","Vulpes","Fennecus","Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Smith","1839",TRUE,"Smith","1839","Vulpes_caama",TRUE
NA,476440,"species","Fennecus_caama","(Smith 1839)",NA,476439,"species","Fennecus_caama","Vulpes","Fennecus","Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Smith","1839",TRUE,"Smith","1839","Vulpes_caama",TRUE
NA,476436,"species","Fennecus_zaarensis","Skjoldebrand 1777",NA,476436,"species","Fennecus_zaarensis","Vulpes","Fennecus","Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Skjoldebrand","1777",FALSE,"Skjoldebrand","1777","Vulpes_zaarensis",TRUE
"V",44873,"species","Canis_pallidus","(Merriam 1867)","recombined as",44873,"species","Fennecus_pallidus","Vulpes","Fennecus","Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Merriam","1867",TRUE,"Merriam","1867","Vulpes_pallidus",TRUE
NA,476437,"species","Fennecus_pallidus","(Merriam 1867)",NA,44873,"species","Fennecus_pallidus","Vulpes","Fennecus","Chordata","Mammalia","Carnivora","Canidae","Vulpes",TRUE,"Merriam","1867",TRUE,"Merriam","1867","Vulpes_pallidus",TRUE
NA,476431,"species","Vulpes_niloticus","Geoffroy Saint-Hilaire 1803",NA,476431,"species","Vulpes_niloticus","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Geoffroy-Saint-Hilaire","1803",FALSE,"Geoffroy-Saint-Hilaire","1803","Vulpes_niloticus",FALSE
NA,433156,"species","Vulpes_angustidens","Thenius 1954",NA,433156,"species","Vulpes_angustidens","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Thenius","1954",FALSE,"Thenius","1954","Vulpes_angustidens",FALSE
NA,476435,"species","Vulpes_karagan","Erxleben 1777",NA,476435,"species","Vulpes_karagan","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Erxleben","1777",FALSE,"Erxleben","1777","Vulpes_karagan",FALSE
NA,476434,"species","Vulpes_pusilla","Blyth 1854",NA,476434,"species","Vulpes_pusilla","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Blyth","1854",FALSE,"Blyth","1854","Vulpes_pusilla",FALSE
NA,470111,"species","Vulpes_sinensis","Schlosser 1903",NA,470111,"species","Vulpes_sinensis","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Schlosser","1903",FALSE,"Schlosser","1903","Vulpes_sinensis",FALSE
NA,476428,"species","Vulpes_flavescens","Gray 1843",NA,476428,"species","Vulpes_flavescens","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Gray","1843",FALSE,"Gray","1843","Vulpes_flavescens",FALSE
NA,476433,"species","Vulpes_japonica","Ognev 1823",NA,476433,"species","Vulpes_japonica","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Ognev","1823",FALSE,"Ognev","1823","Vulpes_japonica",FALSE
NA,330104,"species","Vulpes_mathisoni","Geraads et al. 2015",NA,330104,"species","Vulpes_mathisoni","Vulpes",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",FALSE,"Geraads_et-al","2015",FALSE,"Geraads_et-al","2015","Vulpes_mathisoni",FALSE
NA,347443,"species","Chailicyon_crassidens","Chow 1975",NA,347443,"species","Chailicyon_crassidens","Chailicyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Chailicyon",FALSE,"Chow","1975",FALSE,"Chow","1975","Chailicyon_crassidens",FALSE
"V",300807,"species","Cerdocyon_avius","(Torres and Ferrusquia 1981)","recombined as",300807,"species","Ferrucyon_avius","Ferrucyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Ferrucyon",TRUE,"Torres_Ferrusquia","1981",TRUE,"Torres_Ferrusquia","1981","Ferrucyon_avius",FALSE
NA,424819,"species","Ferrucyon_avius","(Torres and Ferrusquia 1981)",NA,300807,"species","Ferrucyon_avius","Ferrucyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Ferrucyon",TRUE,"Torres_Ferrusquia","1981",TRUE,"Torres_Ferrusquia","1981","Ferrucyon_avius",FALSE
"V",232958,"species","Canis_megalotis","(Desmarest 1822)","recombined as",232958,"species","Otocyon_megalotis","Otocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Otocyon",TRUE,"Desmarest","1822",TRUE,"Desmarest","1822","Otocyon_megalotis",FALSE
NA,232959,"species","Otocyon_megalotis","(Desmarest 1822)",NA,232958,"species","Otocyon_megalotis","Otocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Otocyon",TRUE,"Desmarest","1822",TRUE,"Desmarest","1822","Otocyon_megalotis",FALSE
NA,433148,"species","Prototocyon_recki","Pohle 1928",NA,433148,"species","Prototocyon_recki","Prototocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Prototocyon",FALSE,"Pohle","1928",FALSE,"Pohle","1928","Prototocyon_recki",FALSE
NA,300799,"species","Metalopex_macconnelli","Tedford et al. 2009",NA,300799,"species","Metalopex_macconnelli","Metalopex",NA,"Chordata","Mammalia","Carnivora","Canidae","Metalopex",FALSE,"Tedford_et-al","2009",FALSE,"Tedford_et-al","2009","Metalopex_macconnelli",FALSE
NA,300797,"species","Metalopex_merriami","Tedford and Wang 2008",NA,300797,"species","Metalopex_merriami","Metalopex",NA,"Chordata","Mammalia","Carnivora","Canidae","Metalopex",FALSE,"Tedford_Wang","2008",FALSE,"Tedford_Wang","2008","Metalopex_merriami",FALSE
NA,300800,"species","Metalopex_bakeri","Tedford et al. 2009",NA,300800,"species","Metalopex_bakeri","Metalopex",NA,"Chordata","Mammalia","Carnivora","Canidae","Metalopex",FALSE,"Tedford_et-al","2009",FALSE,"Tedford_et-al","2009","Metalopex_bakeri",FALSE
NA,52597,"species","Urocyon_progressus","Stevens 1965",NA,52597,"species","Urocyon_progressus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",FALSE,"Stevens","1965",FALSE,"Stevens","1965","Urocyon_progressus",FALSE
NA,476443,"species","Urocyon_virginianus","Baird 1857",NA,476443,"species","Urocyon_virginianus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",FALSE,"Baird","1857",FALSE,"Baird","1857","Urocyon_virginianus",FALSE
NA,300802,"species","Urocyon_galushai","Tedford et al. 2009",NA,300802,"species","Urocyon_galushai","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",FALSE,"Tedford_et-al","2009",FALSE,"Tedford_et-al","2009","Urocyon_galushai",FALSE
NA,52593,"species","Urocyon_atwaterensis","Getz 1960","subjective synonym of",300802,"species","Urocyon_galushai","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",FALSE,"Getz","1960",FALSE,"Tedford_et-al","2009","Urocyon_galushai",FALSE
NA,52596,"species","Urocyon_minicephalus","Martin 1974",NA,52596,"species","Urocyon_minicephalus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",FALSE,"Martin","1974",FALSE,"Martin","1974","Urocyon_minicephalus",FALSE
"V",44832,"species","Canis_cinereoargenteus","(Schreber 1775)","recombined as",44832,"species","Urocyon_cinereoargenteus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",TRUE,"Schreber","1775",TRUE,"Schreber","1775","Urocyon_cinereoargenteus",FALSE
NA,52594,"species","Urocyon_cinereoargenteus","(Schreber 1775)",NA,44832,"species","Urocyon_cinereoargenteus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",TRUE,"Schreber","1775",TRUE,"Schreber","1775","Urocyon_cinereoargenteus",FALSE
"V",395716,"species","Canis_cinereoargentatus","(Schreber 1775)","recombined as",44832,"species","Urocyon_cinereoargenteus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",TRUE,"Schreber","1775",TRUE,"Schreber","1775","Urocyon_cinereoargenteus",FALSE
"V",476478,"species","Vulpes_cinereoargenteus","(Schreber 1775)","recombined as",44832,"species","Urocyon_cinereoargenteus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",TRUE,"Schreber","1775",TRUE,"Schreber","1775","Urocyon_cinereoargenteus",FALSE
NA,453306,"species","Urocyon_guatemalae","Miller 1899","subjective synonym of",44832,"species","Urocyon_cinereoargenteus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",FALSE,"Miller","1899",TRUE,"Schreber","1775","Urocyon_cinereoargenteus",FALSE
NA,453305,"species","Urocyon_parvidens","Miller 1899","subjective synonym of",44832,"species","Urocyon_cinereoargenteus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",FALSE,"Miller","1899",TRUE,"Schreber","1775","Urocyon_cinereoargenteus",FALSE
NA,453301,"species","Canis_virginianus","Schreber 1775","subjective synonym of",44832,"species","Urocyon_cinereoargenteus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",FALSE,"Schreber","1775",TRUE,"Schreber","1775","Urocyon_cinereoargenteus",FALSE
NA,453304,"species","Urocyon_californicus","Merriam 1899","subjective synonym of",44832,"species","Urocyon_cinereoargenteus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",FALSE,"Merriam","1899",TRUE,"Schreber","1775","Urocyon_cinereoargenteus",FALSE
NA,289713,"species","Urocyon_seminolensis","Simpson 1929","subjective synonym of",44832,"species","Urocyon_cinereoargenteus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",FALSE,"Simpson","1929",TRUE,"Schreber","1775","Urocyon_cinereoargenteus",FALSE
NA,300803,"species","Urocyon_citrinus","Tedford et al. 2009",NA,300803,"species","Urocyon_citrinus","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",FALSE,"Tedford_et-al","2009",FALSE,"Tedford_et-al","2009","Urocyon_citrinus",FALSE
NA,300801,"species","Urocyon_webbi","Tedford et al. 2009",NA,300801,"species","Urocyon_webbi","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",FALSE,"Tedford_et-al","2009",FALSE,"Tedford_et-al","2009","Urocyon_webbi",FALSE
"V",44859,"species","Canis_littoralis","(Baird 1857)","recombined as",52684,"species","Urocyon_littoralis","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",TRUE,"Baird","1857",TRUE,"Baird","1857","Urocyon_littoralis",FALSE
NA,52595,"species","Urocyon_littoralis","(Baird 1857)",NA,52684,"species","Urocyon_littoralis","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",TRUE,"Baird","1857",TRUE,"Baird","1857","Urocyon_littoralis",FALSE
"V",52684,"species","Vulpes_littoralis","(Baird 1857)","recombined as",52684,"species","Urocyon_littoralis","Urocyon",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",TRUE,"Baird","1857",TRUE,"Baird","1857","Urocyon_littoralis",FALSE
