"pbdb_identified_no","pbdb_accepted_no","pbdb_identified_name","pbdb_difference","pbdb_accepted_name","pbdb_identified_rank","pbdb_accepted_rank","pbdb_accepted_attr","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_subgenus_name","pbdb_subgenus_reso","pbdb_primary_reso","pbdb_species_reso","pbdb_phylum_no","pbdb_class_no","pbdb_order_no","pbdb_family_no","pbdb_genus_no","pbdb_subgenus_no","pbdb_internal_synonym","pbdb_genus_difference"
52160,52160,"Temnocyon_altigenis",NA,"Temnocyon_altigenis","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Temnocyon",NA,NA,NA,NA,33815,36651,36905,41266,41298,NA,"Temnocyon_altigenis",FALSE
43876,43876,"Allocyon_loganensis",NA,"Allocyon_loganensis","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Allocyon",NA,NA,NA,NA,33815,36651,36905,NA,41305,NA,"Allocyon_loganensis",FALSE
49523,49523,"Oxetocyon_cuspidatus",NA,"Oxetocyon_cuspidatus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Oxetocyon",NA,NA,NA,NA,33815,36651,36905,41189,41229,NA,"Oxetocyon_cuspidatus",FALSE
45271,51186,"Cormocyon_pavidus","recombined as","Archaeocyon_pavidus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",NA,NA,NA,NA,33815,36651,36905,41189,41194,NA,"Archaeocyon_pavidus",FALSE
45747,45752,"Dinictis_n._sp._bombifrons","subjective synonym of","Dinictis_felina","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41039,NA,"Dinictis_felina",FALSE
51187,45477,"Pseudocynodictis_n._sp._temnodon","recombined as","Mesocyon_temnodon","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Mesocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41220,NA,"Mesocyon_temnodon",FALSE
49464,49464,"Osbornodon_renjiei",NA,"Osbornodon_renjiei","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Osbornodon",NA,NA,NA,NA,33815,36651,36905,41189,41226,NA,"Osbornodon_renjiei",FALSE
50803,49299,"Promartes_gemmarosae",NA,"Promartes_gemmarosae","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Promartes",NA,NA,NA,NA,33815,36651,36905,41086,41159,NA,"Promartes_gemmarosae",FALSE
47861,47861,"Mammacyon_n._sp._obtusidens",NA,"Mammacyon_obtusidens","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Mammacyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41288,NA,"Mammacyon_obtusidens",FALSE
49024,49577,"Neocynodesmus_n._sp._delicatus","recombined as","Leptocyon_delicatus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Leptocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41218,NA,"Leptocyon_delicatus",FALSE
46083,46083,"Enhydrocyon_crassidens",NA,"Enhydrocyon_crassidens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,NA,33815,36651,36905,41189,41211,NA,"Enhydrocyon_crassidens",FALSE
45467,49219,"Cynodesmus_n._sp._vulpinus","recombined as","Leptocyon_vulpinus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Leptocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41218,NA,"Leptocyon_vulpinus",FALSE
48337,48337,"Mesocyon_n._sp._robustus","recombined as","Paraenhydrocyon_robustus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Paraenhydrocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41232,NA,"Paraenhydrocyon_robustus",FALSE
45266,45266,"Cormocyon_haydeni",NA,"Cormocyon_haydeni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cormocyon",NA,NA,NA,NA,33815,36651,36905,41189,41203,NA,"Cormocyon_haydeni",FALSE
49177,47827,"Nimravus_n._sp._sectator","subjective synonym of","Nimravus_brachyops","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Nimravus",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41043,NA,"Nimravus_brachyops",FALSE
47571,49207,"Leptocyon_gregorii",NA,"Leptocyon_gregorii","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Leptocyon",NA,NA,NA,NA,33815,36651,36905,41189,41218,NA,"Leptocyon_gregorii",FALSE
45433,45441,"Cynarctoides_acridens",NA,"Cynarctoides_acridens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",NA,NA,NA,NA,33815,36651,36905,41189,41205,NA,"Cynarctoides_acridens",FALSE
48334,52163,"Mesocyon_n._sp._hortulirosae","subjective synonym of","Paraenhydrocyon_josephi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Paraenhydrocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41232,NA,"Paraenhydrocyon_josephi",FALSE
46086,51890,"Enhydrocyon_pahinsintewakpa",NA,"Enhydrocyon_pahinsintewakpa","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,NA,33815,36651,36905,41189,41211,NA,"Enhydrocyon_pahinsintewakpa",FALSE
44210,44210,"Archaeocyon_n._sp._falkenbachi",NA,"Archaeocyon_falkenbachi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41194,NA,"Archaeocyon_falkenbachi",FALSE
49484,45456,"Otarocyon_cooki",NA,"Otarocyon_cooki","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Otarocyon",NA,NA,NA,NA,33815,36651,36905,41189,41227,NA,"Otarocyon_cooki",FALSE
45265,45265,"Cormocyon_copei",NA,"Cormocyon_copei","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cormocyon",NA,NA,NA,NA,33815,36651,36905,41189,41203,NA,"Cormocyon_copei",FALSE
49650,48859,"Palaeogale_minuta",NA,"Palaeogale_minuta","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,NA,33815,36651,36905,454419,40968,NA,"Palaeogale_minuta",FALSE
43716,43716,"Acheronictis_n._sp._webbi",NA,"Acheronictis_webbi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Acheronictis",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41087,NA,"Acheronictis_webbi",FALSE
44318,44318,"Arikarictis_n._sp._chapini",NA,"Arikarictis_chapini","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Arikarictis",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41095,NA,"Arikarictis_chapini",FALSE
46086,51890,"Enhydrocyon_cf._pahinsintewakpa",NA,"Enhydrocyon_pahinsintewakpa","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,"cf.",33815,36651,36905,41189,41211,NA,"Enhydrocyon_pahinsintewakpa",FALSE
49466,49466,"Osbornodon_n._sp._wangi",NA,"Osbornodon_wangi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Osbornodon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41226,NA,"Osbornodon_wangi",FALSE
50350,50350,"Phlaocyon_n._sp._taylori",NA,"Phlaocyon_taylori","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41235,NA,"Phlaocyon_taylori",FALSE
50350,50350,"Phlaocyon_taylori",NA,"Phlaocyon_taylori","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,NA,NA,33815,36651,36905,41189,41235,NA,"Phlaocyon_taylori",FALSE
44744,44744,"Caedocyon_n._sp._tedfordi",NA,"Caedocyon_tedfordi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Caedocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41197,NA,"Caedocyon_tedfordi",FALSE
49647,49647,"Palaeogale_dorothiae",NA,"Palaeogale_dorothiae","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,NA,33815,36651,36905,454419,40968,NA,"Palaeogale_dorothiae",FALSE
48331,52161,"Mesocyon_coryphaeus",NA,"Mesocyon_coryphaeus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Mesocyon",NA,NA,NA,NA,33815,36651,36905,41189,41220,NA,"Mesocyon_coryphaeus",FALSE
45744,45744,"Dinaelurus_crassus",NA,"Dinaelurus_crassus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinaelurus",NA,NA,NA,NA,33815,36651,36905,41036,41038,NA,"Dinaelurus_crassus",FALSE
47107,47107,"Hoplophoneus_n._sp._platycopis","recombined as","Pogonodon_platycopis","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Pogonodon",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41044,NA,"Pogonodon_platycopis",FALSE
45750,45752,"Dinictis_cyclops","subjective synonym of","Dinictis_felina","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,"Dinictis_felina",FALSE
300744,300744,"Leptocyon_mollis",NA,"Leptocyon_mollis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Leptocyon",NA,NA,NA,NA,33815,36651,36905,41189,41218,NA,"Leptocyon_mollis",FALSE
48330,48330,"Mesocyon_brachyops",NA,"Mesocyon_brachyops","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Mesocyon",NA,NA,NA,NA,33815,36651,36905,41189,41220,NA,"Mesocyon_brachyops",FALSE
46090,46090,"Enhydrocyon_stenocephalus",NA,"Enhydrocyon_stenocephalus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,NA,33815,36651,36905,41189,41211,NA,"Enhydrocyon_stenocephalus",FALSE
45466,45466,"Cynodesmus_n._sp._thooides",NA,"Cynodesmus_thooides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynodesmus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41207,NA,"Cynodesmus_thooides",FALSE
52165,52165,"Temnocyon_n._sp._typicus",NA,"Temnocyon_typicus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Temnocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41298,NA,"Temnocyon_typicus",FALSE
45456,45456,"Cynodesmus_cooki","recombined as","Otarocyon_cooki","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Otarocyon",NA,NA,NA,NA,33815,36651,36905,41189,41227,NA,"Otarocyon_cooki",FALSE
49211,44855,"Nothocyon_lemur","recombined as","Cynarctoides_lemur","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",NA,NA,NA,NA,33815,36651,36905,41189,41205,NA,"Cynarctoides_lemur",FALSE
45440,49217,"Cynarctoides_roii",NA,"Cynarctoides_roii","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",NA,NA,NA,NA,33815,36651,36905,41189,41205,NA,"Cynarctoides_roii",FALSE
49175,47827,"Nimravus_n._sp._meridianus","subjective synonym of","Nimravus_brachyops","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Nimravus",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41043,NA,"Nimravus_brachyops",FALSE
47093,47828,"Hoplophoneus_n._sp._belli","subjective synonym of","Hoplophoneus_cerebralis","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41041,NA,"Hoplophoneus_cerebralis",FALSE
48329,48330,"Mesocyon_baileyi","subjective synonym of","Mesocyon_brachyops","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Mesocyon",NA,NA,NA,NA,33815,36651,36905,41189,41220,NA,"Mesocyon_brachyops",FALSE
304086,304086,"Temnocyon_cf._subferox",NA,"Temnocyon_subferox","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Temnocyon",NA,NA,NA,"cf.",33815,36651,36905,41266,41298,NA,"Temnocyon_subferox",FALSE
50341,50341,"Philotrox_condoni",NA,"Philotrox_condoni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Philotrox",NA,NA,NA,NA,33815,36651,36905,41189,41234,NA,"Philotrox_condoni",FALSE
45989,45989,"Ectopocynus_n._sp._antiquus",NA,"Ectopocynus_antiquus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Ectopocynus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41210,NA,"Ectopocynus_antiquus",FALSE
45990,45990,"Ectopocynus_n._sp._intermedius",NA,"Ectopocynus_intermedius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Ectopocynus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41210,NA,"Ectopocynus_intermedius",FALSE
50348,45462,"Phlaocyon_minor",NA,"Phlaocyon_minor","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,NA,NA,33815,36651,36905,41189,41235,NA,"Phlaocyon_minor",FALSE
46083,46083,"Enhydrocyon_n._sp._crassidens",NA,"Enhydrocyon_crassidens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41211,NA,"Enhydrocyon_crassidens",FALSE
50805,50805,"Promartes_olcotti",NA,"Promartes_olcotti","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Promartes",NA,NA,NA,NA,33815,36651,36905,41086,41159,NA,"Promartes_olcotti",FALSE
304096,304096,"Delotrochanter_petersoni",NA,"Delotrochanter_petersoni","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Delotrochanter",NA,NA,NA,NA,33815,36651,36905,41266,304095,NA,"Delotrochanter_petersoni",FALSE
50801,49297,"Promartes_darbyi",NA,"Promartes_darbyi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Promartes",NA,NA,NA,NA,33815,36651,36905,41086,41159,NA,"Promartes_darbyi",FALSE
45461,45461,"Cynodesmus_n._sp._martini",NA,"Cynodesmus_martini","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynodesmus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41207,NA,"Cynodesmus_martini",FALSE
48333,48333,"Mesocyon_n._sp._geringensis","recombined as","Sunkahetanka_geringensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Sunkahetanka",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41243,NA,"Sunkahetanka_geringensis",FALSE
51889,48333,"Sunkahetanka_geringensis",NA,"Sunkahetanka_geringensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Sunkahetanka",NA,NA,NA,NA,33815,36651,36905,41189,41243,NA,"Sunkahetanka_geringensis",FALSE
46012,47828,"Ekgmoiteptecela_olsontau","subjective synonym of","Hoplophoneus_cerebralis","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,"Hoplophoneus_cerebralis",FALSE
46913,49212,"Hesperocyon_leptodus","recombined as","Archaeocyon_leptodus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",NA,NA,NA,NA,33815,36651,36905,41189,41194,NA,"Archaeocyon_leptodus",FALSE
48338,45477,"""Mesocyon""_cf._temnodon",NA,"Mesocyon_temnodon","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Mesocyon",NA,NA,"""","cf.",33815,36651,36905,41189,41220,NA,"Mesocyon_temnodon",FALSE
49647,49647,"Palaeogale_n._sp._dorothiae",NA,"Palaeogale_dorothiae","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,"n. sp.",33815,36651,36905,454419,40968,NA,"Palaeogale_dorothiae",FALSE
49217,49217,"Nothocyon_roii","recombined as","Cynarctoides_roii","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",NA,NA,NA,NA,33815,36651,36905,41189,41205,NA,"Cynarctoides_roii",FALSE
45456,45456,"Cynodesmus_n._sp._cooki","recombined as","Otarocyon_cooki","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Otarocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41227,NA,"Otarocyon_cooki",FALSE
49807,49807,"Paradaphoenus_n._sp._tooheyi",NA,"Paradaphoenus_tooheyi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Paradaphoenus",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41289,NA,"Paradaphoenus_tooheyi",FALSE
49647,49647,"Palaeogale_cf._dorothiae",NA,"Palaeogale_dorothiae","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,"cf.",33815,36651,36905,454419,40968,NA,"Palaeogale_dorothiae",FALSE
51890,51890,"Sunkahetanka_n._sp._pahinsintewakpa","recombined as","Enhydrocyon_pahinsintewakpa","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41211,NA,"Enhydrocyon_pahinsintewakpa",FALSE
300752,300752,"Leptocyon_douglassi",NA,"Leptocyon_douglassi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Leptocyon",NA,NA,NA,NA,33815,36651,36905,41189,41218,NA,"Leptocyon_douglassi",FALSE
45751,50634,"Dinictis_n._sp._eileenae","subjective synonym of","Pogonodon_davisi","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Pogonodon",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41044,NA,"Pogonodon_davisi",FALSE
50591,50591,"Plionictis_n._sp._sanguinarius","recombined as","Palaeogale_sanguinarius","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,"n. sp.",33815,36651,36905,454419,40968,NA,"Palaeogale_sanguinarius",FALSE
45550,45550,"Daphoenus_n._sp._ruber",NA,"Daphoenus_ruber","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41279,NA,"Daphoenus_ruber",FALSE
45611,45465,"Desmocyon_thomsoni",NA,"Desmocyon_thomsoni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Desmocyon",NA,NA,NA,NA,33815,36651,36905,41189,41208,NA,"Desmocyon_thomsoni",FALSE
52731,43987,"Ysengrinia_americana",NA,"Ysengrinia_americana","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",NA,NA,NA,NA,33815,36651,36905,41266,41300,NA,"Ysengrinia_americana",FALSE
49205,49205,"Nothocyon_n._sp._annectens","recombined as","Phlaocyon_annectens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41235,NA,"Phlaocyon_annectens",FALSE
48009,48009,"Megalictis_ferox",NA,"Megalictis_ferox","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Megalictis",NA,NA,NA,NA,33815,36651,36905,41086,41128,NA,"Megalictis_ferox",FALSE
44000,44000,"Amphicyon_n._sp._superbus","recombined as","Daphoenodon_superbus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenodon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41278,NA,"Daphoenodon_superbus",FALSE
52164,52164,"Temnocyon_percussor",NA,"Temnocyon_percussor","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Temnocyon",NA,NA,NA,NA,33815,36651,36905,41266,41298,NA,"Temnocyon_percussor",FALSE
50343,49205,"Phlaocyon_annectens",NA,"Phlaocyon_annectens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,NA,NA,33815,36651,36905,41189,41235,NA,"Phlaocyon_annectens",FALSE
45539,44000,"Daphoenodon_superbus",NA,"Daphoenodon_superbus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenodon",NA,NA,NA,NA,33815,36651,36905,41266,41278,NA,"Daphoenodon_superbus",FALSE
50804,49300,"Promartes_cf._lepidus",NA,"Promartes_lepidus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Promartes",NA,NA,NA,"cf.",33815,36651,36905,41086,41159,NA,"Promartes_lepidus",FALSE
49213,45462,"Nothocyon_minor","recombined as","Phlaocyon_minor","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,NA,NA,33815,36651,36905,41189,41235,NA,"Phlaocyon_minor",FALSE
50804,49300,"Promartes_n._sp._lepidus",NA,"Promartes_lepidus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Promartes",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41159,NA,"Promartes_lepidus",FALSE
52393,45465,"Tomarctus_thomsoni","recombined as","Desmocyon_thomsoni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Desmocyon",NA,NA,NA,NA,33815,36651,36905,41189,41208,NA,"Desmocyon_thomsoni",FALSE
50804,49300,"Promartes_lepidus",NA,"Promartes_lepidus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Promartes",NA,NA,NA,NA,33815,36651,36905,41086,41159,NA,"Promartes_lepidus",FALSE
48009,48009,"Megalictis_n._sp._ferox",NA,"Megalictis_ferox","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Megalictis",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41128,NA,"Megalictis_ferox",FALSE
45535,45535,"Daphoenodon_notionastes",NA,"Daphoenodon_notionastes","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenodon",NA,NA,NA,NA,33815,36651,36905,41266,41278,NA,"Daphoenodon_notionastes",FALSE
45535,45535,"Daphoenodon_n._sp._notionastes",NA,"Daphoenodon_notionastes","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenodon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41278,NA,"Daphoenodon_notionastes",FALSE
50342,44451,"Phlaocyon_achoros",NA,"Phlaocyon_achoros","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,NA,NA,33815,36651,36905,41189,41235,NA,"Phlaocyon_achoros",FALSE
45265,45265,"Cormocyon_cf._copei",NA,"Cormocyon_copei","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cormocyon",NA,NA,NA,"cf.",33815,36651,36905,41189,41203,NA,"Cormocyon_copei",FALSE
50343,49205,"Phlaocyon_?_cf._annectens",NA,"Phlaocyon_annectens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,"?","cf.",33815,36651,36905,41189,41235,NA,"Phlaocyon_annectens",FALSE
49826,52167,"Paraenhydrocyon_wallovianus",NA,"Paraenhydrocyon_wallovianus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Paraenhydrocyon",NA,NA,NA,NA,33815,36651,36905,41189,41232,NA,"Paraenhydrocyon_wallovianus",FALSE
