"pbdb_identified_name","pbdb_difference","pbdb_accepted_name","pbdb_internal_synonym","pbdb_identified_rank","pbdb_accepted_rank","pbdb_accepted_attr","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_subgenus_name","pbdb_subgenus_reso","pbdb_primary_reso","pbdb_species_reso","pbdb_phylum_no","pbdb_class_no","pbdb_order_no","pbdb_family_no","pbdb_genus_no","pbdb_subgenus_no","pbdb_identified_no","pbdb_accepted_no","pbdb_old_genus","pbdb_rest"
"Nimravus_intermedius",NA,"Nimravus_intermedius","Nimravus_intermedius","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Nimravus",NA,NA,NA,NA,33815,36651,36905,41036,41043,NA,347808,347808,"Nimravus","intermedius"
"Cephalogale_n._sp._meschethense",NA,"Cephalogale_meschethense","Cephalogale_meschethense","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Cephalogale",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41310,NA,347945,347945,"Cephalogale","meschethense"
"Felis_cf._attica","recombined as","Pristifelis_attica","Pristifelis_attica","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Pristifelis",NA,NA,NA,"cf.",33815,36651,36905,41045,379125,NA,379126,379126,"Pristifelis","attica"
"n._gen._Maofelis_n._sp._cantonensis",NA,"Maofelis_cantonensis","Maofelis_cantonensis","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Maofelis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41036,348238,NA,348239,348239,"Maofelis","cantonensis"
"cf._Vulpes_chama",NA,"Vulpes_chama","Vulpes_chama","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,"cf.",NA,33815,36651,36905,41189,41248,NA,235499,235498,"Vulpes","chama"
"cf._Caracal_caracal",NA,"Caracal_caracal","Caracal_caracal","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Caracal",NA,NA,"cf.",NA,33815,36651,36905,41045,224077,NA,224078,224076,"Caracal","caracal"
"aff._Suricata_suricatta",NA,"Suricata_suricatta","Suricata_suricatta","species","species",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Suricata",NA,NA,"aff.",NA,33815,36651,36905,199984,41015,NA,232149,232148,"Suricata","suricatta"
"Lycyaenops_silberbergi",NA,"Lycyaenops_silberbergi","Lycyaenops_silberbergi","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Lycyaenops",NA,NA,NA,NA,33815,36651,36905,41020,348316,NA,348318,348318,"Lycyaenops","silberbergi"
"cf._Nyctereutes_megamastoides",NA,"Nyctereutes_megamastoides","Nyctereutes_megamastoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes",NA,NA,"cf.",NA,33815,36651,36905,41189,41225,NA,376905,376905,"Nyctereutes","megamastoides"
"Stenoplesictis_n._sp._crocheti",NA,"Stenoplesictis_crocheti","Stenoplesictis_crocheti","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Stenoplesictis",NA,NA,NA,"n. sp.",33815,36651,36905,NA,41014,NA,348572,348572,"Stenoplesictis","crocheti"
"Stenoplesictis_crocheti",NA,"Stenoplesictis_crocheti","Stenoplesictis_crocheti","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Stenoplesictis",NA,NA,NA,NA,33815,36651,36905,NA,41014,NA,348572,348572,"Stenoplesictis","crocheti"
"Stenoplesictis_minor",NA,"Stenoplesictis_minor","Stenoplesictis_minor","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Stenoplesictis",NA,NA,NA,NA,33815,36651,36905,NA,41014,NA,332924,332924,"Stenoplesictis","minor"
"Pseudobassaris_riggsi",NA,"Pseudobassaris_riggsi","Pseudobassaris_riggsi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pseudobassaris",NA,NA,NA,NA,33815,36651,36905,NA,67884,NA,350464,350464,"Pseudobassaris","riggsi"
"Dinailurictis_bonali",NA,"Dinailurictis_bonali","Dinailurictis_bonali","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinailurictis",NA,NA,NA,NA,33815,36651,36905,41036,306891,NA,348601,348601,"Dinailurictis","bonali"
"Stenogale_intermedia",NA,"Stenogale_intermedia","Stenogale_intermedia","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Stenogale",NA,NA,NA,NA,33815,36651,36905,NA,41172,NA,348602,348602,"Stenogale","intermedia"
"Quercylurus_major",NA,"Quercylurus_major","Quercylurus_major","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Quercylurus",NA,NA,NA,NA,33815,36651,36905,41036,41074,NA,348604,348604,"Quercylurus","major"
"Phoca_caspica",NA,"Phoca_caspica","Phoca_caspica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Phoca",NA,NA,NA,NA,33815,36651,36905,41186,36936,NA,98693,98693,"Phoca","caspica"
"Amphicynodon_leptorhynchus",NA,"Amphicynodon_leptorhynchus","Amphicynodon_leptorhynchus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Amphicynodon",NA,NA,NA,NA,33815,36651,36905,41301,41307,NA,348697,348697,"Amphicynodon","leptorhynchus"
"Pachycynodon_?_borei","obsolete variant of","Pachycynodon_boriei","Pachycynodon_boriei","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Pachycynodon",NA,NA,"?",NA,33815,36651,36905,41301,41230,NA,348698,348698,"Pachycynodon","boriei"
"Cephalogale_minor_?","recombined as","Phoberogale_minor","Phoberogale_minor","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Phoberogale",NA,NA,NA,"?",33815,36651,36905,41301,303491,NA,348699,348699,"Phoberogale","minor"
"Adelpharctos_n._sp._ginsburgi",NA,"Adelpharctos_ginsburgi","Adelpharctos_ginsburgi","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Adelpharctos",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41302,NA,348844,348844,"Adelpharctos","ginsburgi"
"Cyonarctos_dessei",NA,"Cyonarctos_dessei","Cyonarctos_dessei","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Cyonarctos",NA,NA,NA,NA,33815,36651,36905,41301,348923,NA,348924,348924,"Cyonarctos","dessei"
"Mustelictis_n._sp._olivieri",NA,"Mustelictis_olivieri","Mustelictis_olivieri","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Mustelictis",NA,NA,NA,"n. sp.",33815,36651,36905,NA,41141,NA,348908,348908,"Mustelictis","olivieri"
"Palaeogale_n._sp._sectoria",NA,"Palaeogale_sectoria","Palaeogale_sectoria","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,"n. sp.",33815,36651,36905,454419,40968,NA,49652,48868,"Palaeogale","sectoria"
"cf._Pachycynodon_boriei",NA,"Pachycynodon_boriei","Pachycynodon_boriei","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Pachycynodon",NA,NA,"cf.",NA,33815,36651,36905,41301,41230,NA,348698,348698,"Pachycynodon","boriei"
"Pachycynodon_crassirostris",NA,"Pachycynodon_crassirostris","Pachycynodon_crassirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Pachycynodon",NA,NA,NA,NA,33815,36651,36905,41301,41230,NA,348907,348907,"Pachycynodon","crassirostris"
"cf._Amphicynodon_typicus",NA,"Amphicynodon_typicus","Amphicynodon_typicus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Amphicynodon",NA,NA,"cf.",NA,33815,36651,36905,41301,41307,NA,395667,395667,"Amphicynodon","typicus"
"Mustelictis_olivieri",NA,"Mustelictis_olivieri","Mustelictis_olivieri","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Mustelictis",NA,NA,NA,NA,33815,36651,36905,NA,41141,NA,348908,348908,"Mustelictis","olivieri"
"Goupilictis_minor",NA,"Goupilictis_minor","Goupilictis_minor","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Goupilictis",NA,NA,NA,NA,33815,36651,36905,41266,41281,NA,348911,348910,"Goupilictis","minor"
"Amphicyon_n._sp._minor","recombined as","Goupilictis_minor","Goupilictis_minor","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Goupilictis",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41281,NA,348910,348910,"Goupilictis","minor"
"Cephalogale_aff._gracile","recombined as","Phoberogale_gracile","Phoberogale_gracile","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Phoberogale",NA,NA,NA,"aff.",33815,36651,36905,41301,303491,NA,438685,438685,"Phoberogale","gracile"
"Pachycynodon_obtusus",NA,"Pachycynodon_obtusus","Pachycynodon_obtusus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Pachycynodon",NA,NA,NA,NA,33815,36651,36905,41301,41230,NA,388981,388981,"Pachycynodon","obtusus"
"Plesictis_aff._robustus",NA,"Plesictis_robustus","Plesictis_robustus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Plesictis",NA,NA,NA,"aff.",33815,36651,36905,41086,41260,NA,438693,438693,"Plesictis","robustus"
"Necromanis_cf._franconica","recombined as","Lutra_franconica","Lutra_franconica","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,NA,"cf.",33815,36651,36905,41086,41122,NA,383998,383997,"Lutra","franconica"
"Eusmilus_bidentatus","recombined as","Hoplophoneus_bidentatus","Hoplophoneus_bidentatus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,348916,348929,"Hoplophoneus","bidentatus"
"n._gen._Cyonarctos_n._sp._dessei",NA,"Cyonarctos_dessei","Cyonarctos_dessei","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Cyonarctos",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41301,348923,NA,348924,348924,"Cyonarctos","dessei"
"Eusmilus_n._sp._villebramarensis","recombined as","Hoplophoneus_villebramarensis","Hoplophoneus_villebramarensis","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41041,NA,348930,348930,"Hoplophoneus","villebramarensis"
"Eusmilus_villebramarensis","recombined as","Hoplophoneus_villebramarensis","Hoplophoneus_villebramarensis","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,348930,348930,"Hoplophoneus","villebramarensis"
"Machairodus_n._sp._bidentatus","recombined as","Hoplophoneus_bidentatus","Hoplophoneus_bidentatus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41041,NA,348929,348929,"Hoplophoneus","bidentatus"
"Stenogale_n._sp._bransatensis",NA,"Stenogale_bransatensis","Stenogale_bransatensis","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Stenogale",NA,NA,NA,"n. sp.",33815,36651,36905,NA,41172,NA,348936,348936,"Stenogale","bransatensis"
"Stenogale_n._sp._gaillardi","recombined as","Viretictis_gaillardi","Viretictis_gaillardi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Viretictis",NA,NA,NA,"n. sp.",33815,36651,36905,NA,348937,NA,348938,348938,"Viretictis","gaillardi"
"Siamogale_n._sp._melilutra",NA,"Siamogale_melilutra","Siamogale_melilutra","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Siamogale",NA,NA,NA,"n. sp.",33815,36651,36905,41086,156347,NA,349689,349689,"Siamogale","melilutra"
"Nimravus_n._sp._intermedius",NA,"Nimravus_intermedius","Nimravus_intermedius","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Nimravus",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41043,NA,347808,347808,"Nimravus","intermedius"
"n._gen._Dinailurictis_n._sp._bonali",NA,"Dinailurictis_bonali","Dinailurictis_bonali","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinailurictis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41036,306891,NA,348601,348601,"Dinailurictis","bonali"
"n._gen._Quercylurus_n._sp._major",NA,"Quercylurus_major","Quercylurus_major","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Quercylurus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41036,41074,NA,348604,348604,"Quercylurus","major"
"aff._Eofelis_edwardsii",NA,"Eofelis_edwardsii","Eofelis_edwardsii","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Eofelis",NA,NA,"aff.",NA,33815,36651,36905,41036,41053,NA,350413,350412,"Eofelis","edwardsii"
"Eofelis_edwardsii",NA,"Eofelis_edwardsii","Eofelis_edwardsii","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Eofelis",NA,NA,NA,NA,33815,36651,36905,41036,41053,NA,350413,350412,"Eofelis","edwardsii"
"n._gen._Eofelis_n._sp._edwardsii",NA,"Eofelis_edwardsii","Eofelis_edwardsii","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Eofelis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41036,41053,NA,350413,350412,"Eofelis","edwardsii"
"Eofelis_n._sp._giganteus",NA,"Eofelis_giganteus","Eofelis_giganteus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Eofelis",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41053,NA,350414,350414,"Eofelis","giganteus"
"n._gen._Pseudobassaris_n._sp._riggsi",NA,"Pseudobassaris_riggsi","Pseudobassaris_riggsi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pseudobassaris",NA,NA,"n. gen.","n. sp.",33815,36651,36905,NA,67884,NA,350464,350464,"Pseudobassaris","riggsi"
"Agriotherium_cf._sivalensis",NA,"Agriotherium_sivalensis","Agriotherium_sivalensis","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Agriotherium",NA,NA,NA,"cf.",33815,36651,36905,41301,41303,NA,54397,54397,"Agriotherium","sivalensis"
"Eotaria_n._sp._citrica",NA,"Eotaria_citrica","Eotaria_citrica","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Eotaria",NA,NA,NA,"n. sp.",33815,36651,36905,96678,314974,NA,350753,350753,"Eotaria","citrica"
"Dinofelis_abeli",NA,"Dinofelis_abeli","Dinofelis_abeli","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Dinofelis",NA,NA,NA,NA,33815,36651,36905,41045,41052,NA,470063,470063,"Dinofelis","abeli"
"Canis_n._sp._accitanus",NA,"Canis_accitanus","Canis_accitanus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,476327,476327,"Canis","accitanus"
"Dusignathus_cf._seftoni",NA,"Dusignathus_seftoni","Dusignathus_seftoni","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Dusignathus",NA,NA,NA,"cf.",33815,36651,36905,41336,36915,NA,71858,71858,"Dusignathus","seftoni"
"Pogonodon_n._sp._cismontanus","subjective synonym of","Pogonodon_platycopis","Pogonodon_platycopis","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Pogonodon",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41044,NA,50633,47107,"Pogonodon","platycopis"
"cf._Stenoplesictis_cayluxi",NA,"Stenoplesictis_cayluxi","Stenoplesictis_cayluxi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Stenoplesictis",NA,NA,"cf.",NA,33815,36651,36905,NA,41014,NA,332923,332923,"Stenoplesictis","cayluxi"
"Proterozetes_ulysses",NA,"Proterozetes_ulysses","Proterozetes_ulysses","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Proterozetes",NA,NA,NA,NA,33815,36651,36905,96678,104972,NA,104973,104973,"Proterozetes","ulysses"
"Nanophoca_vitulinoides",NA,"Nanophoca_vitulinoides","Nanophoca_vitulinoides","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Nanophoca",NA,NA,NA,NA,33815,36651,36905,41186,356182,NA,356183,72140,"Nanophoca","vitulinoides"
"n._gen._Nanophoca_vitulinoides",NA,"Nanophoca_vitulinoides","Nanophoca_vitulinoides","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Nanophoca",NA,NA,"n. gen.",NA,33815,36651,36905,41186,356182,NA,356183,72140,"Nanophoca","vitulinoides"
"Amphictis_n._sp._timucua",NA,"Amphictis_timucua","Amphictis_timucua","species","species",NA,"Chordata","Mammalia","Carnivora","Ailuridae","Amphictis",NA,NA,NA,"n. sp.",33815,36651,36905,96674,41090,NA,357761,357761,"Amphictis","timucua"
"n._gen._Floridictis_n._sp._kerneri",NA,"Floridictis_kerneri","Floridictis_kerneri","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Floridictis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41086,357762,NA,357763,357763,"Floridictis","kerneri"
"n._gen._Parabrachypsalis_n._sp._janisae",NA,"Parabrachypsalis_janisae","Parabrachypsalis_janisae","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Parabrachypsalis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41086,357765,NA,357766,357766,"Parabrachypsalis","janisae"
"Oligobunis_crassivultus",NA,"Oligobunis_crassivultus","Oligobunis_crassivultus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Oligobunis",NA,NA,NA,NA,33815,36651,36905,41086,41142,NA,49296,47339,"Oligobunis","crassivultus"
"Craterogale_cf._simus",NA,"Craterogale_simus","Craterogale_simus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Craterogale",NA,NA,NA,"cf.",33815,36651,36905,41086,41105,NA,45346,45346,"Craterogale","simus"
"Monotherium_wymani",NA,"Monotherium_wymani","Monotherium_wymani","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Monotherium",NA,NA,NA,NA,33815,36651,36905,41186,36927,NA,81239,63641,"Monotherium","wymani"
"Amphicyon_(Megamphicyon)_lathanicus","obsolete variant of","Amphicyon_lathanicus","Amphicyon_lathanicus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon","Megamphicyon",NA,NA,NA,33815,36651,36905,41266,41271,NA,470353,470353,"Amphicyon","lathanicus"
"Phoberocyon_aurelianensis",NA,"Phoberocyon_aurelianensis","Phoberocyon_aurelianensis","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Phoberocyon",NA,NA,NA,NA,33815,36651,36905,41301,41321,NA,97838,97837,"Phoberocyon","aurelianensis"
"Metailurus_cf._parvulus",NA,"Metailurus_parvulus","Metailurus_parvulus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Metailurus",NA,NA,NA,"cf.",33815,36651,36905,41045,41062,NA,374544,374544,"Metailurus","parvulus"
"Zaragocyon_daamsi",NA,"Zaragocyon_daamsi","Zaragocyon_daamsi","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Zaragocyon",NA,NA,NA,NA,33815,36651,36905,41301,292431,NA,292432,292432,"Zaragocyon","daamsi"
"Gomphotaria_pugnax",NA,"Gomphotaria_pugnax","Gomphotaria_pugnax","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Gomphotaria",NA,NA,NA,NA,33815,36651,36905,41336,71859,NA,72010,72010,"Gomphotaria","pugnax"
"n._gen._Semantor_n._sp._macrurus",NA,"Semantor_macrurus","Semantor_macrurus","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Semantor",NA,NA,"n. gen.","n. sp.",33815,36651,36905,NA,359583,NA,359584,359584,"Semantor","macrurus"
"Carpocyon_cf._webbi",NA,"Carpocyon_webbi","Carpocyon_webbi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Carpocyon",NA,NA,NA,"cf.",33815,36651,36905,41189,41199,NA,44936,44936,"Carpocyon","webbi"
"Ischyrocyon_cf._gidleyi",NA,"Ischyrocyon_gidleyi","Ischyrocyon_gidleyi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ischyrocyon",NA,NA,NA,"cf.",33815,36651,36905,41266,41287,NA,47372,45772,"Ischyrocyon","gidleyi"
"Metalopex_n._sp._macconnelli",NA,"Metalopex_macconnelli","Metalopex_macconnelli","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Metalopex",NA,NA,NA,"n. sp.",33815,36651,36905,41189,300796,NA,300799,300799,"Metalopex","macconnelli"
"Osteoborus_n._sp._ricardoensis","subjective synonym of","Epicyon_haydeni","Epicyon_haydeni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Epicyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41212,NA,49481,44847,"Epicyon","haydeni"
"Panthera_uncia",NA,"Panthera_uncia","Panthera_uncia","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,224097,224096,"Panthera","uncia"
"Lontra_weiri",NA,"Lontra_weiri","Lontra_weiri","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lontra",NA,NA,NA,NA,33815,36651,36905,41086,41121,NA,361723,361723,"Lontra","weiri"
"Felis_catus",NA,"Felis_catus","Felis_catus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Felis",NA,NA,NA,NA,33815,36651,36905,41045,41055,NA,104159,104159,"Felis","catus"
"Prionailurus_planiceps",NA,"Prionailurus_planiceps","Prionailurus_planiceps","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Prionailurus",NA,NA,NA,NA,33815,36651,36905,41045,224051,NA,224059,224058,"Prionailurus","planiceps"
"Machairodus_horribilis","recombined as","Amphimachairodus_horribilis","Amphimachairodus_horribilis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Amphimachairodus",NA,NA,NA,NA,33815,36651,36905,41045,280635,NA,470110,470110,"Amphimachairodus","horribilis"
"Panthera_zdanskyi",NA,"Panthera_zdanskyi","Panthera_zdanskyi","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,438193,438193,"Panthera","zdanskyi"
"Canis_n._sp._saevus","recombined as","Epicyon_saevus","Epicyon_saevus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Epicyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41212,NA,44881,44881,"Epicyon","saevus"
"Canis_n._sp._temerarius","recombined as","Paratomarctus_temerarius","Paratomarctus_temerarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Paratomarctus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41233,NA,44882,44882,"Paratomarctus","temerarius"
"Canis_n._sp._vafer","recombined as","Leptocyon_vafer","Leptocyon_vafer","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Leptocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41218,NA,44886,44886,"Leptocyon","vafer"
"Canis_(Epicyon)_n._sp._haydeni","recombined as","Epicyon_haydeni","Epicyon_haydeni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Epicyon","Epicyon",NA,NA,"n. sp.",33815,36651,36905,41189,41212,NA,44847,44847,"Epicyon","haydeni"
"Felis_(Pseudaelurus)_n._sp._intrepidus","recombined as","Pseudaelurus_intrepidus","Pseudaelurus_intrepidus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Pseudaelurus","Pseudaelurus",NA,NA,"n. sp.",33815,36651,36905,41045,41072,NA,51143,51143,"Pseudaelurus","intrepidus"
"n._gen._Aelurodon_n._sp._ferox",NA,"Aelurodon_ferox","Aelurodon_ferox","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Aelurodon",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41189,41190,NA,43762,43762,"Aelurodon","ferox"
"Sivaonyx_n._sp._lehmani",NA,"Sivaonyx_lehmani","Sivaonyx_lehmani","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Sivaonyx",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41169,NA,364100,364100,"Sivaonyx","lehmani"
"Neomonachus_schauinslandi",NA,"Neomonachus_schauinslandi","Neomonachus_schauinslandi","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Neomonachus",NA,NA,NA,NA,33815,36651,36905,41186,311444,NA,311445,150502,"Neomonachus","schauinslandi"
"n._gen._Miomaci_n._sp._pannonicum",NA,"Miomaci_pannonicum","Miomaci_pannonicum","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Miomaci",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41301,105133,NA,364383,364383,"Miomaci","pannonicum"
"Enaliarctos_mealsi",NA,"Enaliarctos_mealsi","Enaliarctos_mealsi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",NA,NA,NA,NA,33815,36651,36905,NA,36916,NA,71871,71871,"Enaliarctos","mealsi"
"Enaliarctos_cf._tedfordi",NA,"Enaliarctos_tedfordi","Enaliarctos_tedfordi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",NA,NA,NA,"cf.",33815,36651,36905,NA,36916,NA,71882,71882,"Enaliarctos","tedfordi"
"aff._Allodesmus_demerei",NA,"Allodesmus_demerei","Allodesmus_demerei","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,"aff.",NA,33815,36651,36905,41334,36908,NA,364749,364749,"Allodesmus","demerei"
"Protictitherium_n._sp._thessalonikensis",NA,"Protictitherium_thessalonikensis","Protictitherium_thessalonikensis","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Protictitherium",NA,NA,NA,"n. sp.",33815,36651,36905,41020,41034,NA,364879,364879,"Protictitherium","thessalonikensis"
"Protictitherium_aff._intermedium","recombined as","Protoviverrops_intermedium","Protoviverrops_intermedium","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Protoviverrops",NA,NA,NA,"aff.",33815,36651,36905,41020,470138,NA,444055,444055,"Protoviverrops","intermedium"
"cf._Pteronarctos_piersoni","subjective synonym of","Pteronarctos_goedertae","Pteronarctos_goedertae","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pteronarctos",NA,NA,"cf.",NA,33815,36651,36905,NA,36950,NA,71886,71885,"Pteronarctos","goedertae"
"Vulpes_lagopus",NA,"Vulpes_lagopus","Vulpes_lagopus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,235344,44853,"Vulpes","lagopus"
"Vulpes_vulgaris",NA,"Vulpes_vulgaris","Vulpes_vulgaris","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,365928,365928,"Vulpes","vulgaris"
"Mustela_martes","recombined as","Martes_martes","Martes_martes","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Martes",NA,NA,NA,NA,33815,36651,36905,41086,41126,NA,104167,104167,"Martes","martes"
