"pbdb_identified_name","pbdb_difference","pbdb_accepted_name","pbdb_internal_synonym","pbdb_identified_rank","pbdb_accepted_rank","pbdb_accepted_attr","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_subgenus_name","pbdb_subgenus_reso","pbdb_primary_reso","pbdb_species_reso","pbdb_phylum_no","pbdb_class_no","pbdb_order_no","pbdb_family_no","pbdb_genus_no","pbdb_subgenus_no","pbdb_identified_no","pbdb_accepted_no","pbdb_old_genus","pbdb_rest"
"Cynodictis_lacustris",NA,"Cynodictis_lacustris","Cynodictis_lacustris","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynodictis",NA,NA,NA,NA,33815,36651,36905,41266,41276,NA,349281,349281,"Cynodictis","lacustris"
"n._gen._Enaliarctos_n._sp._mealsi",NA,"Enaliarctos_mealsi","Enaliarctos_mealsi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",NA,NA,"n. gen.","n. sp.",33815,36651,36905,NA,36916,NA,71871,71871,"Enaliarctos","mealsi"
"Pinnarctidion_bishopi",NA,"Pinnarctidion_bishopi","Pinnarctidion_bishopi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pinnarctidion",NA,NA,NA,NA,33815,36651,36905,NA,36938,NA,72007,72007,"Pinnarctidion","bishopi"
"Indarctos_sinensis","subjective synonym of","Indarctos_atticus","Indarctos_atticus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Indarctos",NA,NA,NA,NA,33815,36651,36905,41301,41315,NA,90198,90196,"Indarctos","atticus"
"Sivaonyx_bathygnathus",NA,"Sivaonyx_bathygnathus","Sivaonyx_bathygnathus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Sivaonyx",NA,NA,NA,NA,33815,36651,36905,41086,41169,NA,438269,156337,"Sivaonyx","bathygnathus"
"n._gen._Atopotarus_n._sp._courseni",NA,"Atopotarus_courseni","Atopotarus_courseni","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Atopotarus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41334,36910,NA,53071,53071,"Atopotarus","courseni"
"Allodesmus_kernensis",NA,"Allodesmus_kernensis","Allodesmus_kernensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,NA,NA,33815,36651,36905,41334,36908,NA,72005,72005,"Allodesmus","kernensis"
"Panthera_pardus",NA,"Panthera_pardus","Panthera_pardus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,72185,104158,"Panthera","pardus"
"Panthera_tigris",NA,"Panthera_tigris","Panthera_tigris","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,90651,104157,"Panthera","tigris"
"Crocuta_crocuta",NA,"Crocuta_crocuta","Crocuta_crocuta","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta",NA,NA,NA,NA,33815,36651,36905,41020,45364,NA,53881,232133,"Crocuta","crocuta"
"Paguma_larvata",NA,"Paguma_larvata","Paguma_larvata","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Paguma",NA,NA,NA,NA,33815,36651,36905,40997,136643,NA,232934,232933,"Paguma","larvata"
"Herpestes_cf._urva",NA,"Herpestes_urva","Herpestes_urva","species","species",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Herpestes",NA,NA,NA,"cf.",33815,36651,36905,199984,41005,NA,240142,240141,"Herpestes","urva"
"Viverra_cf._zibetha",NA,"Viverra_zibetha","Viverra_zibetha","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",NA,NA,NA,"cf.",33815,36651,36905,40997,41018,NA,104163,104163,"Viverra","zibetha"
"Lutra_cf._lutra",NA,"Lutra_lutra","Lutra_lutra","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,NA,"cf.",33815,36651,36905,41086,41122,NA,157463,104165,"Lutra","lutra"
"Arctonyx_collaris",NA,"Arctonyx_collaris","Arctonyx_collaris","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Arctonyx",NA,NA,NA,NA,33815,36651,36905,41086,41094,NA,157496,157496,"Arctonyx","collaris"
"Ursus_thibetanus",NA,"Ursus_thibetanus","Ursus_thibetanus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,NA,33815,36651,36905,41301,41331,NA,104029,104029,"Ursus","thibetanus"
"Ailuropoda_melanoleuca",NA,"Ailuropoda_melanoleuca","Ailuropoda_melanoleuca","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ailuropoda",NA,NA,NA,NA,33815,36651,36905,41301,41304,NA,104016,104015,"Ailuropoda","melanoleuca"
"Panthera_cf._leo",NA,"Panthera_leo","Panthera_leo","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,"cf.",33815,36651,36905,41045,41066,NA,49734,46521,"Panthera","leo"
"Crocuta_cf._sivalensis",NA,"Crocuta_sivalensis","Crocuta_sivalensis","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta",NA,NA,NA,"cf.",33815,36651,36905,41020,45364,NA,376866,376866,"Crocuta","sivalensis"
"Amphicyon_palaeindicus",NA,"Amphicyon_palaeindicus","Amphicyon_palaeindicus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,NA,33815,36651,36905,41266,41271,NA,478218,478218,"Amphicyon","palaeindicus"
"Felis_n._sp._vorohuensis","recombined as","Leopardus_vorohuensis","Leopardus_vorohuensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Leopardus",NA,NA,NA,"n. sp.",33815,36651,36905,41045,41057,NA,100309,100309,"Leopardus","vorohuensis"
"Ravenictis_n._sp._krausei",NA,"Ravenictis_krausei","Ravenictis_krausei","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Ravenictis",NA,NA,NA,"n. sp.",33815,36651,36905,NA,40222,NA,51312,51312,"Ravenictis","krausei"
"Ictidopappus_n._sp._mustelinus",NA,"Ictidopappus_mustelinus","Ictidopappus_mustelinus","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Ictidopappus",NA,NA,NA,"n. sp.",33815,36651,36905,NA,40967,NA,47336,47336,"Ictidopappus","mustelinus"
"Pristinictis_n._sp._connata",NA,"Pristinictis_connata","Pristinictis_connata","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pristinictis",NA,NA,NA,"n. sp.",33815,36651,36905,NA,40969,NA,50669,50669,"Pristinictis","connata"
"Miocyon_cf._major",NA,"Miocyon_major","Miocyon_major","species","species",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",NA,NA,NA,"cf.",33815,36651,36905,40978,185339,NA,48697,52556,"Miocyon","major"
"Lycophocyon_hutchisoni",NA,"Lycophocyon_hutchisoni","Lycophocyon_hutchisoni","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Lycophocyon",NA,NA,NA,NA,33815,36651,36905,NA,240059,NA,240060,240060,"Lycophocyon","hutchisoni"
"n._gen._Lycophocyon_n._sp._hutchisoni",NA,"Lycophocyon_hutchisoni","Lycophocyon_hutchisoni","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Lycophocyon",NA,NA,"n. gen.","n. sp.",33815,36651,36905,NA,240059,NA,240060,240060,"Lycophocyon","hutchisoni"
"Miocyon_scotti",NA,"Miocyon_scotti","Miocyon_scotti","species","species",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",NA,NA,NA,NA,33815,36651,36905,40978,185339,NA,48698,50737,"Miocyon","scotti"
"Miocyon_cf._scotti",NA,"Miocyon_scotti","Miocyon_scotti","species","species",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",NA,NA,NA,"cf.",33815,36651,36905,40978,185339,NA,48698,50737,"Miocyon","scotti"
"Miocyon_vallisrubrae",NA,"Miocyon_vallisrubrae","Miocyon_vallisrubrae","species","species",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",NA,NA,NA,NA,33815,36651,36905,40978,185339,NA,185340,185340,"Miocyon","vallisrubrae"
"Miocyon_n._sp._scotti",NA,"Miocyon_scotti","Miocyon_scotti","species","species",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",NA,NA,NA,"n. sp.",33815,36651,36905,40978,185339,NA,48698,50737,"Miocyon","scotti"
"Miacis_australis","recombined as","Angelarctocyon_australis","Angelarctocyon_australis","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Angelarctocyon",NA,NA,NA,NA,33815,36651,36905,41266,351934,NA,48477,48477,"Angelarctocyon","australis"
"Daphoenus_lambei",NA,"Daphoenus_lambei","Daphoenus_lambei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,NA,33815,36651,36905,41266,41279,NA,45548,45548,"Daphoenus","lambei"
"Daphoenus_cf._lambei",NA,"Daphoenus_lambei","Daphoenus_lambei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,"cf.",33815,36651,36905,41266,41279,NA,45548,45548,"Daphoenus","lambei"
"Miacis_n._sp._australis","recombined as","Angelarctocyon_australis","Angelarctocyon_australis","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Angelarctocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,351934,NA,48477,48477,"Angelarctocyon","australis"
"Miocyon_n._sp._magnus",NA,"Miocyon_magnus","Miocyon_magnus","species","species",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",NA,NA,NA,"n. sp.",33815,36651,36905,40978,185339,NA,48696,48696,"Miocyon","magnus"
"Hesperocyon_cf._gregarius",NA,"Hesperocyon_gregarius","Hesperocyon_gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,"cf.",33815,36651,36905,41189,41217,NA,46911,44845,"Hesperocyon","gregarius"
"Angelarctocyon_cf._australis",NA,"Angelarctocyon_australis","Angelarctocyon_australis","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Angelarctocyon",NA,NA,NA,"cf.",33815,36651,36905,41266,351934,NA,351935,48477,"Angelarctocyon","australis"
"Parictis_n._sp._parvus",NA,"Parictis_parvus","Parictis_parvus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41320,NA,50003,50003,"Parictis","parvus"
"Parictis_n._sp._gilpini",NA,"Parictis_gilpini","Parictis_gilpini","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41320,NA,50000,50000,"Parictis","gilpini"
"Parictis_dakotensis","recombined as","Subparictis_dakotensis","Subparictis_dakotensis","species","species",NA,"Chordata","Mammalia","Carnivora","Subparictidae","Subparictis",NA,NA,NA,NA,33815,36651,36905,97834,41326,NA,49999,49999,"Subparictis","dakotensis"
"Daphoenocyon_n._sp._minor","subjective synonym of","Brachyrhynchocyon_dodgei","Brachyrhynchocyon_dodgei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41274,NA,45532,45543,"Brachyrhynchocyon","dodgei"
"Prohesperocyon_wilsoni",NA,"Prohesperocyon_wilsoni","Prohesperocyon_wilsoni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Prohesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41236,NA,50768,46917,"Prohesperocyon","wilsoni"
"Hesperocyon_gregarius",NA,"Hesperocyon_gregarius","Hesperocyon_gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46911,44845,"Hesperocyon","gregarius"
"Parictis_personi",NA,"Parictis_personi","Parictis_personi","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,50004,44820,"Parictis","personi"
"Daphoenocyon_dodgei","recombined as","Brachyrhynchocyon_dodgei","Brachyrhynchocyon_dodgei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,45531,45543,"Brachyrhynchocyon","dodgei"
"Daphoenictis_tedfordi",NA,"Daphoenictis_tedfordi","Daphoenictis_tedfordi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenictis",NA,NA,NA,NA,33815,36651,36905,41266,41277,NA,45529,45529,"Daphoenictis","tedfordi"
"Dinictis_felina",NA,"Dinictis_felina","Dinictis_felina","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,45752,45752,"Dinictis","felina"
"n._gen._Daphoenictis_n._sp._tedfordi",NA,"Daphoenictis_tedfordi","Daphoenictis_tedfordi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenictis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41266,41277,NA,45529,45529,"Daphoenictis","tedfordi"
"Parictis_parvus",NA,"Parictis_parvus","Parictis_parvus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,50003,50003,"Parictis","parvus"
"Pseudocynodictis_cf._paterculus","subjective synonym of","Hesperocyon_gregarius","Hesperocyon_gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,"cf.",33815,36651,36905,41189,41217,NA,51185,44845,"Hesperocyon","gregarius"
"Brachyrhynchocyon_cf._dodgei",NA,"Brachyrhynchocyon_dodgei","Brachyrhynchocyon_dodgei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,"cf.",33815,36651,36905,41266,41274,NA,44683,45543,"Brachyrhynchocyon","dodgei"
"Hoplophoneus_mentalis","subjective synonym of","Hoplophoneus_primaevus","Hoplophoneus_primaevus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47102,47845,"Hoplophoneus","primaevus"
"Parictis_gilpini",NA,"Parictis_gilpini","Parictis_gilpini","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,50000,50000,"Parictis","gilpini"
"Parictis_montanus",NA,"Parictis_montanus","Parictis_montanus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,50002,50002,"Parictis","montanus"
"Subparictis_parvus","recombined as","Parictis_parvus","Parictis_parvus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,NA,33815,36651,36905,41301,41320,NA,51886,50003,"Parictis","parvus"
"Hesperocyon_paterculus","subjective synonym of","Hesperocyon_gregarius","Hesperocyon_gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,46914,44845,"Hesperocyon","gregarius"
"Hoplophoneus_oharrai",NA,"Hoplophoneus_oharrai","Hoplophoneus_oharrai","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47105,47105,"Hoplophoneus","oharrai"
"Brachicyon_n._sp._intermedius","recombined as","Brachyrhynchocyon_intermedius","Brachyrhynchocyon_intermedius","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41274,NA,44633,44633,"Brachyrhynchocyon","intermedius"
"Pseudocynodictis_paterculus","subjective synonym of","Hesperocyon_gregarius","Hesperocyon_gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,51185,44845,"Hesperocyon","gregarius"
"Brachyrhynchocyon_dodgei",NA,"Brachyrhynchocyon_dodgei","Brachyrhynchocyon_dodgei","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,NA,33815,36651,36905,41266,41274,NA,44683,45543,"Brachyrhynchocyon","dodgei"
"Parictis_n._sp._dakotensis","recombined as","Subparictis_dakotensis","Subparictis_dakotensis","species","species",NA,"Chordata","Mammalia","Carnivora","Subparictidae","Subparictis",NA,NA,NA,"n. sp.",33815,36651,36905,97834,41326,NA,49999,49999,"Subparictis","dakotensis"
"Parictis_n._sp._major",NA,"Parictis_major","Parictis_major","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Parictis",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41320,NA,50001,50001,"Parictis","major"
"Mustelavus_n._sp._priscus",NA,"Mustelavus_priscus","Mustelavus_priscus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustelavus",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41140,NA,48870,48870,"Mustelavus","priscus"
"Hoplophoneus_n._sp._oharrai",NA,"Hoplophoneus_oharrai","Hoplophoneus_oharrai","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41041,NA,47105,47105,"Hoplophoneus","oharrai"
"Brachyrhynchocyon_n._sp._montanus",NA,"Brachyrhynchocyon_montanus","Brachyrhynchocyon_montanus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Brachyrhynchocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41274,NA,44686,44686,"Brachyrhynchocyon","montanus"
"Hesperocyon_n._sp._paterculus","subjective synonym of","Hesperocyon_gregarius","Hesperocyon_gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41217,NA,46914,44845,"Hesperocyon","gregarius"
"Mustelavus_priscus",NA,"Mustelavus_priscus","Mustelavus_priscus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustelavus",NA,NA,NA,NA,33815,36651,36905,41086,41140,NA,48870,48870,"Mustelavus","priscus"
"Palaeogale_n._sp._infelix","subjective synonym of","Palaeogale_sectoria","Palaeogale_sectoria","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,"n. sp.",33815,36651,36905,454419,40968,NA,49648,48868,"Palaeogale","sectoria"
"Miacis_n._sp._cognitus","recombined as","Gustafsonia_cognita","Gustafsonia_cognita","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Gustafsonia",NA,NA,NA,"n. sp.",33815,36651,36905,41266,351932,NA,48481,48481,"Gustafsonia","cognita"
"n._gen._Pangurban_n._sp._egiae",NA,"Pangurban_egiae","Pangurban_egiae","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Pangurban",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41036,462399,NA,462400,462400,"Pangurban","egiae"
"Daphoenus_hartshornianus",NA,"Daphoenus_hartshornianus","Daphoenus_hartshornianus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,NA,33815,36651,36905,41266,41279,NA,45547,44846,"Daphoenus","hartshornianus"
"Hoplophoneus_primaevus",NA,"Hoplophoneus_primaevus","Hoplophoneus_primaevus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47108,47845,"Hoplophoneus","primaevus"
"Pseudocynodictis_gregarius","recombined as","Hesperocyon_gregarius","Hesperocyon_gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,51183,44845,"Hesperocyon","gregarius"
"""Hesperocyon""_coloradensis",NA,"Hesperocyon_coloradensis","Hesperocyon_coloradensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,"""",NA,33815,36651,36905,41189,41217,NA,46910,46910,"Hesperocyon","coloradensis"
"Daphoenus_cf._vetus",NA,"Daphoenus_vetus","Daphoenus_vetus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,"cf.",33815,36651,36905,41266,41279,NA,45553,45553,"Daphoenus","vetus"
"Palaeogale_sectoria",NA,"Palaeogale_sectoria","Palaeogale_sectoria","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,NA,33815,36651,36905,454419,40968,NA,49652,48868,"Palaeogale","sectoria"
"Drassonax_n._sp._harpagops",NA,"Drassonax_harpagops","Drassonax_harpagops","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Drassonax",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41280,NA,45917,45917,"Drassonax","harpagops"
"Hoplophoneus_insolens","subjective synonym of","Hoplophoneus_primaevus","Hoplophoneus_primaevus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47098,47845,"Hoplophoneus","primaevus"
"Otarocyon_macdonaldi",NA,"Otarocyon_macdonaldi","Otarocyon_macdonaldi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Otarocyon",NA,NA,NA,NA,33815,36651,36905,41189,41227,NA,49485,49485,"Otarocyon","macdonaldi"
"Daphoenus_vetus",NA,"Daphoenus_vetus","Daphoenus_vetus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,NA,33815,36651,36905,41266,41279,NA,45553,45553,"Daphoenus","vetus"
"Cynodictis_gregarius","recombined as","Hesperocyon_gregarius","Hesperocyon_gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,45470,44845,"Hesperocyon","gregarius"
"Hoplophoneus_robustus","subjective synonym of","Hoplophoneus_primaevus","Hoplophoneus_primaevus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47109,47845,"Hoplophoneus","primaevus"
"Parictis_cf._dakotensis","recombined as","Subparictis_dakotensis","Subparictis_dakotensis","species","species",NA,"Chordata","Mammalia","Carnivora","Subparictidae","Subparictis",NA,NA,NA,"cf.",33815,36651,36905,97834,41326,NA,49999,49999,"Subparictis","dakotensis"
"""Mesocyon""_temnodon",NA,"Mesocyon_temnodon","Mesocyon_temnodon","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Mesocyon",NA,NA,"""",NA,33815,36651,36905,41189,41220,NA,48338,45477,"Mesocyon","temnodon"
"Osbornodon_n._sp._renjiei",NA,"Osbornodon_renjiei","Osbornodon_renjiei","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Osbornodon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41226,NA,49464,49464,"Osbornodon","renjiei"
"Palaeogale_lagophaga","recombined as","Bunaelurus_lagophagus","Palaeogale_lagophagus","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,NA,33815,36651,36905,454419,40968,NA,49649,44731,"Bunaelurus","lagophagus"
"Eusmilus_sicarius","recombined as","Hoplophoneus_sicarius","Hoplophoneus_sicarius","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,46436,46436,"Hoplophoneus","sicarius"
"Hoplophoneus_occidentalis",NA,"Hoplophoneus_occidentalis","Hoplophoneus_occidentalis","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47104,47844,"Hoplophoneus","occidentalis"
"Hoplophoneus_sicarius",NA,"Hoplophoneus_sicarius","Hoplophoneus_sicarius","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,47110,46436,"Hoplophoneus","sicarius"
"Dinictis_squalidens","subjective synonym of","Dinictis_felina","Dinictis_felina","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,45757,45752,"Dinictis","felina"
"Otarocyon_n._sp._macdonaldi",NA,"Otarocyon_macdonaldi","Otarocyon_macdonaldi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Otarocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41227,NA,49485,49485,"Otarocyon","macdonaldi"
"Paradaphoenus_minimus",NA,"Paradaphoenus_minimus","Paradaphoenus_minimus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Paradaphoenus",NA,NA,NA,NA,33815,36651,36905,41266,41289,NA,49805,45549,"Paradaphoenus","minimus"
"Archaeocyon_pavidus",NA,"Archaeocyon_pavidus","Archaeocyon_pavidus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",NA,NA,NA,NA,33815,36651,36905,41189,41194,NA,44212,51186,"Archaeocyon","pavidus"
"Mesocyon_temnodon",NA,"Mesocyon_temnodon","Mesocyon_temnodon","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Mesocyon",NA,NA,NA,NA,33815,36651,36905,41189,41220,NA,48338,45477,"Mesocyon","temnodon"
"Cynodesmus_thooides",NA,"Cynodesmus_thooides","Cynodesmus_thooides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynodesmus",NA,NA,NA,NA,33815,36651,36905,41189,41207,NA,45466,45466,"Cynodesmus","thooides"
"Hesperocyon_pavidus","recombined as","Archaeocyon_pavidus","Archaeocyon_pavidus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",NA,NA,NA,NA,33815,36651,36905,41189,41194,NA,46915,51186,"Archaeocyon","pavidus"
"Osbornodon_sesnoni",NA,"Osbornodon_sesnoni","Osbornodon_sesnoni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Osbornodon",NA,NA,NA,NA,33815,36651,36905,41189,41226,NA,49465,44687,"Osbornodon","sesnoni"
"Nimravus_brachyops",NA,"Nimravus_brachyops","Nimravus_brachyops","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Nimravus",NA,NA,NA,NA,33815,36651,36905,41036,41043,NA,49167,47827,"Nimravus","brachyops"
"Oxetocyon_n._sp._cuspidatus",NA,"Oxetocyon_cuspidatus","Oxetocyon_cuspidatus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Oxetocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41229,NA,49523,49523,"Oxetocyon","cuspidatus"
"Archaeocyon_leptodus",NA,"Archaeocyon_leptodus","Archaeocyon_leptodus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",NA,NA,NA,NA,33815,36651,36905,41189,41194,NA,44211,49212,"Archaeocyon","leptodus"
