"MDD_syn_ID","SIDNUM","MDD_species","MDD_root_name","MDD_original_combination","now_accepted_name","string_distance","match_notes","MDD_family","FAMILY","MDD_continent","now_continent","MIN_AGE","MAX_AGE","MDD_species_id","MDD_author","MDD_year","MDD_authority_parentheses","SUBCLASSORSUPERORDER","ORDER","SUBORDERORSUPERFAMILY","SUBFAMILY","GENUS","SPECIES","now_accepted_rank","accepted_match"
100034906,29482,"Prionailurus_bengalensis","iriomotensis","Felis_iriomotensis","Felis_issiodorensis",4,"different spelling on species epiteth (mdd synonym, now accepted)","Felidae","Felidae","Asia","Asia",0.0117,1.9,1006012,"Corbet & J. Edwards Hill",1980,1,"Eutheria","Carnivora","Feliformia","Felinae","Felis","issiodorensis","species",FALSE
100006361,35148,"Procyon_lotor","lotor","Ursus_lotor","Ursus_footei",4,"different spelling on species epiteth (mdd synonym, now accepted)","Procyonidae","Ursidae","North America","Asia",0.0117,1.9,1005892,"Linnaeus",1758,1,"Eutheria","Carnivora","indet.","indet.","Ursus","footei","species",FALSE
100050475,29886,"Pteronura_brasiliensis","lupina","Lutra_lupina","Lutra_melina",3,"different spelling on species epiteth (mdd synonym, now accepted)","Mustelidae","Mustelidae","South America","Asia",0.781,0.8845,1005852,"Illiger",1815,1,"Eutheria","Carnivora","Caniformia","indet.","Lutra","melina","species",FALSE
100005990,29886,"Pteronura_brasiliensis","lupina","Lutra_lupina","Lutra_melina",3,"different spelling on species epiteth (mdd synonym, now accepted)","Mustelidae","Mustelidae","South America","Asia",0.781,0.8845,1005852,"H. R. Schinz",1821,1,"Eutheria","Carnivora","Caniformia","indet.","Lutra","melina","species",FALSE
100004689,85934,"Puma_concolor","puma","Felis_puma","Felis_peii",3,"different spelling on species epiteth (mdd synonym, now accepted)","Felidae","Felidae","North America|South America","Asia",0.781,1.1,1006017,"G. I. Molina",1782,1,"Eutheria","Carnivora","Feliformia","Felinae","Felis","peii","species",FALSE
100004700,85934,"Puma_concolor","coryi","Felis_coryi","Felis_peii",4,"different spelling on species epiteth (mdd synonym, now accepted)","Felidae","Felidae","North America|South America","Asia",0.781,1.1,1006017,"Bangs",1899,1,"Eutheria","Carnivora","Feliformia","Felinae","Felis","peii","species",FALSE
100033260,34237,"Puma_concolor","dicolor","Felis_dicolor","Felis_micotis",4,"different spelling on species epiteth (mdd synonym, now accepted)","Felidae","Felidae","North America|South America","Asia",0.0117,1.9,1006017,"Larrañaga",1923,1,"Eutheria","Carnivora","Feliformia","Felinae","Felis","micotis","species",FALSE
100032396,25223,"Ursus_americanus","niger","Ursus_niger","Ursus_deningeri",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","North America","Europe | Asia",0.0117,1.9,1005934,"Rafinesque",1817,0,"Eutheria","Carnivora","indet.","indet.","Ursus","deningeri","species",FALSE
100032396,25344,"Ursus_americanus","niger","Ursus_niger","Ursus_deningeri",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","North America","Europe | Asia",0.0117,1.9,1005934,"Rafinesque",1817,0,"Eutheria","Carnivora","indet.","indet.","Ursus","deningeri","species",FALSE
100032396,35193,"Ursus_americanus","niger","Ursus_niger","Ursus_deningeri",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","North America","Asia",0.36,0.36,1005934,"Rafinesque",1817,0,"Eutheria","Carnivora","indet.","indet.","Ursus","deningeri","species",FALSE
100050458,25223,"Ursus_arctos","niger","Ursus_niger","Ursus_deningeri",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe | Asia",0.0117,1.9,1005935,"Goldfuss",1809,0,"Eutheria","Carnivora","indet.","indet.","Ursus","deningeri","species",FALSE
100050458,25344,"Ursus_arctos","niger","Ursus_niger","Ursus_deningeri",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe | Asia",0.0117,1.9,1005935,"Goldfuss",1809,0,"Eutheria","Carnivora","indet.","indet.","Ursus","deningeri","species",FALSE
100050458,35193,"Ursus_arctos","niger","Ursus_niger","Ursus_deningeri",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Asia",0.36,0.36,1005935,"Goldfuss",1809,0,"Eutheria","Carnivora","indet.","indet.","Ursus","deningeri","species",FALSE
100031205,25514,"Ursus_americanus","optimus","Ursus_optimus","Ursus_rossicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","North America","Europe | Asia",0.0117,0.174,1005934,"Schultz",1938,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100031205,25314,"Ursus_americanus","optimus","Ursus_optimus","Ursus_rossicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","North America","Europe",0.018,0.019,1005934,"Schultz",1938,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100006455,33371,"Ursus_arctos","badius","Ursus_badius","Ursus_namadicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Asia",0.0117,1.9,1005935,"von Schrank",1798,0,"Eutheria","Carnivora","indet.","indet.","Ursus","namadicus","species",FALSE
100031591,25514,"Ursus_arctos","fuscus","Ursus_fuscus","Ursus_rossicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe | Asia",0.0117,0.174,1005935,"Tiedemann",1808,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100031591,25314,"Ursus_arctos","fuscus","Ursus_fuscus","Ursus_rossicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe",0.018,0.019,1005935,"Tiedemann",1808,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100032198,25514,"Ursus_arctos","priscus","Ursus_priscus","Ursus_rossicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe | Asia",0.0117,0.174,1005935,"Goldfuss",1818,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100032198,25314,"Ursus_arctos","priscus","Ursus_priscus","Ursus_rossicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe",0.018,0.019,1005935,"Goldfuss",1818,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100029566,25514,"Ursus_arctos","fossilis","Ursus_fossilis","Ursus_rossicus",3,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe | Asia",0.0117,0.174,1005935,"Goldfuss",1821,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100029566,25314,"Ursus_arctos","fossilis","Ursus_fossilis","Ursus_rossicus",3,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe",0.018,0.019,1005935,"Goldfuss",1821,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100029602,29296,"Ursus_arctos","ferox","Danis_ferox","Canis_atrox",3,"different spelling on genus,different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Canidae","Asia|Europe|North America","Africa",1.6,1.83,1005935,"J. E. Gray",1825,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","atrox","species",FALSE
100006470,25198,"Ursus_arctos","syriacus","Ursus_syriacus","Ursus_spelaeus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe | Asia",0,1.9,1005935,"Hemprich & Ehrenberg in Ehrenberg",1829,0,"Eutheria","Carnivora","indet.","indet.","Ursus","spelaeus","species",FALSE
100033770,25198,"Ursus_arctos","pyrenaeus","Ursus_pyrenaeus","Ursus_spelaeus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe | Asia",0,1.9,1005935,"C. F. Cuvier",1842,0,"Eutheria","Carnivora","indet.","indet.","Ursus","spelaeus","species",FALSE
100006531,33092,"Ursus_arctos","nelsoni","Ursus_nelsoni","Ursus_bibersoni",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Africa",0.0117,1.9,1005935,"C. H. Merriam",1914,0,"Eutheria","Carnivora","indet.","indet.","Ursus","bibersoni","species",FALSE
100006532,35148,"Ursus_arctos","nortoni","Ursus_nortoni","Ursus_footei",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Asia",0.0117,1.9,1005935,"C. H. Merriam",1914,0,"Eutheria","Carnivora","indet.","indet.","Ursus","footei","species",FALSE
100006548,25514,"Ursus_arctos","cressonus","Ursus_cressonus","Ursus_rossicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe | Asia",0.0117,0.174,1005935,"C. H. Merriam",1916,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100006548,25314,"Ursus_arctos","cressonus","Ursus_cressonus","Ursus_rossicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe",0.018,0.019,1005935,"C. H. Merriam",1916,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100006550,35148,"Ursus_arctos","hoots","Ursus_hoots","Ursus_footei",3,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Asia",0.0117,1.9,1005935,"C. H. Merriam",1916,0,"Eutheria","Carnivora","indet.","indet.","Ursus","footei","species",FALSE
100006565,33092,"Ursus_arctos","andersoni","Ursus_andersoni","Ursus_bibersoni",3,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Africa",0.0117,1.9,1005935,"C. H. Merriam",1918,0,"Eutheria","Carnivora","indet.","indet.","Ursus","bibersoni","species",FALSE
100006570,25514,"Ursus_arctos","crassus","Ursus_crassus","Ursus_rossicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe | Asia",0.0117,0.174,1005935,"C. H. Merriam",1918,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100006570,25314,"Ursus_arctos","crassus","Ursus_crassus","Ursus_rossicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe",0.018,0.019,1005935,"C. H. Merriam",1918,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100029877,25514,"Ursus_arctos","anglicus","Ursus_anglicus","Ursus_rossicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe | Asia",0.0117,0.174,1005935,"Gunther",1923,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100029877,25314,"Ursus_arctos","anglicus","Ursus_anglicus","Ursus_rossicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe",0.018,0.019,1005935,"Gunther",1923,0,"Eutheria","Carnivora","indet.","indet.","Ursus","rossicus","species",FALSE
100029877,33371,"Ursus_arctos","anglicus","Ursus_anglicus","Ursus_namadicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Asia",0.0117,1.9,1005935,"Gunther",1923,0,"Eutheria","Carnivora","indet.","indet.","Ursus","namadicus","species",FALSE
100006600,33371,"Ursus_maritimus","marinus","Ursus_marinus","Ursus_namadicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Asia",0.0117,1.9,1005936,"Pallas",1776,0,"Eutheria","Carnivora","indet.","indet.","Ursus","namadicus","species",FALSE
100006601,25198,"Ursus_maritimus","polaris","Ursus_polaris","Ursus_spelaeus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia|Europe|North America","Europe | Asia",0,1.9,1005936,"G. K. Shaw",1792,0,"Eutheria","Carnivora","indet.","indet.","Ursus","spelaeus","species",FALSE
100006610,33371,"Ursus_thibetanus","japonicus","Ursus_japonicus","Ursus_namadicus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia","Asia",0.0117,1.9,1005937,"Schlegel",1857,0,"Eutheria","Carnivora","indet.","indet.","Ursus","namadicus","species",FALSE
100030606,35148,"Ursus_thibetanus","kokeni","Ursus_kokeni","Ursus_footei",4,"different spelling on species epiteth (mdd synonym, now accepted)","Ursidae","Ursidae","Asia","Asia",0.0117,1.9,1005937,"Matthew & Granger",1923,0,"Eutheria","Carnivora","indet.","indet.","Ursus","footei","species",FALSE
100004934,32996,"Urva_auropunctata","persica","Herpestes_persicus","Herpestes_mesotus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Herpestidae","Herpestidae","Asia","Africa",0.774,1.8,1006050,"J. E. Gray",1865,1,"Eutheria","Carnivora","indet.","indet.","Herpestes","mesotus","species",FALSE
100004939,35317,"Urva_brachyurus","hosei","Herpestes_hosei","Herpestes_cauui",4,"different spelling on species epiteth (mdd synonym, now accepted)","Herpestidae","Herpestidae","Asia","Africa",0.0117,1.9,1006051,"Jentink",1903,1,"Eutheria","Carnivora","indet.","indet.","Herpestes","cauui","species",FALSE
100055951,35317,"Urva_edwardsii","nyula","Herpestes_nyula","Herpestes_cauui",4,"different spelling on species epiteth (mdd synonym, now accepted)","Herpestidae","Herpestidae","Asia","Africa",0.0117,1.9,1006052,"E. Blyth",1853,1,"Eutheria","Carnivora","indet.","indet.","Herpestes","cauui","species",FALSE
100053785,35317,"Urva_edwardsii","lanka","Herpestes_lanka","Herpestes_cauui",4,"different spelling on species epiteth (mdd synonym, now accepted)","Herpestidae","Herpestidae","Asia","Africa",0.0117,1.9,1006052,"W. W. A. Phillips",1925,1,"Eutheria","Carnivora","indet.","indet.","Herpestes","cauui","species",FALSE
100004971,29203,"Urva_javanica","exilis","Herpestes_exilis","Herpestes_delibis",3,"different spelling on species epiteth (mdd synonym, now accepted)","Herpestidae","Herpestidae","Asia","Africa",1.785,1.845,1006054,"P. Gervais",1841,1,"Eutheria","Carnivora","indet.","indet.","Herpestes","delibis","species",FALSE
100048727,29615,"Urva_javanica","javanica","Mongo_javanicus","Cuon_javanicus",4,"different spelling on genus (mdd synonym, now accepted)","Herpestidae","Canidae","Asia","Asia",0.275,1.80951,1006054,"Lesson",1842,1,"Eutheria","Carnivora","Caniformia","Caninae","Cuon","javanicus","species",FALSE
100048727,29815,"Urva_javanica","javanica","Mongo_javanicus","Cuon_javanicus",4,"different spelling on genus (mdd synonym, now accepted)","Herpestidae","Canidae","Asia","Asia",0,1.9,1006054,"Lesson",1842,1,"Eutheria","Carnivora","Caniformia","Caninae","Cuon","javanicus","species",FALSE
100004976,29207,"Urva_javanica","incerta","Mungos_incertus","Mungos_minutus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Herpestidae","Herpestidae","Asia","Africa",1.785,1.845,1006054,"Kloss",1917,1,"Eutheria","Carnivora","indet.","indet.","Mungos","minutus","species",FALSE
100004982,35317,"Urva_semitorquata","parva","Herpestes_parvus","Herpestes_cauui",4,"different spelling on species epiteth (mdd synonym, now accepted)","Herpestidae","Herpestidae","Asia","Africa",0.0117,1.9,1006055,"Jentink",1895,1,"Eutheria","Carnivora","indet.","indet.","Herpestes","cauui","species",FALSE
100048702,85148,"Vulpes_pallida","pygmaeus","Canis_pygmaeus","Canis_primaevus",3,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa","Africa",1.6,1.83,1005974,"Hemprich & Ehrenberg in Ehrenberg",1833,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","primaevus","species",FALSE
100058533,85148,"Vulpes_zerda","pygmaeus","Canis_pygmaeus","Canis_primaevus",3,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia","Africa",1.6,1.83,1005978,"E. A. W. von Zimmermann",1783,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","primaevus","species",FALSE
100003954,29296,"Vulpes_velox","velox","Canis_velox","Canis_atrox",3,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","North America","Africa",1.6,1.83,1005976,"Say in James",1823,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","atrox","species",FALSE
100032577,34790,"Vulpes_velox","microta","Canis_microtus","Canis_dirus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","North America","Americas",0.014,1.1,1005976,"Reichenbach",1834,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","dirus","species",FALSE
100003956,29296,"Vulpes_vulpes","alopex","Canis_alopex","Canis_atrox",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia|Europe|North America","Africa",1.6,1.83,1005977,"Linnaeus",1758,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","atrox","species",FALSE
100003970,34790,"Vulpes_vulpes","fulva","Canis_fulvus","Canis_dirus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia|Europe|North America","Americas",0.014,1.1,1005977,"A. G. Desmarest",1821,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","dirus","species",FALSE
100052998,85723,"Vulpes_vulpes","dorsalis","Canis_dorsalis","Canis_borjgali",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia|Europe|North America","Asia",1.778,1.85,1005977,"de Winton",1899,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","borjgali","species",FALSE
100034895,32916,"Vulpes_vulpes","vulpes","Vulpes_vulpes","Vulpes_pulcher",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia|Europe|North America","Africa",0.774,1.8,1005977,"O. Thomas",1903,0,"Eutheria","Carnivora","Caniformia","Caninae","Vulpes","pulcher","species",FALSE
100055262,32916,"Vulpes_vulpes","filchneri","Vulpes_filchneri","Vulpes_pulcher",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia|Europe|North America","Africa",0.774,1.8,1005977,"Matschie",1908,0,"Eutheria","Carnivora","Caniformia","Caninae","Vulpes","pulcher","species",FALSE
100004058,29296,"Vulpes_zerda","zerda","Canis_zerda","Canis_atrox",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia","Africa",1.6,1.83,1005978,"E. A. W. von Zimmermann",1780,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","atrox","species",FALSE
100004058,34790,"Vulpes_zerda","zerda","Canis_zerda","Canis_dirus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia","Americas",0.014,1.1,1005978,"E. A. W. von Zimmermann",1780,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","dirus","species",FALSE
100004059,29296,"Vulpes_zerda","cerdo","Canis_cerdo","Canis_atrox",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia","Africa",1.6,1.83,1005978,"J. F. Gmelin",1788,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","atrox","species",FALSE
100004059,34790,"Vulpes_zerda","cerdo","Canis_cerdo","Canis_dirus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia","Americas",0.014,1.1,1005978,"J. F. Gmelin",1788,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","dirus","species",FALSE
100004062,29296,"Vulpes_zerda","cerda","Canis_cerda","Canis_atrox",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia","Africa",1.6,1.83,1005978,"Illiger",1811,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","atrox","species",FALSE
100004062,34790,"Vulpes_zerda","cerda","Canis_cerda","Canis_dirus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia","Americas",0.014,1.1,1005978,"Illiger",1811,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","dirus","species",FALSE
100030409,29296,"Vulpes_zerda","zerdo","Canis_zerdo","Canis_atrox",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia","Africa",1.6,1.83,1005978,"Lesson",1836,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","atrox","species",FALSE
100030409,34790,"Vulpes_zerda","zerdo","Canis_zerdo","Canis_dirus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Africa|Asia","Americas",0.014,1.1,1005978,"Lesson",1836,1,"Eutheria","Carnivora","Caniformia","Caninae","Canis","dirus","species",FALSE
100005002,35317,"Xenogale_naso","naso","Herpestes_naso","Herpestes_cauui",4,"different spelling on species epiteth (mdd synonym, now accepted)","Herpestidae","Herpestidae","Africa","Africa",0.0117,1.9,1006059,"de Winton",1901,1,"Eutheria","Carnivora","indet.","indet.","Herpestes","cauui","species",FALSE
100003610,82073,"Canis_lupaster","thooides","Canis_thooides","Canis_thooides",0,"exact match (mdd synonym, now accepted)","Canidae","Canidae","Africa","Americas",1.8,2.63,1005942,"Hilzheimer",1906,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","thooides","species",FALSE
100003634,23952,"Canis_lupus","variabilis","Canis_variabilis","Canis_variabilis",0,"exact match (mdd synonym, now accepted)","Canidae","Canidae","Asia|Europe|North America","Europe | Asia",0,2.581,1005943,"zu Wied-Neuwied",1841,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","variabilis","species",FALSE
100004210,21254,"Felis_lybica","maniculata","Felis_maniculata","Felis_maniculata",0,"exact match (mdd synonym, now accepted)","Felidae","Felidae","Africa|Asia|Europe","Europe",3.55,5,1005987,"Temminck",1825,0,"Eutheria","Carnivora","Feliformia","Felinae","Felis","maniculata","species",TRUE
100004211,21254,"Felis_lybica","maniculata","Felis_maniculata","Felis_maniculata",0,"exact match (mdd synonym, now accepted)","Felidae","Felidae","Africa|Asia|Europe","Europe",3.55,5,1005987,"Cretzschmar",1826,0,"Eutheria","Carnivora","Feliformia","Felinae","Felis","maniculata","species",TRUE
100032233,22542,"Felis_silvestris","lunensis","Felis_lunensis","Felis_lunensis",0,"exact match (mdd synonym, now accepted)","Felidae","Felidae","Asia|Europe","Europe",0.676,3.55,1005990,"Martelli",1906,0,"Eutheria","Carnivora","Feliformia","Felinae","Felis","lunensis","species",TRUE
100034815,28282,"Lutra_capensis","capensis","Aonyx_capensis","Aonyx_capensis",0,"exact match (mdd synonym, now accepted)","Mustelidae","Mustelidae","Africa","Africa",0.0117,2.5,1005839,"O. Thomas",1908,1,"Eutheria","Carnivora","Caniformia","indet.","Aonyx","capensis","species",TRUE
100005897,80397,"Neogale_frenata","frenata","Mustela_frenata","Mustela_frenata",0,"exact match (mdd synonym, now accepted)","Mustelidae","Mustelidae","North America|South America","Americas",1.8,2.63,1005866,"H. Lichtenstein",1831,1,"Eutheria","Carnivora","Caniformia","indet.","Mustela","frenata","species",TRUE
100004110,27697,"Acinonyx_jubatus","hecki","Acinonyx_hecki","Acinonyx_aicha",4,"different spelling on species epiteth (mdd synonym, now accepted)","Felidae","Felidae","Africa|Asia","Africa",1.8,2.19,1005979,"Hilzheimer",1913,0,"Eutheria","Carnivora","Feliformia","Felinae","Acinonyx","aicha","species",FALSE
100003485,29306,"Canis_aureus","aureus","Canis_aureus","Canis_anthus",3,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Asia|Europe","Africa",1.9,2.5,1005939,"Linnaeus",1758,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","anthus","species",FALSE
100003486,21405,"Canis_aureus","syriacus","Canis_syriacus","Canis_etruscus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Asia|Europe","Europe | Asia",0.0117,3.6,1005939,"Hemprich & Ehrenberg in Ehrenberg",1833,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","etruscus","species",FALSE
100003490,21405,"Canis_aureus","graecus","Canis_graecus","Canis_etruscus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae","Asia|Europe","Europe | Asia",0.0117,3.6,1005939,"J. A. Wagner",1841,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","etruscus","species",FALSE
100003510,29306,"Canis_familiaris","mastinus","Canis_mastinus","Canis_anthus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae",NA,"Africa",1.9,2.5,1005940,"Linnaeus",1756,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","anthus","species",FALSE
100049328,29306,"Canis_familiaris","anglicus","Canis_anglicus","Canis_anthus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae",NA,"Africa",1.9,2.5,1005940,"Kerr",1792,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","anthus","species",FALSE
100052982,23952,"Canis_familiaris","aquatilis","Canis_aquatilis","Canis_variabilis",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae",NA,"Europe | Asia",0,2.581,1005940,"Kerr",1792,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","variabilis","species",FALSE
100033242,21405,"Canis_familiaris","extrarius","Canis_extrarius","Canis_etruscus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae",NA,"Europe | Asia",0.0117,3.6,1005940,"Kerr",1792,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","etruscus","species",FALSE
100048659,29306,"Canis_familiaris","grajus","Canis_grajus","Canis_anthus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae",NA,"Africa",1.9,2.5,1005940,"Kerr",1792,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","anthus","species",FALSE
100049500,29306,"Canis_familiaris","nudus","Canis_nudus","Canis_anthus",3,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae",NA,"Africa",1.9,2.5,1005940,"Illiger",1815,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","anthus","species",FALSE
100030811,29306,"Canis_familiaris","nudus","Canis_nudus","Canis_anthus",3,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae",NA,"Africa",1.9,2.5,1005940,"I. von Olfers",1818,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","anthus","species",FALSE
100048641,29306,"Canis_familiaris","danicus","Canis_danicus","Canis_anthus",3,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae",NA,"Africa",1.9,2.5,1005940,"H. R. Schinz",1825,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","anthus","species",FALSE
100003555,21405,"Canis_familiaris","glaucus","Canis_glaucus","Canis_etruscus",4,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae",NA,"Europe | Asia",0.0117,3.6,1005940,"C. H. Smith",1840,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","etruscus","species",FALSE
100003556,22395,"Canis_familiaris","haitensis","Canis_haitensis","Canis_arnensis",3,"different spelling on species epiteth (mdd synonym, now accepted)","Canidae","Canidae",NA,"Europe",0.0117,3.55,1005940,"C. H. Smith",1840,0,"Eutheria","Carnivora","Caniformia","Caninae","Canis","arnensis","species",FALSE
