"SUBCLASSORSUPERORDER","ORDER","SUBORDERORSUPERFAMILY","FAMILY","SUBFAMILY","GENUS","SPECIES","SIDNUM","now_accepted_name","now_accepted_rank","MAX_AGE","MIN_AGE","now_continent"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Haplocyonoides","serbiae",24489,"Haplocyonoides_serbiae","species",14.2,12.85,"Europe"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Metailurus","pamiri",23585,"Metailurus_pamiri","species",9.9,8.9,"Europe"
"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Alopecocyon","goeriachensis",31510,"Alopecocyon_goeriachensis","species",18.524,11.2,"Europe | Asia"
"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Kretzoiarctos","beatrix",84426,"Kretzoiarctos_beatrix","species",12.090666666667,11.457333333333,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Vishnuonyx","neptuni",85713,"Vishnuonyx_neptuni","species",12.090666666667,11.457333333333,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","Eomellivorini","Eomellivora","moralesi",85745,"Eomellivora_moralesi","species",12.090666666667,11.188,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Circamustela","hartmanni",86769,"Circamustela_hartmanni","species",12.090666666667,11.457333333333,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Laphyctis","mustelinus",86770,"Laphyctis_mustelinus","species",12.090666666667,11.457333333333,"Europe"
"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","abessalomi",20512,"Percrocuta_abessalomi","species",16.4,14.2,"Europe"
"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Dinocrocuta","gigantea",22957,"Dinocrocuta_gigantea","species",13.6,5.3,"Asia | Europe"
"Eutheria","Carnivora","Pinnipedia","Phocidae","Phocinae","Praepusa","procaspica",86777,"Praepusa_procaspica","species",9.9,8.9,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","leporinum",20516,"Mustela_leporinum","species",7.6,7.1,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Parenhydriodon","csakvarensis",20519,"Parenhydriodon_csakvarensis","species",8.9,7.6,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Paralutra","transdanubica",20520,"Paralutra_transdanubica","species",8.9,7.6,"Europe"
"Eutheria","Carnivora","Caniformia","Ailuridae","Simocyoninae","Simocyon","hungaricus",20521,"Simocyon_hungaricus","species",8.9,7.6,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","csakvarense",20522,"Protictitherium_csakvarense","species",8.9,7.6,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","sumegense",20525,"Protictitherium_sumegense","species",11.2,8.9,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Hyaenictitherium","namaquensis",29422,"Hyaenictitherium_namaquensis","species",7.1,2.58,"Africa"
"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverra","howeli",33721,"Viverra_howeli","species",7.1,5.3,"Africa"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Xenalopex","remenyii",22538,"Xenalopex_remenyii","species",3.55,2.5,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Xenictis","nestii",22539,"Xenictis_nestii","species",3.55,2.5,"Europe"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","lunensis",22542,"Felis_lunensis","species",3.55,0.676,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Parataxidea","crassa",20529,"Parataxidea_crassa","species",14.2,5.3,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Amphimachairodus","irtyschensis",20530,"Amphimachairodus_irtyschensis","species",7.1,5.3,"Asia"
"Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","alexeevi",22685,"Promephitis_alexeevi","species",14.2,5.3,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Semantor","macrurus",23031,"Semantor_macrurus","species",7.1,5.3,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plesiogulo","minor",24278,"Plesiogulo_minor","species",7.1,3.025,"Asia | Europe"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","galaticus",24304,"Vulpes_galaticus","species",5,3.55,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Nyctereutes","tingi",27278,"Nyctereutes_tingi","species",5.3,1.9,"Europe | Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Dinofelis","diastemata",21128,"Dinofelis_diastemata","species",5,3.55,"Europe"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","maniculata",21254,"Felis_maniculata","species",5,3.55,"Europe"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Eucyon","michauxi",21258,"Eucyon_michauxi","species",5,3.55,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Chasmaporthetes","borissiaki",22377,"Chasmaporthetes_borissiaki","species",5,3.55,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Parahyaena","brunnea",32943,"Parahyaena_brunnea","species",5.333,0,"Europe | Africa"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Meles","iberica",84444,"Meles_iberica","species",1.9,1.67,"Europe"
"Eutheria","Carnivora","Caniformia","Ailuridae","Simocyoninae","Simocyon","batalleri",20102,"Simocyon_batalleri","species",11.2,8.9,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","major",29480,"Amphicyon_major","species",11.2,9.9,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Metahyaena","confector",24351,"Metahyaena_confector","species",9.937,9.647,"Asia"
"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Dinocrocuta","minor",24398,"Dinocrocuta_minor","species",11.056,9.984,"Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Gobicyon","zhegalloi",23033,"Gobicyon_zhegalloi","species",20.44,11.63,"Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","tairumensis",21647,"Amphicyon_tairumensis","species",14.2,11.2,"Asia"
"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","tungurensis",21652,"Percrocuta_tungurensis","species",14.2,11.2,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Metailurus","mongoliensis",21653,"Metailurus_mongoliensis","species",12.85,11.2,"Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Gobicyon","macrognathus",23034,"Gobicyon_macrognathus","species",12.85,11.2,"Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Tungurictis","spocki",23039,"Tungurictis_spocki","species",14.2,11.2,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","teilhardi",31979,"Plithocyon_teilhardi","species",14.2,9.5,"Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","confucianus",21693,"Amphicyon_confucianus","species",17,15.2,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","orientalis",21694,"Ursavus_orientalis","species",17,15.2,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberocyon","youngi",33707,"Phoberocyon_youngi","species",17,15.2,"Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Tongxinictis","primordialis",21704,"Tongxinictis_primordialis","species",15.2,12.5,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Nyctereutes","sinensis",21821,"Nyctereutes_sinensis","species",5.333,0.01,"Asia | Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Pseudocyon","caucasicus",20513,"Pseudocyon_caucasicus","species",16.4,14.2,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Machairodus","ischimicus",21898,"Machairodus_ischimicus","species",3.55,2.725,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Xenictis","pilgrimi",22035,"Xenictis_pilgrimi","species",5,3.55,"Europe"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","wenzensis",22087,"Felis_wenzensis","species",5,3.55,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","intermedium",22088,"Agriotherium_intermedium","species",5,3.55,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","wenzensis",22089,"Ursus_wenzensis","species",5,3.55,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","wenzensis",22090,"Martes_wenzensis","species",5,1.9,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","pliocaenica",22091,"Mustela_pliocaenica","species",5,3.55,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","Melini","Arctomeles","pliocaenicus",22093,"Arctomeles_pliocaenicus","species",5,3.55,"Europe"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","davitasvilii",24285,"Homotherium_davitasvilii","species",3.55,2.5,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","insigne",22290,"Agriotherium_insigne","species",5.3,2.5,"Europe"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","senezensis",31333,"Canis_senezensis","species",3.025,1.9,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Meles","gennevauxi",22523,"Meles_gennevauxi","species",5.3,5,"Europe"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","arnensis",22395,"Canis_arnensis","species",3.55,0.0117,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Meles","dimitrius",23851,"Meles_dimitrius","species",3.55,2.725,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Pannonictis","rumana",24101,"Pannonictis_rumana","species",7.6,3.55,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Enhydrictis","galictoides",27541,"Enhydrictis_galictoides","species",3.55,0.0117,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Parameles","suillus",21802,"Parameles_suillus","species",3.55,2.5,"Europe | Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","ruscinensis",22590,"Ursus_ruscinensis","species",3.55,3.025,"Europe"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Eucyon","minor",33666,"Eucyon_minor","species",5.333,1.778,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Ailuridae","Ailurinae","Parailurus","baikalicus",35395,"Parailurus_baikalicus","species",3.55,3.025,"Europe"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","chihliensis",22672,"Canis_chihliensis","species",4.6,0.774,"Europe | Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Pachycrocuta","brevirostris",23951,"Pachycrocuta_brevirostris","species",3.55,0,"Europe | Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Lynx","shansius",30033,"Lynx_shansius","species",5.333,0.774,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Pannonictis","pachygnatha",22611,"Pannonictis_pachygnatha","species",3.275,1.15317,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Eucyon","kuruksaensis",22876,"Eucyon_kuruksaensis","species",3.025,1.9,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Meles","meles",25328,"Meles_meles","species",2.58,0,"Asia | Europe"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Xenocyon","lycaonoides",32418,"Xenocyon_lycaonoides","species",1.981,0.0117,"Asia | Europe"
"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Lophocyon","paraskevaidisi",22935,"Lophocyon_paraskevaidisi","species",17.235,14.775,"Europe"
"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Dinocrocuta","salonicae",22961,"Dinocrocuta_salonicae","species",11.2,9.9,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Ysengrinia","tolosana",23134,"Ysengrinia_tolosana","species",23.86,21.7,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberogale","ginesticus",23150,"Phoberogale_ginesticus","species",23,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Haplocyon","elegans",23152,"Haplocyon_elegans","species",23,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Haplocyon","crucians",23153,"Haplocyon_crucians","species",23,19.5,"Europe"
"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Plesictis","solidus",23158,"Plesictis_solidus","species",23,21.7,"Europe"
"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Plesictis","palustris",23159,"Plesictis_palustris","species",23,19.5,"Europe"
"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Plesictis","cultellatus",23160,"Plesictis_cultellatus","species",23,21.7,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","crassidens",23296,"Cynelos_crassidens","species",23.86,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","astrei",24469,"Amphicyon_astrei","species",23,19.5,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Melursus","ursinus",24488,"Melursus_ursinus","species",23,21.7,"Europe"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Proailurus","lemanensis",23163,"Proailurus_lemanensis","species",23.26,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","rugosidens",23297,"Cynelos_rugosidens","species",27.24,17.2,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","lemanensis",23298,"Cynelos_lemanensis","species",21.7,18.35,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberogale","depereti",23300,"Phoberogale_depereti","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Cephalogale","gracile",23301,"Cephalogale_gracile","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","indet.","Stenoplesictidae","indet.","Stenogale","julieni",23302,"Stenogale_julieni","species",24.56,19.5,"Europe"
"Eutheria","Carnivora","indet.","Stenoplesictidae","indet.","Stenogale","brevidens",23303,"Stenogale_brevidens","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Bathygale","lemanensis",23304,"Bathygale_lemanensis","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Plesictis","julieni",23305,"Plesictis_julieni","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Plesictis","stenoplesictoides",23306,"Plesictis_stenoplesictoides","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Plesiogale","angustifrons",23307,"Plesiogale_angustifrons","species",21.7,17.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Paragale","huerzeleri",23308,"Paragale_huerzeleri","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Amphictis","lemanensis",23309,"Amphictis_lemanensis","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Amphictis","antiqua",23310,"Amphictis_antiqua","species",21.7,17.2,"Europe"
"Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestides","antiquus",23311,"Herpestides_antiquus","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Ysengrinia","gerandiana",24480,"Ysengrinia_gerandiana","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Haplocyonoides","mordax",23326,"Haplocyonoides_mordax","species",21.7,17.2,"Europe"
"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Plesictis","laugnacensis",23328,"Plesictis_laugnacensis","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Amphictis","aginensis",23329,"Amphictis_aginensis","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestides","collectus",23330,"Herpestides_collectus","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","laugnacensis",24510,"Semigenetta_laugnacensis","species",21.7,17.2,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Crassidia","intermedia",23735,"Crassidia_intermedia","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Adcrocuta","eximia",31479,"Adcrocuta_eximia","species",8.108,5.3,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","sinensis",21758,"Indarctos_sinensis","species",8.9,5.3,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Proputorius","lufengensis",21760,"Proputorius_lufengensis","species",7.6,7.1,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Sivaonyx","bathygnathus",21761,"Sivaonyx_bathygnathus","species",7.6,7.1,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Machairodus","fires",21764,"Machairodus_fires","species",7.6,7.1,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ailurarctos","lufengensis",31736,"Ailurarctos_lufengensis","species",7.6,7.1,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","fires",31737,"Homotherium_fires","species",7.6,7.1,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","sylvestris",31740,"Ursavus_sylvestris","species",7.6,7.1,"Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","ulungurensis",23502,"Amphicyon_ulungurensis","species",18.524,11.63,"Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Thalassictis","chinjiensis",31509,"Thalassictis_chinjiensis","species",18.524,12.5,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Pseudaelurus","cuspidatus",31769,"Pseudaelurus_cuspidatus","species",17.235,12.5,"Asia"
"Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","aurelianensis",24821,"Herpestes_aurelianensis","species",21.7,11.056,"Europe"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","alopecoides/praecorsac",85361,"Vulpes_alopecoides/praecorsac","species",2.581,0.5,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","apolloniensis",23875,"Canis_apolloniensis","species",1.9,0.5,"Europe"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","spelaea",35191,"Panthera_spelaea","species",2.58,0.01,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","lupus",25060,"Canis_lupus","species",3.4977,0,"Europe | Asia | Africa"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Megantereon","whitei",31819,"Megantereon_whitei","species",2.128,0.4515,"Asia | Europe | Africa"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Pannonictis","nestii",35231,"Pannonictis_nestii","species",3.025,0.781,"Asia | Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","simplicidens",84477,"Lutra_simplicidens","species",1.9,0.0117,"Asia | Europe"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","borjgali",85723,"Canis_borjgali","species",1.85,1.778,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","onca",85724,"Panthera_onca","species",1.85,1.778,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","angustidens",23929,"Vulpes_angustidens","species",0.79,0.0117,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","foina",25310,"Martes_foina","species",2.58,0,"Europe | Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","mediterraneus",25613,"Ursus_mediterraneus","species",0.79,0.293,"Europe | Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","deningeri",25223,"Ursus_deningeri","species",1.9,0.0117,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","variabilis",23952,"Canis_variabilis","species",2.581,0,"Europe | Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","tigris",25279,"Panthera_tigris","species",1.9,0,"Asia | Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","minor",24112,"Amphicyon_minor","species",23.03,17.131,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Thalassictis","sarmatica",24119,"Thalassictis_sarmatica","species",11.2,9.9,"Europe"
"Eutheria","Carnivora","Pinnipedia","Phocidae","indet.","Phoca","pontica",24122,"Phoca_pontica","species",12.2,9.9,"Europe"
"Eutheria","Carnivora","Pinnipedia","Phocidae","indet.","Phoca","maeotica",24136,"Phoca_maeotica","species",11.2,9.9,"Europe"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Pseudaelurus","intripedens",24124,"Pseudaelurus_intripedens","species",13.6,11.5,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Thalassictis","spelaea",24175,"Thalassictis_spelaea","species",11.592,7.1,"Europe | Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Zaragocyon","daamsi",25758,"Zaragocyon_daamsi","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Amphictis","wintershofensis",24475,"Amphictis_wintershofensis","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Plesictis","vireti",24476,"Plesictis_vireti","species",21.7,17.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","laevidens",24478,"Martes_laevidens","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","praecurrens",24479,"Protictitherium_praecurrens","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Broiliana","nobilis",24744,"Broiliana_nobilis","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Stromeriella","franconica",24745,"Stromeriella_franconica","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ballusia","elmensis",32612,"Ballusia_elmensis","species",19.5,14.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Laphyctis","vorax",32619,"Laphyctis_vorax","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","indet.","Mephitidae","indet.","Miomephitis","pilgrimi",34380,"Miomephitis_pilgrimi","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberocyon","aurelianensis",27695,"Phoberocyon_aurelianensis","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","lathanicus",31000,"Amphicyon_lathanicus","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Iberictis","buloti",24508,"Iberictis_buloti","species",17.2,15.16,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberocyon","dehmi",27694,"Phoberocyon_dehmi","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","gargan",24494,"Hemicyon_gargan","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","isorei",24495,"Ursavus_isorei","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ballusia","hareni",24743,"Ballusia_hareni","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberocyon","hispanicus",27693,"Phoberocyon_hispanicus","species",21.7,17.2,"Europe"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","vulpes",22265,"Vulpes_vulpes","species",2.58,0,"Asia | Europe | Africa"
"Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","fecunda",27174,"Palaeogale_fecunda","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","bohemicus",24471,"Amphicyon_bohemicus","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Plesictis","humilidens",32618,"Plesictis_humilidens","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","carnutense",86090,"Amphicyon_carnutense","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","lactorensis",24473,"Amphicyon_lactorensis","species",17.2,14.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","antunesi",24493,"Plithocyon_antunesi","species",17.2,14.2,"Europe"
"Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","praehyaenoides",24503,"Palaeogale_praehyaenoides","species",21.7,19.5,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","llopisi",24514,"Protictitherium_llopisi","species",11.2,8.9,"Europe"
"Eutheria","Carnivora","indet.","Stenoplesictidae","indet.","Stenogale","aurelianensis",24521,"Stenogale_aurelianensis","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Grivamephitis","meini",34249,"Grivamephitis_meini","species",12.85,11.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","hurzeleri",24742,"Hemicyon_hurzeleri","species",19.5,18.35,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Aktaucyon","brachifacialis",24911,"Aktaucyon_brachifacialis","species",17.2,14.2,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberocyon","akhmetievi",24912,"Phoberocyon_akhmetievi","species",17.2,14.2,"Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","cooperi",24972,"Amphicyon_cooperi","species",19.5,16.4,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","corsac",22266,"Vulpes_corsac","species",0.78,0.013,"Europe | Asia"
"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","leakeyi",32354,"Percrocuta_leakeyi","species",11.056,9.5365,"Africa"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Lynx","lynx",25193,"Lynx_lynx","species",2.58,0,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","nivalis",25161,"Mustela_nivalis","species",1.9,0,"Europe | Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","Hyaeninae","Crocuta","spelaea",32917,"Crocuta_spelaea","species",1.9,0.01,"Europe | Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","spelaeus",25198,"Ursus_spelaeus","species",1.9,0,"Europe | Asia"
