"SUBCLASSORSUPERORDER","ORDER","SUBORDERORSUPERFAMILY","FAMILY","SUBFAMILY","GENUS","SPECIES","SIDNUM","now_accepted_name","now_accepted_rank","MAX_AGE","MIN_AGE","now_continent"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Urocyon","citrinus",82065,"Urocyon_citrinus","species",2.63,1.8,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Theriodictis","floriadanus",82070,"Theriodictis_floriadanus","species",2.63,1.8,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Lynx","rufus",35066,"Lynx_rufus","species",2.63,0.9,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","armbrusteri",35064,"Canis_armbrusteri","species",2.63,0.39,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Urocyon","minicephalus",82066,"Urocyon_minicephalus","species",0.9,0.39,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","onca",82081,"Panthera_onca","species",1.1,0.0117,"Americas"
"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Procyon","lotor",82090,"Procyon_lotor","species",6.88,0.39,"Americas"
"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Conepatus","leuconotus",82111,"Conepatus_leuconotus","species",0.9,0.39,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","canadensis",82112,"Lutra_canadensis","species",1.8,0.9,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","abstrusus",80486,"Ursus_abstrusus","species",4.91,1.8,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Melini","Arctomeles","sotnikovae",82109,"Arctomeles_sotnikovae","species",4.91,2.63,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctus","galushai",82042,"Cynarctus_galushai","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Protepicyon","raki",82047,"Protepicyon_raki","species",15.97,12.57,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","barstowensis",80472,"Plithocyon_barstowensis","species",14.78,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Ischyrocyon","mohavensis",82194,"Ischyrocyon_mohavensis","species",12.57,12.11,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plionictis","buwaldi",80379,"Plionictis_buwaldi","species",12.11,7.59,"Americas"
"Eutheria","Carnivora","indet.","Mephitidae","indet.","Martinogale","faulli",82102,"Martinogale_faulli","species",12.11,7.59,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Borophagus","solus",80270,"Borophagus_solus","species",6.88,4.91,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Tremarctini","Tremarctos","floridanus",80485,"Tremarctos_floridanus","species",2.63,0.9,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Urocyon","galushai",82064,"Urocyon_galushai","species",4.91,0.9,"Americas"
"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Bassaricyonoides","stewartae",82085,"Bassaricyonoides_stewartae","species",17.34,15.97,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","primaevus",20054,"Ursavus_primaevus","species",15.97,7.6,"Americas | Asia | Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutravus","halli",80407,"Lutravus_halli","species",9.07,6.88,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctus","marylandica",80237,"Cynarctus_marylandica","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenus","demilo",82134,"Daphoenus_demilo","species",39.83,37.39,"Americas"
"Eutheria","Carnivora","indet.","Viverravidae","indet.","Ictidopappus","mustelinus",80171,"Ictidopappus_mustelinus","species",62.52,62.22,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Brachyrhynchocyon","montanus",80416,"Brachyrhynchocyon_montanus","species",35.24,34.7,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","montanus",80461,"Parictis_montanus","species",35.24,33.9,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plionictis","kinseyi",80377,"Plionictis_kinseyi","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Hypsoparia","bozemanensis",82100,"Hypsoparia_bozemanensis","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Aelurodon","montanensis",82037,"Aelurodon_montanensis","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","primaevus",80462,"Parictis_primaevus","species",37.39,32.1,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Enhydrocyon","stenocephalus",80193,"Enhydrocyon_stenocephalus","species",31.4,22.2,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Temnocyoninae","Temnocyon","altigenis",80433,"Temnocyon_altigenis","species",31.4,19.09,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Allocyon","loganensis",80466,"Allocyon_loganensis","species",31.4,29.75,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Phlaocyon","latidens",82031,"Phlaocyon_latidens","species",31.4,28,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenus","transversus",80421,"Daphoenus_transversus","species",29.75,28,"Americas"
"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Dinictis","cyclops",80489,"Dinictis_cyclops","species",29.75,28,"Americas"
"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Dinaelurus","crassus",80494,"Dinaelurus_crassus","species",29.75,28,"Americas"
"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Eusmilus","cerebralis",80502,"Eusmilus_cerebralis","species",29.75,28,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Rhizocyon","oregonensis",82023,"Rhizocyon_oregonensis","species",29.75,28,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Leptocyon","mollis",82051,"Leptocyon_mollis","species",29.75,28,"Americas"
"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Pogonodon","davisi",82077,"Pogonodon_davisi","species",29.75,28,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Paradaphoenus","cuspigerus",80425,"Paradaphoenus_cuspigerus","species",28,22.2,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Oligobunis","crassivultus",80310,"Oligobunis_crassivultus","species",22.2,19.09,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenus","socialis",80422,"Daphoenus_socialis","species",22.2,19.09,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plionictis","gazini",80378,"Plionictis_gazini","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Sthenictis","junturensis",80384,"Sthenictis_junturensis","species",10.09,9.07,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","oregonensis",80372,"Martes_oregonensis","species",6.88,5.91,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Ferinestrix","vorax",80395,"Ferinestrix_vorax","species",4.91,2.63,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Galictini","Sminthosinis","bowleri",80405,"Sminthosinis_bowleri","species",4.91,2.63,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","idahoensis",80538,"Homotherium_idahoensis","species",2.63,1.8,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Pseudailurus","hibbardi",80515,"Pseudailurus_hibbardi","species",7.59,4.91,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Lynx","proterolyncis",80526,"Lynx_proterolyncis","species",7.59,4.91,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","thooides",82073,"Canis_thooides","species",2.63,1.8,"Americas"
"Eutheria","Carnivora","indet.","Viverravidae","indet.","Didymictis","vancleavae",80097,"Didymictis_vancleavae","species",51.91,49.27,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Borocyon","neomexicanus",82198,"Borocyon_neomexicanus","species",19.09,18.5,"Americas"
"Eutheria","Carnivora","indet.","Mephitidae","indet.","Martinogale","nambiana",80339,"Martinogale_nambiana","species",14.78,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Taxidiini","Chamitataxus","avitatus",82104,"Chamitataxus_avitatus","species",7.59,6.88,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cerdocyon","texanus",82067,"Cerdocyon_texanus","species",5.91,4.91,"Americas"
"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","australis",80126,"Miacis_australis","species",39.83,37.39,"Americas"
"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","cognitus",80127,"Miacis_cognitus","species",37.39,35.92,"Americas"
"Eutheria","Carnivora","indet.","Miacidae","indet.","Prohesperocyon","wilsoni",80173,"Prohesperocyon_wilsoni","species",35.92,35.24,"Americas"
"Eutheria","Carnivora","indet.","Mephitidae","indet.","Buisnictis","chisoensis",82101,"Buisnictis_chisoensis","species",9.07,7.59,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Taxidiini","Taxidea","mexicana",80355,"Taxidea_mexicana","species",5.91,4.91,"Americas"
"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Arctonasua","fricki",80288,"Arctonasua_fricki","species",6.88,5.91,"Americas"
"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Nasua","pronarica",80295,"Nasua_pronarica","species",4.91,2.63,"Americas"
"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Spilogale","microdens",80346,"Spilogale_microdens","species",4.91,2.63,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","velox",82059,"Vulpes_velox","species",4.91,2.63,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Miracinonyx","trumani",80529,"Miracinonyx_trumani","species",2.63,1.8,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","johnstoni",80540,"Homotherium_johnstoni","species",2.63,1.8,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Metalopex","bakeri",82062,"Metalopex_bakeri","species",7.59,6.88,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","supremus",82097,"Leptarctus_supremus","species",7.59,6.88,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Moralesictis","intrepidus",85741,"Moralesictis_intrepidus","species",7.59,6.88,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Canimartes","cumminsi",80394,"Canimartes_cumminsi","species",2.63,1.8,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Dinofelis","palaeoonca",80532,"Dinofelis_palaeoonca","species",2.63,1.8,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Kolponomos","clallamensis",80467,"Kolponomos_clallamensis","species",22.2,18.5,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Kolponomos","newportensis",80468,"Kolponomos_newportensis","species",22.2,17.34,"Americas"
"Eutheria","Carnivora","Pinnipedia","Enaliarctidae","indet.","Pinnarctidion","rayi",84368,"Pinnarctidion_rayi","species",22.2,17.34,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Pseudocyon","sansaniensis",20001,"Pseudocyon_sansaniensis","species",19.5,11.2,"Europe"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Pseudaelurus","quadridentatus",20007,"Pseudaelurus_quadridentatus","species",17.2,9.647,"Europe | Asia"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Styriofelis","lorteti",20008,"Styriofelis_lorteti","species",17.2,8.3,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Pseudocyon","steinheimensis",20010,"Pseudocyon_steinheimensis","species",19.5,11.2,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Amphicyonopsis","serus",20011,"Amphicyonopsis_serus","species",12.85,11.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","goeriachensis",20012,"Hemicyon_goeriachensis","species",16.4,11.056,"Europe"
"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Albanosmilus","jourdani",20014,"Albanosmilus_jourdani","species",15.4666666666667,9.721,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Melidellavus","leptorhynchus",20021,"Melidellavus_leptorhynchus","species",14.2,11.2,"Europe"
"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","sansaniensis",20023,"Semigenetta_sansaniensis","species",17.2,11.056,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Paralutra","jaegeri",20026,"Paralutra_jaegeri","species",17.2,9.9,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","mustelinus",20027,"Ischyrictis_mustelinus","species",17.2,11.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trochotherium","cyamoides",20030,"Trochotherium_cyamoides","species",12.85,11.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trocharion","albanense",20031,"Trocharion_albanense","species",17.2,9.721,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","filholi",20055,"Martes_filholi","species",17.2,2.58,"Europe | Asia"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Pseudaelurus","romieviensis",20073,"Pseudaelurus_romieviensis","species",17.2,11.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","intermedius",24497,"Ursavus_intermedius","species",16.543,11.2,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","major",20000,"Amphicyon_major","species",19.5,9.9,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Pseudarctos","bavaricus",20002,"Pseudarctos_bavaricus","species",17.2,9.9,"Europe"
"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Alopecocyon","leptorhynchus",20003,"Alopecocyon_leptorhynchus","species",16.4,11.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","armagnacensis",20005,"Plithocyon_armagnacensis","species",16.4,11.056,"Europe"
"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Sansanosmilus","palmidens",20009,"Sansanosmilus_palmidens","species",16.4,11.2,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","zibethoides",20016,"Ischyrictis_zibethoides","species",17.2,11.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","sansaniensis",20017,"Martes_sansaniensis","species",16.4,7.6,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Proputorius","sansaniensis",20018,"Proputorius_sansaniensis","species",17.2,11.457333333333,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Taxodon","sansaniensis",20020,"Taxodon_sansaniensis","species",16.4,9.9,"Europe"
"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Viverrictis","modica",20024,"Viverrictis_modica","species",17.2,11.2,"Europe"
"Eutheria","Carnivora","indet.","Herpestidae","indet.","Leptoplesictis","aurelianensis",20025,"Leptoplesictis_aurelianensis","species",18.35,11.2,"Europe"
"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Schlossericyon","viverroides",20046,"Schlossericyon_viverroides","species",17.2,11.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","sansaniensis",27692,"Hemicyon_sansaniensis","species",14.2,11.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Lartetictis","dubia",31186,"Lartetictis_dubia","species",16.4,9.9,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","sansaniensis",20004,"Hemicyon_sansaniensis","species",16.4,9.9,"Asia | Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","intermedium",20039,"Protictitherium_intermedium","species",15.2,9.311,"Asia | Europe"
"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","miocenica",20041,"Percrocuta_miocenica","species",16.4,11.2,"Asia | Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","gaillardi",20060,"Protictitherium_gaillardi","species",17.2,8.9,"Asia | Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","anatolicus",20182,"Ischyrictis_anatolicus","species",16.4,12.85,"Asia | Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Anatolictis","laevicaninus",20511,"Anatolictis_laevicaninus","species",14.2,11.2,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Lartetictis","pasalarensis",86116,"Lartetictis_pasalarensis","species",14.2,12.85,"Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Agnotherium","grivense",20043,"Agnotherium_grivense","species",16.4,11.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Dinocyon","thenardi",20044,"Dinocyon_thenardi","species",16.4,7.6,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","helbingi",20047,"Ischyrictis_helbingi","species",12.85,11.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Gaillardina","transitoria",20048,"Gaillardina_transitoria","species",12.85,11.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","delphinensis",20049,"Martes_delphinensis","species",17.2,11.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","munki",20050,"Martes_munki","species",17.2,11.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Grivamephitis","pusilla",20051,"Grivamephitis_pusilla","species",17.2,11.2,"Europe"
"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Jourdanictis","grivensis",20053,"Jourdanictis_grivensis","species",12.85,11.2,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Thalassictis","certa",20056,"Thalassictis_certa","species",12.85,11.2,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","crassum",20057,"Protictitherium_crassum","species",17.2,5.3,"Europe | Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Plioviverrops","gaudryi",20058,"Plioviverrops_gaudryi","species",12.85,11.2,"Europe"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Styriofelis","turnauensis",20059,"Styriofelis_turnauensis","species",21.7,8.9,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Proputorius","pusillus",24486,"Proputorius_pusillus","species",16.4,11.2,"Europe"
"Eutheria","Carnivora","indet.","Herpestidae","indet.","Leptoplesictis","filholi",24487,"Leptoplesictis_filholi","species",30.83,11.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Rhodanictis","depereti",25764,"Rhodanictis_depereti","species",16.4,11.2,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sivanasua","moravica",25787,"Sivanasua_moravica","species",17.2,11.2,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","giganteus",20061,"Amphicyon_giganteus","species",23.03,12.85,"Europe | Asia | Africa"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Hoplictis","noueli",20064,"Hoplictis_noueli","species",17.2,14.2,"Europe"
"Eutheria","Carnivora","Pinnipedia","Semantoridae","indet.","Potamotherium","miocenicum",20067,"Potamotherium_miocenicum","species",17.2,12.85,"Europe"
"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Prosansanosmilus","peregrinus",20068,"Prosansanosmilus_peregrinus","species",17.2,14.2,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","helbingi",20091,"Cynelos_helbingi","species",19.5,11.63,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Ysengrinia","depereti",24483,"Ysengrinia_depereti","species",19.5,14.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","stehlini",24484,"Hemicyon_stehlini","species",19.5,11.2,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trochictis","artenensis",24504,"Trochictis_artenensis","species",19.5,14.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trochictis","carbonaria",24507,"Trochictis_carbonaria","species",17.2,14.2,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","schlosseri",20070,"Cynelos_schlosseri","species",21.7,16.4,"Europe"
"Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","hyaenoides",20072,"Palaeogale_hyaenoides","species",19.5,14.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","sainjoni",20074,"Martes_sainjoni","species",17.2,16.4,"Europe"
"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","elegans",20075,"Semigenetta_elegans","species",19.5,16.4,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","burdigaliensis",20189,"Martes_burdigaliensis","species",17.2,8.9,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Ictiocyon","socialis",30999,"Ictiocyon_socialis","species",21.483,16.4,"Europe | Asia"
"Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","minuta",20079,"Palaeogale_minuta","species",21.7,16.4,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","bezianensis",20533,"Ischyrictis_bezianensis","species",17.2,14.2,"Europe"
"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","cadeoti",24513,"Semigenetta_cadeoti","species",17.2,16.4,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Thaumastocyon","bourgeoisi",20080,"Thaumastocyon_bourgeoisi","species",16.4,14.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","bruneti",20083,"Plithocyon_bruneti","species",19.5,14.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Hoplictis","florancei",20084,"Hoplictis_florancei","species",17.2,14.2,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Pseudocyon","styriacus",21058,"Pseudocyon_styriacus","species",16.4,14.2,"Europe"
"Eutheria","Carnivora","Pinnipedia","Semantoridae","indet.","Potamotherium","valletoni",20496,"Potamotherium_valletoni","species",23.26,14.2,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Ysengrinia","valentiana",20089,"Ysengrinia_valentiana","species",17.2,16.4,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","olisiponensis",20090,"Amphicyon_olisiponensis","species",17.2,14.2,"Europe"
"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Prosansanosmilus","eggeri",34092,"Prosansanosmilus_eggeri","species",16.4,14.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrini","Limnonyx","pontica",20094,"Limnonyx_pontica","species",16.4,9.9,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Sivaonyx","hessicus",20095,"Sivaonyx_hessicus","species",16.4,8.9,"Europe | Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Machairodus","aphanistus",20097,"Machairodus_aphanistus","species",16.4,2.725,"Europe | Asia | Africa"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Promegantereon","ogygia",20098,"Promegantereon_ogygia","species",16.4,7.6,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Agnotherium","antiquum",20103,"Agnotherium_antiquum","species",16.4,9.9,"Europe | Africa"
"Eutheria","Carnivora","Caniformia","Ailuridae","Simocyoninae","Simocyon","diaphorus",31432,"Simocyon_diaphorus","species",16.4,9.9,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","vireti",20104,"Indarctos_vireti","species",11.2,8.9,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Protursus","simpsoni",20105,"Protursus_simpsoni","species",10.55,9.721,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sabadellictis","crusafonti",20108,"Sabadellictis_crusafonti","species",9.786,9.721,"Europe"
"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Mesomephitis","medius",20110,"Mesomephitis_medius","species",11.2,8.9,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trochictis","narcisoi",20113,"Trochictis_narcisoi","species",9.786,9.721,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","mellibulla",20115,"Martes_mellibulla","species",9.9,8.9,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Circamustela","dechaseauxi",20117,"Circamustela_dechaseauxi","species",11.2,9.721,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Marcetia","santigae",20118,"Marcetia_santigae","species",11.2,9.721,"Europe"
"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","ripolli",20122,"Semigenetta_ripolli","species",9.9,8.9,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","Eomellivorini","Eomellivora","fricki",20524,"Eomellivora_fricki","species",11.2,7.1,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrini","Limnonyx","sinerizi",20112,"Limnonyx_sinerizi","species",11.2,2.5,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","andersoni",20120,"Martes_andersoni","species",11.2,1.7239,"Europe | Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Thalassictis","montadai",20153,"Thalassictis_montadai","species",12.85,9.9,"Europe | Asia"
"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Miomaci","pannonicum",86111,"Miomaci_pannonicum","species",11.2,9.9,"Europe"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Thaumastocyon","dirus",20100,"Thaumastocyon_dirus","species",11.2,9.9,"Europe"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Machairodus","alberdiae",20123,"Machairodus_alberdiae","species",11.2,9.9,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","Eomellivorini","Eomellivora","piveteaui",21061,"Eomellivora_piveteaui","species",16.4,7.6,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Magericyon","castellanus",24474,"Magericyon_castellanus","species",11.2,9.9,"Europe"
