"","now_accepted_sist_subclass_superorder","now_accepted_sist_order","now_accepted_sist_suborder_superfamily","now_accepted_sist_family","now_accepted_sist_subfamily_tribe","now_accepted_sist_genus","now_accepted_sist_epithet","now_accepted_name","now_accepted_rank"
"473","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Dinofelis","petteri","Dinofelis_petteri","Species"
"474","Eutheria","Carnivora","indet.","Herpestidae","indet.","Galerella","indet.","Galerella","Genus"
"475","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","mosbachensis","Canis_mosbachensis","Species"
"476","Eutheria","Carnivora","indet.","Canidae","indet.","Nyctereutes","procyonoides","Nyctereutes_procyonoides","Species"
"477","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","corsac","Vulpes_corsac","Species"
"478","Eutheria","Carnivora","indet.","Felidae","Felinae","Felis","catus","Felis_catus","Species"
"479","Eutheria","Carnivora","indet.","Felidae","indet.","Prionailurus","bengalensis","Prionailurus_bengalensis","Species"
"480","Eutheria","Carnivora","indet.","Canidae","Caninae","Cuon","javanicus","Cuon_javanicus","Species"
"481","Eutheria","Carnivora","indet.","Canidae","Caninae","Cuon","antiquus","Cuon_antiquus","Species"
"482","Eutheria","Carnivora","indet.","Canidae","Caninae","Cuon","simplicidens","Cuon_simplicidens","Species"
"483","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","lagopus","Vulpes_lagopus","Species"
"484","Eutheria","Carnivora","indet.","Canidae","Caninae","Cuon","priscus","Cuon_priscus","Species"
"485","Eutheria","Carnivora","indet.","Eupleridae","Euplerinae","Cryptoprocta","spelea","Cryptoprocta_spelea","Species"
"486","Eutheria","Carnivora","indet.","Eupleridae","Euplerinae","Fossa","fossana","Fossa_fossana","Species"
"487","Eutheria","Carnivora","indet.","Felidae","Felinae","Felis","lybica","Felis_lybica","Species"
"488","Eutheria","Carnivora","indet.","Herpestidae","indet.","Crossarchus","indet.","Crossarchus","Genus"
"489","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","delibis","Herpestes_delibis","Species"
"490","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","primitivus","Herpestes_primitivus","Species"
"491","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","sanguineus","Herpestes_sanguineus","Species"
"492","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","pattersoni","Vulpes_pattersoni","Species"
"493","Eutheria","Carnivora","indet.","Canidae","indet.","Lupulella","adustus","Lupulella_adustus","Species"
"494","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","chama","Vulpes_chama","Species"
"495","Eutheria","Carnivora","indet.","Felidae","indet.","Caracal","caracal","Caracal_caracal","Species"
"496","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Dinofelis","barlowi","Dinofelis_barlowi","Species"
"497","Eutheria","Carnivora","indet.","Felidae","indet.","Leptailurus","serval","Leptailurus_serval","Species"
"498","Eutheria","Carnivora","indet.","Herpestidae","indet.","Cynictis","penicillata","Cynictis_penicillata","Species"
"499","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","pulcher","Vulpes_pulcher","Species"
"500","Eutheria","Carnivora","indet.","Herpestidae","indet.","Crossarchus","transvalensis","Crossarchus_transvalensis","Species"
"501","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","mesotus","Herpestes_mesotus","Species"
"502","Eutheria","Carnivora","indet.","Canidae","indet.","Prototocyon","recki","Prototocyon_recki","Species"
"503","Eutheria","Carnivora","indet.","Herpestidae","indet.","Atilax","indet.","Atilax","Genus"
"504","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Homotherium","nestianus","Homotherium_nestianus","Species"
"505","Eutheria","Carnivora","indet.","Canidae","indet.","Lycaon","picta","Lycaon_picta","Species"
"506","Eutheria","Carnivora","indet.","Canidae","indet.","Otocyon","megalotis","Otocyon_megalotis","Species"
"507","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Dinofelis","aronoki","Dinofelis_aronoki","Species"
"508","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","praecorsac","Vulpes_praecorsac","Species"
"509","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","angustidens","Vulpes_angustidens","Species"
"510","Eutheria","Carnivora","indet.","Canidae","Caninae","Cuon","stehlini","Cuon_stehlini","Species"
"511","Eutheria","Carnivora","indet.","Canidae","indet.","Lycaon","indet.","Lycaon","Genus"
"512","Eutheria","Carnivora","indet.","Canidae","indet.","Xenocyon","indet.","Xenocyon","Genus"
"513","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","palmidens","Canis_palmidens","Species"
"514","Eutheria","Carnivora","indet.","Felidae","indet.","Acinonyx","pleistocaenicus","Acinonyx_pleistocaenicus","Species"
"515","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","senezensis","Canis_senezensis","Species"
"516","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","indet.","Canis","Genus"
"517","Eutheria","Carnivora","indet.","Felidae","indet.","Caracal","indet.","Caracal","Genus"
"518","Eutheria","Carnivora","indet.","Felidae","Felinae","Panthera","microtis","Panthera_microtis","Species"
"519","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Homotherium","ultimus","Homotherium_ultimus","Species"
"520","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","yuanmouensis","Canis_yuanmouensis","Species"
"521","Eutheria","Carnivora","indet.","Canidae","Caninae","Cerdocyon","texanus","Cerdocyon_texanus","Species"
"522","Eutheria","Carnivora","indet.","Canidae","Caninae","Chrysocyon","nearcticus","Chrysocyon_nearcticus","Species"
"523","Eutheria","Carnivora","indet.","Felidae","Felinae","Neofelis","nebulosa","Neofelis_nebulosa","Species"
"524","Eutheria","Carnivora","indet.","Felidae","indet.","Catopuma","temminckii","Catopuma_temminckii","Species"
"525","Eutheria","Carnivora","indet.","Canidae","Caninae","Cuon","indet.","Cuon","Genus"
"526","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctoides","whistleri","Cynarctoides_whistleri","Species"
"527","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctus","marylandica","Cynarctus_marylandica","Species"
"528","Eutheria","Carnivora","indet.","Canidae","indet.","Cynotherium","indet.","Cynotherium","Genus"
"529","Eutheria","Carnivora","indet.","Canidae","indet.","Cynotherium","sardous","Cynotherium_sardous","Species"
"530","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Osbornodon","wangi","Osbornodon_wangi","Species"
"531","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Phlaocyon","taylori","Phlaocyon_taylori","Species"
"532","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","adoxus","Eucyon_adoxus","Species"
"533","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","michauxi","Eucyon_michauxi","Species"
"534","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Dinofelis","diastemata","Dinofelis_diastemata","Species"
"535","Eutheria","Carnivora","indet.","Felidae","Felinae","Felis","maniculata","Felis_maniculata","Species"
"536","Eutheria","Carnivora","indet.","Canidae","indet.","Nyctereutes","tingi","Nyctereutes_tingi","Species"
"537","Eutheria","Carnivora","indet.","Canidae","indet.","Nyctereutes","indet.","Nyctereutes","Genus"
"538","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","marinae","Eucyon_marinae","Species"
"539","Eutheria","Carnivora","indet.","Felidae","indet.","Viretailurus","indet.","Viretailurus","Genus"
"540","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","monticinensis","Eucyon_monticinensis","Species"
"541","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","odessanus","Eucyon_odessanus","Species"
"542","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","zhoui","Eucyon_zhoui","Species"
"543","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Euoplocyon","indet.","Euoplocyon","Genus"
"544","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Amphimachairodus","indet.","Amphimachairodus","Genus"
"545","Eutheria","Carnivora","indet.","Canidae","Borophaginae","indet.","indet.","indet.","Subfamily_tribe"
"546","Eutheria","Carnivora","indet.","Canidae","Caninae","indet.","indet.","indet.","Subfamily_tribe"
"547","Eutheria","Carnivora","indet.","Canidae","Caninae","Leptocyon","tejonensis","Leptocyon_tejonensis","Species"
"548","Eutheria","Carnivora","indet.","Canidae","indet.","Lycaon","magnus","Lycaon_magnus","Species"
"549","Eutheria","Carnivora","indet.","Felidae","Felinae","Lynx","thomasi","Lynx_thomasi","Species"
"550","Eutheria","Carnivora","indet.","Felidae","Felinae","Felis","nigripes","Felis_nigripes","Species"
"551","Eutheria","Carnivora","indet.","Herpestidae","indet.","Atilax","mesotes","Atilax_mesotes","Species"
"552","Eutheria","Carnivora","indet.","Herpestidae","Herpestinae","indet.","indet.","indet.","Subfamily_tribe"
"553","Eutheria","Carnivora","indet.","Canidae","indet.","Mececyon","trinilensis","Mececyon_trinilensis","Species"
"554","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","galaticus","Vulpes_galaticus","Species"
"555","Eutheria","Carnivora","indet.","Felidae","Felinae","Felis","wenzensis","Felis_wenzensis","Species"
"556","Eutheria","Carnivora","indet.","Canidae","indet.","Nyctereutes","lockwoodi","Nyctereutes_lockwoodi","Species"
"557","Eutheria","Carnivora","indet.","Herpestidae","indet.","indet.","indet.","indet.","Family"
"558","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","beihaiensis","Vulpes_beihaiensis","Species"
"559","Eutheria","Carnivora","indet.","Canidae","indet.","Prohesperocyon","wilsoni","Prohesperocyon_wilsoni","Species"
"560","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","qiuzhudingi","Vulpes_qiuzhudingi","Species"
"561","Eutheria","Carnivora","indet.","Felidae","Felinae","Panthera","blytheae","Panthera_blytheae","Species"
"562","Eutheria","Carnivora","Pinnipedia","Enaliarctidae","indet.","Enaliarctos","barnesi","Enaliarctos_barnesi","Species"
"563","Eutheria","Carnivora","Pinnipedia","Enaliarctidae","indet.","Enaliarctos","emlongi","Enaliarctos_emlongi","Species"
"564","Eutheria","Carnivora","Pinnipedia","Enaliarctidae","indet.","Enaliarctos","tedfordi","Enaliarctos_tedfordi","Species"
"565","Eutheria","Carnivora","Pinnipedia","Enaliarctidae","indet.","Enaliarctos","mitchelli","Enaliarctos_mitchelli","Species"
"566","Eutheria","Carnivora","Pinnipedia","Enaliarctidae","indet.","Pinnarctidion","rayi","Pinnarctidion_rayi","Species"
"567","Eutheria","Carnivora","indet.","Eupleridae","Euplerinae","Cryptoprocta","ferox","Cryptoprocta_ferox","Species"
"568","Eutheria","Carnivora","indet.","Eupleridae","Galidiinae","Galidia","elegans","Galidia_elegans","Species"
"569","Eutheria","Carnivora","indet.","Eupleridae","Galidiinae","Galidictis","grandidieri","Galidictis_grandidieri","Species"
"570","Eutheria","Carnivora","indet.","Eupleridae","Galidiinae","Mungotictis","decemlineata","Mungotictis_decemlineata","Species"
"571","Eutheria","Carnivora","indet.","Herpestidae","indet.","Helogale","hirtula","Helogale_hirtula","Species"
"572","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Homotherium","hengduanshanensis","Homotherium_hengduanshanensis","Species"
"573","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Amphimachairodus","copei","Amphimachairodus_copei","Species"
"574","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Amphimachairodus","kurteni","Amphimachairodus_kurteni","Species"
"575","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Machairodus","horribilis","Machairodus_horribilis","Species"
"576","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Amphimachairodus","romeri","Amphimachairodus_romeri","Species"
"577","Eutheria","Carnivora","indet.","Herpestidae","indet.","Helogale","kitafe","Helogale_kitafe","Species"
"578","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","alaylaii","Herpestes_alaylaii","Species"
"579","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Homotherium","africanum","Homotherium_africanum","Species"
"580","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Homotherium","problematicum","Homotherium_problematicum","Species"
"581","Eutheria","Carnivora","indet.","Herpestidae","indet.","Ichneumia","indet.","Ichneumia","Genus"
"582","Eutheria","Carnivora","indet.","Felidae","indet.","indet.","indet.","indet.","Family"
"583","Eutheria","Carnivora","indet.","Felidae","Felinae","Lynx","kurteni","Lynx_kurteni","Species"
"584","Eutheria","Carnivora","indet.","Felidae","Felinae","Lynx","variabilis","Lynx_variabilis","Species"
"585","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Machairodus","fossilis","Machairodus_fossilis","Species"
"586","Eutheria","Carnivora","indet.","Felidae","indet.","Miomachairodus","pseudailuroides","Miomachairodus_pseudailuroides","Species"
"587","Eutheria","Carnivora","indet.","Felidae","indet.","Stenailurus","teilhardi","Stenailurus_teilhardi","Species"
"588","Eutheria","Carnivora","indet.","Herpestidae","indet.","Atilax","paludinosus","Atilax_paludinosus","Species"
"589","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","cauui","Herpestes_cauui","Species"
"590","Eutheria","Carnivora","indet.","Herpestidae","indet.","Mungos","dietrichi","Mungos_dietrichi","Species"
"591","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Chasmaporthetes","indet.","Chasmaporthetes","Genus"
"592","Eutheria","Carnivora","indet.","Hyaenidae","Hyaeninae","Crocuta","crocuta","Crocuta_crocuta","Species"
"593","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mellivora","capensis","Mellivora_capensis","Species"
"594","Eutheria","Carnivora","indet.","Mustelidae","indet.","Prepoecilogale","bolti","Prepoecilogale_bolti","Species"
"595","Eutheria","Carnivora","indet.","Herpestidae","indet.","Mungos","indet.","Mungos","Genus"
"596","Eutheria","Carnivora","indet.","Hyaenidae","Hyaeninae","Crocuta","dietrichi","Crocuta_dietrichi","Species"
"597","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaena","abronia","Hyaena_abronia","Species"
"598","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Lycyaenops","silberbergi","Lycyaenops_silberbergi","Species"
"599","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Pachycrocuta","indet.","Pachycrocuta","Genus"
"600","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Parahyaena","howelli","Parahyaena_howelli","Species"
"601","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Proteles","indet.","Proteles","Genus"
"602","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mellivora","indet.","Mellivora","Genus"
"603","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Pachycynodon","indet.","Pachycynodon","Genus"
"604","Eutheria","Carnivora","indet.","Herpestidae","indet.","Mungos","indet.","Mungos","Genus"
"605","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Parahyaena","brunnea","Parahyaena_brunnea","Species"
"606","Eutheria","Carnivora","indet.","Herpestidae","indet.","Mungos","minutus","Mungos_minutus","Species"
"607","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaena","hyaena","Hyaena_hyaena","Species"
"608","Eutheria","Carnivora","indet.","Mustelidae","indet.","Lutra","maculicollis","Lutra_maculicollis","Species"
"609","Eutheria","Carnivora","indet.","Herpestidae","indet.","Suricata","indet.","Suricata","Genus"
"610","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Chasmaporthetes","nitidula","Chasmaporthetes_nitidula","Species"
"611","Eutheria","Carnivora","indet.","Mustelidae","indet.","Aonyx","capensis","Aonyx_capensis","Species"
"612","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mellivora","sivalensis","Mellivora_sivalensis","Species"
"613","Eutheria","Carnivora","indet.","Herpestidae","indet.","Suricata","suricatta","Suricata_suricatta","Species"
"614","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Adcrocuta","eximia","Adcrocuta_eximia","Species"
"615","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaenictitherium","wongii","Hyaenictitherium_wongii","Species"
"616","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Ictitherium","viverrinum","Ictitherium_viverrinum","Species"
"617","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Plioviverrops","orbignyi","Plioviverrops_orbignyi","Species"
"618","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Protictitherium","crassum","Protictitherium_crassum","Species"
"619","Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","lartetii","Promephitis_lartetii","Species"
"620","Eutheria","Carnivora","indet.","Mustelidae","indet.","Parataxidea","maraghana","Parataxidea_maraghana","Species"
"621","Eutheria","Carnivora","indet.","Mustelidae","indet.","Promeles","palaeatticus","Promeles_palaeatticus","Species"
"622","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","indet.","Martes","Genus"
"623","Eutheria","Carnivora","indet.","Mustelidae","indet.","Melodon","maraghanus","Melodon_maraghanus","Species"
"624","Eutheria","Carnivora","indet.","Mustelidae","indet.","Parataxidea","polaki","Parataxidea_polaki","Species"
"625","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","maraghanus","Indarctos_maraghanus","Species"
"626","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaenictis","graeca","Hyaenictis_graeca","Species"
"627","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Lycyaena","chaeretis","Lycyaena_chaeretis","Species"
"628","Eutheria","Carnivora","indet.","Mustelidae","indet.","Enhydriodon","latipes","Enhydriodon_latipes","Species"
"629","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","woodwardi","Martes_woodwardi","Species"
"630","Eutheria","Carnivora","indet.","Mustelidae","indet.","Sinictis","pentelici","Sinictis_pentelici","Species"
"631","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","atticus","Indarctos_atticus","Species"
"632","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaenictis","almerai","Hyaenictis_almerai","Species"
"633","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Thalassictis","robusta","Thalassictis_robusta","Species"
"634","Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","pristinidens","Promephitis_pristinidens","Species"
"635","Eutheria","Carnivora","indet.","Mustelidae","indet.","Plesiomeles","cajali","Plesiomeles_cajali","Species"
"636","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","vireti","Indarctos_vireti","Species"
"637","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Plioviverrops","guerini","Plioviverrops_guerini","Species"
"638","Eutheria","Carnivora","indet.","Mustelidae","indet.","indet.","indet.","indet.","Family"
"639","Eutheria","Carnivora","indet.","Mustelidae","Melinae","indet.","indet.","indet.","Subfamily_tribe"
"640","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaenictitherium","hipparionum","Hyaenictitherium_hipparionum","Species"
"641","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Thalassictis","indet.","Thalassictis","Genus"
"642","Eutheria","Carnivora","indet.","Mustelidae","indet.","Baranogale","adroveri","Baranogale_adroveri","Species"
"643","Eutheria","Carnivora","indet.","Mustelidae","indet.","Paludolutra","lluecai","Paludolutra_lluecai","Species"
"644","Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","indet.","Percrocuta","Genus"
"645","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaenictitherium","hyaenoides","Hyaenictitherium_hyaenoides","Species"
"646","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","Sivaonyx","lehmani","Sivaonyx_lehmani","Species"
"647","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","basilii","Martes_basilii","Species"
"648","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Plesiogulo","brachygnathus","Plesiogulo_brachygnathus","Species"
"649","Eutheria","Carnivora","indet.","Percrocutidae","indet.","Dinocrocuta","indet.","Dinocrocuta","Genus"
"650","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Plesiogulo","crassa","Plesiogulo_crassa","Species"
"651","Eutheria","Carnivora","indet.","Mustelidae","indet.","Vormela","indet.","Vormela","Genus"
"652","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","indet.","Indarctos","Genus"
"653","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaenictitherium","parvum","Hyaenictitherium_parvum","Species"
"654","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Miohyaenotherium","bessarabicum","Miohyaenotherium_bessarabicum","Species"
"655","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Ictitherium","pannonicum","Ictitherium_pannonicum","Species"
"656","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Eomellivora","wimani","Eomellivora_wimani","Species"
"657","Eutheria","Carnivora","indet.","Mustelidae","indet.","Nannomephitis","crassidens","Nannomephitis_crassidens","Species"
"658","Eutheria","Carnivora","indet.","Mustelidae","indet.","Paramartes","pococki","Paramartes_pococki","Species"
"659","Eutheria","Carnivora","indet.","Mustelidae","indet.","Polgardia","pannonica","Polgardia_pannonica","Species"
"660","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Allohyaena","kadici","Allohyaena_kadici","Species"
"661","Eutheria","Carnivora","indet.","Mustelidae","indet.","Circamustela","indet.","Circamustela","Genus"
"662","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","sansaniensis","Martes_sansaniensis","Species"
"663","Eutheria","Carnivora","indet.","Mustelidae","indet.","Taxodon","hessicum","Taxodon_hessicum","Species"
"664","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","arctoides","Indarctos_arctoides","Species"
"665","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","depereti","Ursavus_depereti","Species"
"666","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","primaevus","Ursavus_primaevus","Species"
"667","Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","maeotica","Promephitis_maeotica","Species"
"668","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Chasmaporthetes","bonisi","Chasmaporthetes_bonisi","Species"
"669","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Ictitherium","indet.","Ictitherium","Genus"
"670","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","leporinum","Mustela_leporinum","Species"
"671","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Protictitherium","csakvarense","Protictitherium_csakvarense","Species"
"672","Eutheria","Carnivora","indet.","Mustelidae","indet.","Paralutra","transdanubica","Paralutra_transdanubica","Species"
"673","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","indet.","Agriotherium","Genus"
"674","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","brevirhinus","Ursavus_brevirhinus","Species"
"675","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Lycyaena","indet.","Lycyaena","Genus"
"676","Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","alexeevi","Promephitis_alexeevi","Species"
"677","Eutheria","Carnivora","indet.","Mustelidae","indet.","Parataxidea","crassa","Parataxidea_crassa","Species"
"678","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Plesiogulo","minor","Plesiogulo_minor","Species"
"679","Eutheria","Carnivora","Pinnipedia","Phocidae","indet.","Semantor","macrurus","Semantor_macrurus","Species"
"680","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Belbus","beaumonti","Belbus_beaumonti","Species"
"681","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Plesiogulo","indet.","Plesiogulo","Genus"
"682","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Ictitherium","robustum","Ictitherium_robustum","Species"
"683","Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","hootoni","Promephitis_hootoni","Species"
"684","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Thalassictis","spelaea","Thalassictis_spelaea","Species"
"685","Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","parvus","Promephitis_parvus","Species"
"686","Eutheria","Carnivora","indet.","Mustelidae","Mustelinae","indet.","indet.","indet.","Subfamily_tribe"
"687","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Chasmaporthetes","lunensis","Chasmaporthetes_lunensis","Species"
"688","Eutheria","Carnivora","indet.","Mustelidae","indet.","Parataxidea","sinensis","Parataxidea_sinensis","Species"
"689","Eutheria","Carnivora","indet.","Mustelidae","indet.","Sinictis","dolicognathus","Sinictis_dolicognathus","Species"
"690","Eutheria","Carnivora","indet.","Mustelidae","indet.","Sinictis","lydekkeri","Sinictis_lydekkeri","Species"
"691","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaenictis","indet.","Hyaenictis","Genus"
"692","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Protictitherium","intermedium","Protictitherium_intermedium","Species"
"693","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Protictitherium","thessalonikensis","Protictitherium_thessalonikensis","Species"
"694","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","sinensis","Indarctos_sinensis","Species"
"695","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Lycyaena","dubia","Lycyaena_dubia","Species"
"696","Eutheria","Carnivora","indet.","Mustelidae","indet.","Lutra","aonychoides","Lutra_aonychoides","Species"
"697","Eutheria","Carnivora","indet.","Mustelidae","indet.","Melodon","incertum","Melodon_incertum","Species"
"698","Eutheria","Carnivora","indet.","Mustelidae","indet.","Melodon","majori","Melodon_majori","Species"
"699","Eutheria","Carnivora","indet.","Mustelidae","indet.","Proputorius","minimus","Proputorius_minimus","Species"
"700","Eutheria","Carnivora","indet.","Percrocutidae","indet.","Dinocrocuta","gigantea","Dinocrocuta_gigantea","Species"
"701","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaena","indet.","Hyaena","Genus"
"702","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Eomellivora","indet.","Eomellivora","Genus"
"703","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Adcrocuta","indet.","Adcrocuta","Genus"
"704","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Thalassictis","indet.","Thalassictis","Genus"
"705","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Ictitherium","intuberculatum","Ictitherium_intuberculatum","Species"
"706","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Belbus","djurabensis","Belbus_djurabensis","Species"
"707","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Chasmaporthetes","australis","Chasmaporthetes_australis","Species"
"708","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaenictitherium","minimum","Hyaenictitherium_minimum","Species"
"709","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Werdelinus","africanus","Werdelinus_africanus","Species"
"710","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","Djourabus","dabba","Djourabus_dabba","Species"
"711","Eutheria","Carnivora","indet.","Mustelidae","indet.","Howellictis","valentini","Howellictis_valentini","Species"
"712","Eutheria","Carnivora","indet.","Mustelidae","Aonyxini","indet.","indet.","indet.","Subfamily_tribe"
"713","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","Sivaonyx","beyi","Sivaonyx_beyi","Species"
"714","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","Torolutra","indet.","Torolutra","Genus"
"715","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaenictis","hendeyi","Hyaenictis_hendeyi","Species"
"716","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaenictitherium","namaquensis","Hyaenictitherium_namaquensis","Species"
