"MDD_species_id","MDD_syn_ID","MDD_root_name","MDD_order","MDD_family","MDD_genus","MDD_species","MDD_validity","MDD_original_combination","MDD_author","MDD_year","MDD_authority_parentheses","MDD_actual_rank","MDD_continent"
1005805,100048743,"nasutus","Carnivora","Mephitidae","Conepatus","Conepatus_leuconotus","synonym","Thiosmus_nasuta","Lesson",1842,"1","species","North America"
1005805,100005116,"intermedius","Carnivora","Mephitidae","Conepatus","Conepatus_leuconotus","synonym","Mephitis_intermedia","de Saussure",1860,"1","species","North America"
1005805,100048627,"nasutus","Carnivora","Mephitidae","Conepatus","Conepatus_leuconotus","synonym","Conepatus_nasutus","J. E. Gray",1865,"0","species","North America"
1005805,100055978,"nasutus","Carnivora","Mephitidae","Conepatus","Conepatus_leuconotus","synonym","Conepatus_nasuta","A. Murray",1866,"0","species","North America"
1005805,100005123,"filipensis","Carnivora","Mephitidae","Conepatus","Conepatus_leuconotus","synonym","Conepatus_filipensis","C. H. Merriam",1902,"0","species","North America"
1005805,100005125,"pediculus","Carnivora","Mephitidae","Conepatus","Conepatus_leuconotus","synonym","Conepatus_pediculus","C. H. Merriam",1902,"0","species","North America"
1005805,100005126,"sonoriensis","Carnivora","Mephitidae","Conepatus","Conepatus_leuconotus","synonym","Conepatus_sonoriensis","C. H. Merriam",1902,"0","species","North America"
1005805,100034811,"leuconotus","Carnivora","Mephitidae","Conepatus","Conepatus_leuconotus","synonym","Conepatus_leuconotus","V. O. Bailey",1905,"0","species","North America"
1005805,100036005,"mesoleucus","Carnivora","Mephitidae","Conepatus","Conepatus_leuconotus","synonym","Conepatus_mesoleucus","V. O. Bailey",1905,"0","species","North America"
1005805,100005129,"nicaraguae","Carnivora","Mephitidae","Conepatus","Conepatus_leuconotus","synonym","Conepatus_nicaraguae","J. A. Allen",1910,"0","species","North America"
1005806,100032164,"putorius","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Viverra_putorius","Mutis",1770,"1","species","North America|South America"
1005806,100058548,"conepatl","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Viverra_conepatl","E. A. W. von Zimmermann",1783,"1","species","North America|South America"
1005806,100058539,"mapurito","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Viverra_mapurito","E. A. W. von Zimmermann",1783,"1","species","North America|South America"
1005806,100005135,"semistriatus","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","species","Viverra_semistriata","Boddaert",1785,"1","species","North America|South America"
1005806,100005068,"conepatl","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Viverra_conepatl","J. F. Gmelin",1788,"1","species","North America|South America"
1005806,100005136,"mapurito","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Viverra_mapurito","J. F. Gmelin",1788,"1","species","North America|South America"
1005806,100051518,"mapucito","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Viverra_mapucito","Link",1795,"1","species","North America|South America"
1005806,100049245,"conepatl","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Mephitis_conepatl","G. Fischer",1814,"1","species","North America|South America"
1005806,100049319,"mapurito","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Mephitis_mapurito","Lesson",1827,"1","species","North America|South America"
1005806,100005137,"zorilla","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Mephitis_zorilla","J. B. Fischer",1829,"1","species","North America|South America"
1005806,100005138,"gumillae","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Mephitis_gumillae","H. Lichtenstein",1838,"1","species","North America|South America"
1005806,100005139,"gumillaei","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Mephitis_gumillaei","Boitard",1841,"1","species","North America|South America"
1005806,100048745,"mapurito","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Thiosmus_mapurito","Lesson",1842,"1","species","North America|South America"
1005806,100031700,"amazonica","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Mephitis_amazonica","von Tschudi",1844,"1","species","North America|South America"
1005806,100005120,"marputio","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Viverra_marputio","J. E. Gray",1865,"1","species","North America|South America"
1005806,100046072,"mapurito","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Conepatus_mapurito","F. W. True",1885,"0","species","North America|South America"
1005806,100055421,"marpurito","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Conepatus_marpurito","J. A. Allen",1897,"0","species","North America|South America"
1005806,100031513,"zorilla","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Conepatus_zorilla","O. Thomas",1900,"0","species","North America|South America"
1005806,100005140,"zorrino","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Conepatus_zorrino","O. Thomas",1901,"0","species","North America|South America"
1005806,100027960,"mapurito","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Conepatus_mapurito","Bangs",1902,"0","species","North America|South America"
1005806,100005097,"tropicalis","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Conepatus_tropicalis","C. H. Merriam",1902,"0","species","North America|South America"
1005806,100034812,"semistriatus","Carnivora","Mephitidae","Conepatus","Conepatus_semistriatus","synonym","Conepatus_semistriatus","Corbet & J. Edwards Hill",1980,"0","species","North America|South America"
1006071,100005006,"crocuta","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","species","Canis_crocuta","Erxleben",1777,"1","species","Africa"
1006071,100058534,"maculata","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyena_maculata","E. A. W. von Zimmermann",1783,"1","species","Africa"
1006071,100033813,"crocuta","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_crocuta","Boddaert",1785,"1","species","Africa"
1006071,100051525,"maculata","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_maculata","Link",1795,"1","species","Africa"
1006071,100005007,"maculata","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_maculata","Thunberg",1811,"1","species","Africa"
1006071,100005008,"capensis","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_capensis","A. G. Desmarest",1817,"1","species","Africa"
1006071,100005009,"rufa","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_rufa","A. G. Desmarest",1817,"1","species","Africa"
1006071,100059178,"crocuta","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hiaena_crocuta","Hemprich",1820,"1","species","Africa"
1006071,100032618,"maculata","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_maculata","Ödmann",1820,"1","species","Africa"
1006071,100058275,"crocuta","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyena_crocuta","Temminck",1820,"1","species","Africa"
1006071,100029570,"spelaea","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyana_spelaea","Goldfuss",1823,"1","species","Africa"
1006071,100053250,"speleea","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_speleea","H. R. Schinz",1825,"1","species","Africa"
1006071,100031316,"croacuta","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_croacuta","A. Smith",1826,"1","species","Africa"
1006071,100032619,"encrita","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_encrita","A. Smith",1827,"1","species","Africa"
1006071,100032259,"intermedia","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_intermedia","de Serres, Dubreuil, & B. Jeanjean",1828,"1","species","Africa"
1006071,100029998,"gigantea","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_gigantea","Holl",1829,"1","species","Africa"
1006071,100005010,"cuvieri","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_cuvieri","Boitard",1841,"1","species","Africa"
1006071,100048690,"crocuta","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyoena_crocuta","Lesson",1842,"1","species","Africa"
1006071,100048651,"spelea","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Hyaena_spelea","Crespon",1844,"1","species","Africa"
1006071,100053502,"maculata","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Crocuta_maculata","J. E. Gray",1869,"0","species","Africa"
1006071,100005020,"kibonotensis","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Crocotta_kibonotensis","Lönnberg",1908,"0","species","Africa"
1006071,100005021,"panganensis","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Crocotta_panganensis","Lönnberg",1908,"0","species","Africa"
1006071,100005022,"nyasae","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Crocuta_nyasae","Cabrera",1911,"0","species","Africa"
1006071,100005023,"nzoyae","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Crocuta_nzoyae","Cabrera",1911,"0","species","Africa"
1006071,100005024,"rufopicta","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Crocuta_rufopicta","Cabrera",1911,"0","species","Africa"
1006071,100005025,"thomasi","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Crocuta_thomasi","Cabrera",1911,"0","species","Africa"
1006071,100034926,"crocuta","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Crocuta_crocuta","O. Thomas",1929,"0","species","Africa"
1006071,100054602,"gigantea","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Crocuta_gigantea","Pilgrim",1932,"0","species","Africa"
1006071,100053062,"spelaea","Carnivora","Hyaenidae","Crocuta","Crocuta_crocuta","synonym","Crocuta_spelaea","Baryshnikov",2002,"0","species","Africa"
1006060,100004747,"alexandri","Carnivora","Herpestidae","Crossarchus","Crossarchus_alexandri","species","Crossarchus_alexandri","O. Thomas & Wroughton",1907,"0","species","Africa"
1006061,100004749,"ansorgei","Carnivora","Herpestidae","Crossarchus","Crossarchus_ansorgei","species","Crossarchus_ansorgei","O. Thomas",1910,"0","species","Africa"
1006061,100050698,"ansorgei","Carnivora","Herpestidae","Crossarchus","Crossarchus_ansorgei","synonym","Mungos_ansorgei","J. Eric Hill & T. D. Carter",1941,"1","species","Africa"
1006062,100004751,"obscurus","Carnivora","Herpestidae","Crossarchus","Crossarchus_obscurus","species","Crossarchus_obscurus","F. Cuvier in É. Geoffroy Saint-Hilaire & F. Cuvier",1825,"0","species","Africa"
1006062,100031335,"dubius","Carnivora","Herpestidae","Crossarchus","Crossarchus_obscurus","synonym","Crossarchus_dubius","A. Smith",1834,"0","species","Africa"
1006062,100031334,"typicus","Carnivora","Herpestidae","Crossarchus","Crossarchus_obscurus","synonym","Crossarchus_typicus","A. Smith",1834,"0","species","Africa"
1006062,100004752,"punctatissimus","Carnivora","Herpestidae","Crossarchus","Crossarchus_obscurus","synonym","Herpestes_punctatissimus","Temminck",1853,"1","species","Africa"
1006063,100004753,"platycephalus","Carnivora","Herpestidae","Crossarchus","Crossarchus_platycephalus","species","Crossarchus_platycephalus","C. A. Goldman",1984,"0","species","Africa"
1006028,100004067,"ferox","Carnivora","Eupleridae","Cryptoprocta","Cryptoprocta_ferox","species","Cryptoprocta_ferox","E. T. Bennett in Telfair",1833,"0","species","Africa"
1006028,100004068,"typica","Carnivora","Eupleridae","Cryptoprocta","Cryptoprocta_ferox","synonym","Cryptoprocta_typicus","A. Smith",1834,"0","species","Africa"
1006029,100004070,"antamba","Carnivora","Eupleridae","Cryptoprocta","Cryptoprocta_spelea","synonym","Cryptoprocta_antamba","Lamberton",1939,"0","species","Africa"
1006029,100046104,"spelea","Carnivora","Eupleridae","Cryptoprocta","Cryptoprocta_spelea","synonym","Cryptoprocta_spelea","Mammal Diversity Database",2018,"0","species","Africa"
1005949,100032890,"cavernalis","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Canis_cavernalis","Rosenmüller",1794,"1","species","Asia"
1005949,100003734,"alpinus","Carnivora","Canidae","Cuon","Cuon_alpinus","species","Canis_alpinus","Pallas",1811,"1","species","Asia"
1005949,100003735,"javanicus","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Canis_javanicus","A. G. Desmarest",1821,"1","species","Asia"
1005949,100033279,"sumatrensis","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Canis_sumatrensis","H. R. Schinz",1825,"1","species","Asia"
1005949,100049324,"quao","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Canis_quao","Lesson",1827,"1","species","Asia"
1005949,100003737,"dukhunensis","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Canis_dukhunensis","W. H. Sykes",1831,"1","species","Asia"
1005949,100003738,"primaevus","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Canis_primaevus","B. H. Hodgson",1833,"1","species","Asia"
1005949,100033112,"primaevus","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_primaevus","B. H. Hodgson",1838,"0","species","Asia"
1005949,100031349,"scylax","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Chryseus_scylax","C. H. Smith",1839,"1","species","Asia"
1005949,100052319,"duckunensis","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Canis_duckunensis","W. Ogilby",1839,"1","species","Asia"
1005949,100052320,"primaevas","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Canis_primaevas","W. Ogilby",1839,"1","species","Asia"
1005949,100003739,"rutilans","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Canis_rutilans","S. Müller in Temminck",1840,"1","species","Asia"
1005949,100030431,"buansu","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Primoevus_buansu","Lesson",1842,"1","species","Asia"
1005949,100003740,"grayiformis","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_grayiformis","B. H. Hodgson in J. E. Gray",1863,"0","species","Asia"
1005949,100049616,"rutilans","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_rutilans","E. Blyth",1863,"0","species","Asia"
1005949,100055963,"grayiformis","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Canis_grayiformis","A. Murray",1866,"1","species","Asia"
1005949,100032220,"europaeus","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_europaeus","Bourguignat",1868,"0","species","Asia"
1005949,100034872,"alpinus","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_alpinus","J. E. Gray",1869,"0","species","Asia"
1005949,100053470,"dukhunensis","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_dukhunensis","J. E. Gray",1869,"0","species","Asia"
1005949,100053469,"sumatrensis","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_sumatrensis","J. E. Gray",1869,"0","species","Asia"
1005949,100032222,"bourreti","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_bourreti","Harlé",1891,"0","species","Asia"
1005949,100003741,"clamitans","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Anurocyon_clamitans","Heude",1892,"1","species","Asia"
1005949,100003742,"lepturus","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_lepturus","Heude",1892,"0","species","Asia"
1005949,100003743,"antiquus","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cyon_antiquus","Matthew & Granger",1923,"0","species","Asia"
1005949,100033043,"crassidens","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_crassidens","von Koenigswald",1933,"0","species","Asia"
1005949,100033044,"sangiranensis","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_sangiranensis","von Koenigswald",1940,"0","species","Asia"
1005949,100032221,"priscus","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_priscus","Thenius",1954,"0","species","Asia"
1005949,100028088,"boureti","Carnivora","Canidae","Cuon","Cuon_alpinus","synonym","Cuon_boureti","Bonifay",1971,"0","species","Asia"
1006041,100004754,"levaillantii","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Mangusta_levaillantii","A. Smith",1829,"1","species","Africa"
1006041,100004755,"penicillata","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","species","Herpestes_penicillatus","G. Cuvier",1829,"1","species","Africa"
1006041,100059052,"steedmanii","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Alopecurus_steedmanii","Anonymous",1833,"1","species","Africa"
1006041,100004756,"steedmanni","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Cynictis_steedmanni","W. Ogilby",1833,"0","species","Africa"
1006041,100004757,"ogilbyii","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Cynictis_ogilbyii","A. Smith",1834,"0","species","Africa"
1006041,100004758,"typica","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Cynictis_typicus","A. Smith",1834,"0","species","Africa"
1006041,100004759,"leptura","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Cynictis_lepturus","A. Smith",1839,"0","species","Africa"
1006041,100048738,"levaillantii","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Cynictis_levaillantii","Lesson",1842,"0","species","Africa"
1006041,100048741,"ogilbyi","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Cynictis_ogilbyi","Lesson",1842,"0","species","Africa"
1006041,100048739,"stedmanni","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Cynictis_stedmanni","Lesson",1842,"0","species","Africa"
1006041,100053466,"leptura","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Cynictis_leptura","J. E. Gray",1865,"0","species","Africa"
1006041,100053464,"ogilbii","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Cynictis_ogilbii","J. E. Gray",1865,"0","species","Africa"
1006041,100034915,"penicillata","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Cynictis_penicillata","J. E. Gray",1865,"0","species","Africa"
1006041,100055947,"leptura","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Herpestes_lepturus","A. Murray",1866,"1","species","Africa"
1006041,100055953,"penicillata","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Herpestes_penicillata","A. Murray",1866,"1","species","Africa"
1006041,100054979,"bradfieldi","Carnivora","Herpestidae","Cynictis","Cynictis_penicillata","synonym","Cynictis_bradfieldi","O. Thomas",1929,"0","species","Africa"
1006093,100006662,"bennettii","Carnivora","Viverridae","Cynogale","Cynogale_bennettii","species","Cynogale_bennettii","J. E. Gray",1837,"0","species","Asia"
1006093,100006661,"carcharias","Carnivora","Viverridae","Cynogale","Cynogale_bennettii","synonym","Viverra_carcharias","de Blainville",1838,"1","species","Asia"
1006093,100006663,"barbata","Carnivora","Viverridae","Cynogale","Cynogale_bennettii","synonym","Potamophilus_barbatus","S. Müller",1838,"1","species","Asia"
1006093,100048560,"bennetii","Carnivora","Viverridae","Cynogale","Cynogale_bennettii","synonym","Cynogale_bennetii","C. H. Smith",1842,"0","species","Asia"
1006093,100046724,"bennetti","Carnivora","Viverridae","Cynogale","Cynogale_bennettii","synonym","Cynogale_bennetti","Jentink",1903,"0","species","Asia"
1006093,100051771,"barbata","Carnivora","Viverridae","Cynogale","Cynogale_bennettii","synonym","Cynogale_barbatus","Lyon",1911,"0","species","Asia"
1006093,100006664,"lowei","Carnivora","Viverridae","Cynogale","Cynogale_bennettii","synonym","Cynogale_lowei","Pocock",1933,"0","species","Asia"
1005911,100006121,"cristata","Carnivora","Phocidae","Cystophora","Cystophora_cristata","species","Phoca_cristata","Erxleben",1777,"1","species","Europe|North America"
1005911,100006122,"cucullata","Carnivora","Phocidae","Cystophora","Cystophora_cristata","synonym","Phoca_cucullata","Boddaert",1785,"1","species","Europe|North America"
1005911,100006123,"borealis","Carnivora","Phocidae","Cystophora","Cystophora_cristata","synonym","Cystophora_borealis","S. Nilsson",1820,"0","species","Europe|North America"
1005911,100028505,"mitrata","Carnivora","Phocidae","Cystophora","Cystophora_cristata","synonym","Phoca_mitrata","A. G. Desmarest",1821,"1","species","Europe|North America"
1005911,100006125,"cristata","Carnivora","Phocidae","Cystophora","Cystophora_cristata","synonym","Cystophora_cristata","Billberg",1827,"0","species","Europe|North America"
1005911,100048771,"cristata","Carnivora","Phocidae","Cystophora","Cystophora_cristata","synonym","Stemmatopus_cristatus","Lesson",1827,"1","species","Europe|North America"
1005911,100033064,"dimidiata","Carnivora","Phocidae","Cystophora","Cystophora_cristata","synonym","Phoca_dimidiata","Rüppell",1842,"1","species","Europe|North America"
1005911,100006168,"antillarum","Carnivora","Phocidae","Cystophora","Cystophora_cristata","synonym","Cystophora_antillarum","J. E. Gray",1850,"0","species","Europe|North America"
1005911,100059335,"cristata","Carnivora","Phocidae","Cystophora","Cystophora_cristata","synonym","Cystophoca_cristata","E. Brass",1911,"0","species","Europe|North America"
1006094,100006665,"hosei","Carnivora","Viverridae","Diplogale","Diplogale_hosei","species","Hemigale_hosei","O. Thomas",1892,"1","species","Asia"
1006094,100033269,"hosei","Carnivora","Viverridae","Diplogale","Diplogale_hosei","synonym","Diplogale_hosei","O. Thomas",1912,"0","species","Asia"
1006094,100034931,"hosei","Carnivora","Viverridae","Diplogale","Diplogale_hosei","synonym","Hemigalus_hosei","Chasen",1940,"1","species","Asia"
1006064,100004769,"dybowskii","Carnivora","Herpestidae","Dologale","Dologale_dybowskii","species","Crossarchus_dybowskii","de Pousargues",1893,"1","species","Africa"
1006064,100034916,"dybowskii","Carnivora","Herpestidae","Dologale","Dologale_dybowskii","synonym","Dologale_dybowskii","Setzer",1956,"0","species","Africa"
1005950,100003751,"antarcticus","Carnivora","Canidae","Dusicyon","Dusicyon_australis","synonym","Canis_antarcticus","Bechstein",1799,"1","species","South America"
1005950,100031358,"antarticus","Carnivora","Canidae","Dusicyon","Dusicyon_australis","synonym","Dusicyon_antarticus","C. H. Smith",1839,"0","species","South America"
1005950,100053487,"antarcticus","Carnivora","Canidae","Dusicyon","Dusicyon_australis","synonym","Pseudalopex_antarcticus","J. E. Gray",1869,"1","species","South America"
1005950,100058295,"antarcticus","Carnivora","Canidae","Dusicyon","Dusicyon_australis","synonym","Vulpes_antarcticus","Matschie",1898,"1","species","South America"
1005950,100031538,"darwini","Carnivora","Canidae","Dusicyon","Dusicyon_australis","synonym","Dusicyon_darwini","O. Thomas",1914,"0","species","South America"
1005950,100034878,"australis","Carnivora","Canidae","Dusicyon","Dusicyon_australis","synonym","Dusicyon_australis","Corbet & J. Edwards Hill",1980,"0","species","South America"
1005951,100003752,"avus","Carnivora","Canidae","Dusicyon","Dusicyon_avus","species","Canis_avus","Burmeister",1866,"1","species","South America"
1005951,100029455,"protojubatus","Carnivora","Canidae","Dusicyon","Dusicyon_avus","synonym","Canis_protojubatus","H. F. P. Gervais & F. Ameghino",1880,"1","species","South America"
1005951,100027871,"palaeoplatensis","Carnivora","Canidae","Dusicyon","Dusicyon_avus","synonym","Canis_palaeoplatensis","F. Ameghino",1891,"1","species","South America"
1005951,100003753,"platensis","Carnivora","Canidae","Dusicyon","Dusicyon_avus","synonym","Canis_platensis","Mercerat",1891,"1","species","South America"
1005951,100028015,"platensia","Carnivora","Canidae","Dusicyon","Dusicyon_avus","synonym","Canis_platensia","Berman & Tonni",1987,"1","species","South America"
1005951,100046102,"avus","Carnivora","Canidae","Dusicyon","Dusicyon_avus","synonym","Dusicyon_avus","Mammal Diversity Database",2018,"0","species","South America"
1005815,100005246,"barbara","Carnivora","Mustelidae","Eira","Eira_barbara","species","Mustela_barbara","Linnaeus",1758,"1","species","North America|South America"
1005815,100031186,"vulpecula","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Viverra_vulpecula","von Schreber",1776,"1","species","North America|South America"
1005815,100036111,"barbara","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Ichneumon_barbarus","Daudin",1802,"1","species","North America|South America"
1005815,100036199,"vulpecula","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Mustela_vulpecula","Daudin",1802,"1","species","North America|South America"
1005815,100058581,"barbata","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Mustela_barbata","W. Turton",1802,"1","species","North America|South America"
1005815,100031581,"barbara","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Viverra_barbara","Thunberg",1811,"1","species","North America|South America"
1005815,100005247,"sinuensis","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Mustela_sinuensis","von Humboldt",1812,"1","species","North America|South America"
1005815,100049248,"vulpecula","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Mephitis_vulpecula","G. Fischer",1814,"1","species","North America|South America"
1005815,100049489,"canescens","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Gulo_canescens","Illiger",1815,"1","species","North America|South America"
1005815,100056278,"barbara","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Gulo_barbarus","F. S. Voigt",1819,"1","species","North America|South America"
1005815,100059506,"barbara","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Martes_barbara","Muirhead",1819,"1","species","North America|South America"
1005815,100005248,"barbata","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Gulo_barbatus","A. G. Desmarest",1821,"1","species","North America|South America"
1005815,100005249,"gulina","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Mustela_gulina","H. R. Schinz",1821,"1","species","North America|South America"
1005815,100005250,"poliocephala","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Viverra_poliocephalus","Traill",1821,"1","species","North America|South America"
1005815,100005251,"canescens","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Gulo_canescens","H. Lichtenstein",1823,"1","species","North America|South America"
1005815,100049318,"poliocephala","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Mustela_poliocephala","Lesson",1827,"1","species","North America|South America"
1005815,100030441,"montana","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Canis_montanus","H. Lichtenstein",1830,"1","species","North America|South America"
1005815,100005254,"leira","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Gulo_leira","C. F. Cuvier",1842,"1","species","North America|South America"
1005815,100033564,"barbara","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Eira_barbara","C. H. Smith",1842,"0","species","North America|South America"
1005815,100005252,"ilya","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Eira_ilya","C. H. Smith",1842,"0","species","North America|South America"
1005815,100046076,"barbara","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Galictis_barbara","Lesson",1842,"1","species","North America|South America"
1005815,100048618,"barbata","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Galera_barbata","J. E. Gray",1865,"1","species","North America|South America"
1005815,100049151,"barbara","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Galera_barbara","F. Martínez",1873,"1","species","North America|South America"
1005815,100049595,"barbara","Carnivora","Mustelidae","Eira","Eira_barbara","synonym","Tayra_barbara","J. A. Allen",1910,"1","species","North America|South America"
1005842,100005266,"lutris","Carnivora","Mustelidae","Enhydra","Enhydra_lutris","species","Mustela_lutris","Linnaeus",1758,"1","species","Asia|North America"
1005842,100005267,"marina","Carnivora","Mustelidae","Enhydra","Enhydra_lutris","synonym","Lutra_marina","Erxleben",1777,"1","species","Asia|North America"
